Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001242,10.427083,[ 7 33] ; [14 11],[12.92307692 27.07692308] ; [ 8.07692308 16.92307692],0
p8,1,0.004205,8.193277,[ 4 36] ; [10 15],[ 8.61538462 31.38461538] ; [ 5.38461538 19.61538462],0
s4,1,0.004205,8.193277,[ 4 36] ; [10 15],[ 8.61538462 31.38461538] ; [ 5.38461538 19.61538462],0
p12,1,0.00652,7.400554,[ 1 39] ; [ 6 19],[ 4.30769231 35.69230769] ; [ 2.69230769 22.30769231],0
s6,1,0.055859,3.65625,[29 11] ; [23  2],[32.  8.] ; [20.  5.],0
p1,1,0.057703,3.602217,[ 2 38] ; [ 5 20],[ 4.30769231 35.69230769] ; [ 2.69230769 22.30769231],0
p5,1,0.074869,3.172903,[ 2 35] ; [ 5 20],[ 4.17741935 32.82258065] ; [ 2.82258065 22.17741935],0
r4,1,0.129314,2.300715,[31  9] ; [23  2],[33.23076923  6.76923077] ; [20.76923077  4.23076923],0
a5,1,0.139167,2.18715,[29 11] ; [22  3],[31.38461538  8.61538462] ; [19.61538462  5.38461538],0
u1,1,0.140849,2.168658,[13 27] ; [ 4 21],[10.46153846 29.53846154] ; [ 6.53846154 18.46153846],0
p7,1,0.189152,1.724211,[12 26] ; [12 13],[14.47619048 23.52380952] ; [ 9.52380952 15.47619048],0
s8,1,0.229786,1.442183,[26 14] ; [19  5],[28.125 11.875] ; [16.875  7.125],0
s2,1,0.2386,1.388847,[23 17] ; [18  7],[25.23076923 14.76923077] ; [15.76923077  9.23076923],0
p3,1,0.242583,1.365522,[11 29] ; [10 14],[13.125 26.875] ; [ 7.875 16.125],0
r3,1,0.249407,1.326624,[35  5] ; [24  1],[36.30769231  3.69230769] ; [22.69230769  2.30769231],0
b1,1,0.269301,1.220307,[20 20] ; [16  9],[22.15384615 17.84615385] ; [13.84615385 11.15384615],0
n4,1,0.274549,1.193878,[32  8] ; [17  8],[30.15384615  9.84615385] ; [18.84615385  6.15384615],0
v4,1,0.28065,1.163938,[33  7] ; [23  2],[34.46153846  5.53846154] ; [21.53846154  3.46153846],0
n5,1,0.342812,0.899886,[30 10] ; [16  9],[28.30769231 11.69230769] ; [17.69230769  7.30769231],0
p10,1,0.349881,0.873889,[26 14] ; [19  6],[27.69230769 12.30769231] ; [17.30769231  7.69230769],0
d2,1,0.378259,0.776352,[27 12] ; [14 10],[25.38095238 13.61904762] ; [15.61904762  8.38095238],0
v2,1,0.380747,0.768287,[21 18] ; [15  8],[22.64516129 16.35483871] ; [13.35483871  9.64516129],0
p9,1,0.388245,0.74443,[27 12] ; [19  5],[28.47619048 10.52380952] ; [17.52380952  6.47619048],0
b3,1,0.450152,0.570268,[13 20] ; [10 10],[14.32075472 18.67924528] ; [ 8.67924528 11.32075472],0
b2,1,0.450152,0.570268,[13 20] ; [10 10],[14.32075472 18.67924528] ; [ 8.67924528 11.32075472],0
a4,1,0.454788,0.55869,[23 17] ; [12 13],[21.53846154 18.46153846] ; [13.46153846 11.53846154],0
a2,1,0.463542,0.537328,[13 27] ; [ 6 19],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
n2,1,0.465209,0.533333,[12  3] ; [6 3],[11.25  3.75] ; [6.75 2.25],0
s1,1,0.542013,0.371822,[ 3 37] ; [ 3 22],[ 3.69230769 36.30769231] ; [ 2.30769231 22.69230769],0
a1,1,0.567827,0.326332,[ 3 37] ; [ 1 24],[ 2.46153846 37.53846154] ; [ 1.53846154 23.46153846],0
u4,1,0.567827,0.326332,[ 3 37] ; [ 1 24],[ 2.46153846 37.53846154] ; [ 1.53846154 23.46153846],0
d5,1,0.580107,0.306062,[33  6] ; [19  5],[32.19047619  6.80952381] ; [19.80952381  4.19047619],0
b5,1,0.602773,0.270833,[25 15] ; [14 11],[24. 16.] ; [15. 10.],0
p11,1,0.614798,0.253247,[28 12] ; [16  9],[27.07692308 12.92307692] ; [16.92307692  8.07692308],0
d1,1,0.614798,0.253247,[28 12] ; [16  9],[27.07692308 12.92307692] ; [16.92307692  8.07692308],0
s3,1,0.620959,0.244522,[29 11] ; [16  8],[28.125 11.875] ; [16.875  7.125],0
v3,1,0.638812,0.2203,[17 20] ; [12 11],[17.88333333 19.11666667] ; [11.11666667 11.88333333],0
u2,1,0.639994,0.21875,[5 3] ; [3 3],[4.57142857 3.42857143] ; [3.42857143 2.57142857],0
b4,1,0.651874,0.203546,[25 15] ; [17  8],[25.84615385 14.15384615] ; [16.15384615  8.84615385],0
r1,1,0.702719,0.145658,[32  8] ; [19  6],[31.38461538  8.61538462] ; [19.61538462  5.38461538],0
a3,1,0.702719,0.145658,[32  8] ; [19  6],[31.38461538  8.61538462] ; [19.61538462  5.38461538],0
n6,1,0.740826,0.109402,[32  8] ; [20  4],[32.5  7.5] ; [19.5  4.5],0
a7,1,0.747081,0.104,[24 16] ; [16  9],[24.61538462 15.38461538] ; [15.38461538  9.61538462],0
a6,1,0.831856,0.045081,[27 12] ; [16  8],[26.61904762 12.38095238] ; [16.38095238  7.61904762],0
v1,1,0.877874,0.023613,[18 18] ; [13 12],[18.29508197 17.70491803] ; [12.70491803 12.29508197],0
d4,1,0.896431,0.016945,[32  7] ; [20  4],[32.19047619  6.80952381] ; [19.80952381  4.19047619],0
d3,1,0.897911,0.016461,[25 14] ; [15  9],[24.76190476 14.23809524] ; [15.23809524  8.76190476],0
