Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1.2e-05,19.112658,[18 29] ; [206  85],[31.14792899 15.85207101] ; [192.85207101  98.14792899],1
n5,1,0.621531,0.243722,[36 12] ; [226  63],[37.31750742 10.68249258] ; [224.68249258  64.31750742],0
v1,1,0.625732,0.237894,[24 22] ; [158 124],[25.52439024 20.47560976] ; [156.47560976 125.52439024],0
v3,1,0.634404,0.226136,[19 24] ; [113 167],[17.57275542 25.42724458] ; [114.42724458 165.57275542],0
d2,1,0.680564,0.169492,[26 20] ; [155 136],[24.70623145 21.29376855] ; [156.29376855 134.70623145],0
r3,1,0.696707,0.15192,[47  1] ; [280   9],[46.57566766  1.42433234] ; [280.42433234   8.57566766],0
u1,1,0.722811,0.125815,[14 34] ; [ 78 214],[12.98823529 35.01176471] ; [ 79.01176471 212.98823529],0
p12,1,0.754437,0.097841,[ 5 43] ; [ 35 257],[ 5.64705882 42.35294118] ; [ 34.35294118 257.64705882],0
a8,1,0.767296,0.087565,[ 7 39] ; [ 45 220],[ 7.69131833 38.30868167] ; [ 44.30868167 220.69131833],0
b4,1,0.76992,0.085544,[30 18] ; [176 116],[29.08235294 18.91764706] ; [176.91764706 115.08235294],0
s4,1,0.802577,0.062506,[12 36] ; [ 67 220],[11.31940299 36.68059701] ; [ 67.68059701 219.31940299],0
n2,1,0.832163,0.044914,[14  3] ; [40 10],[13.70149254  3.29850746] ; [40.29850746  9.70149254],0
u2,1,0.917801,0.010651,[10  6] ; [44 28],[9.81818182 6.18181818] ; [44.18181818 27.81818182],0
n1,1,0.922663,0.009425,[ 6 11] ; [17 33],[ 5.8358209 11.1641791] ; [17.1641791 32.8358209],0
v2,1,0.94925,0.004051,[27 18] ; [166 113],[26.80555556 18.19444444] ; [166.19444444 112.80555556],0
p1,1,0.987927,0.000229,[ 5 43] ; [ 30 260],[ 4.9704142 43.0295858] ; [ 30.0295858 259.9704142],0
