Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,33.600823,[66 15] ; [ 1 14],[56.53125 24.46875] ; [10.46875  4.53125],1
v4,1,0.000313,12.993727,[73  8] ; [8 7],[68.34375 12.65625] ; [12.65625  2.34375],1
r3,1,0.001113,10.62976,[74  7] ; [9 6],[70.03125 10.96875] ; [12.96875  2.03125],0
r1,1,0.004149,8.217626,[58 23] ; [ 5 10],[53.15625 27.84375] ; [9.84375 5.15625],0
s6,1,0.004951,7.897298,[47 32] ; [ 3 12],[42.0212766 36.9787234] ; [7.9787234 7.0212766],0
a5,1,0.006764,7.334603,[52 29] ; [ 4 11],[47.25 33.75] ; [8.75 6.25],0
d2,1,0.023163,5.156253,[42 39] ; [ 3 12],[37.96875 43.03125] ; [7.03125 7.96875],0
v2,1,0.02619,4.943421,[39 37] ; [ 3 12],[35.07692308 40.92307692] ; [6.92307692 8.07692308],0
a7,1,0.036602,4.36885,[59 21] ; [7 8],[55.57894737 24.42105263] ; [10.42105263  4.57894737],0
s5,1,0.042908,4.099011,[24 50] ; [ 1 14],[20.78651685 53.21348315] ; [ 4.21348315 10.78651685],0
p9,1,0.042927,4.098278,[42 34] ; [ 4 11],[38.41758242 37.58241758] ; [7.58241758 7.41758242],0
s4,1,0.044185,4.049478,[26 55] ; [ 1 14],[22.78125 58.21875] ; [ 4.21875 10.78125],0
d5,1,0.06875,3.312621,[65 15] ; [9 6],[62.31578947 17.68421053] ; [11.68421053  3.31578947],0
d1,1,0.077908,3.108003,[47 34] ; [ 5 10],[43.875 37.125] ; [8.125 6.875],0
a3,1,0.104039,2.642514,[50 30] ; [6 9],[47.15789474 32.84210526] ; [8.84210526 6.15789474],0
s2,1,0.104821,2.630614,[40 41] ; [ 4 11],[37.125 43.875] ; [6.875 8.125],0
s3,1,0.117102,2.455662,[41 39] ; [ 4 10],[38.29787234 41.70212766] ; [6.70212766 7.29787234],0
a6,1,0.140503,2.172437,[49 32] ; [6 9],[46.40625 34.59375] ; [8.59375 6.40625],0
p8,1,0.150729,2.064859,[25 54] ; [ 2 13],[22.69148936 56.30851064] ; [ 4.30851064 10.69148936],0
b1,1,0.159886,1.975309,[38 43] ; [10  5],[40.5 40.5] ; [7.5 7.5],0
n6,1,0.173047,1.856346,[42 38] ; [ 5 10],[39.57894737 40.42105263] ; [7.42105263 7.57894737],0
s7,1,0.176989,1.822731,[25 48] ; [ 2 11],[22.91860465 50.08139535] ; [4.08139535 8.91860465],0
p6,1,0.180935,1.789924,[18 61] ; [ 1 13],[16.13978495 62.86021505] ; [ 2.86021505 11.13978495],0
u3,1,0.184414,1.761686,[17 12] ; [3 6],[15.26315789 13.73684211] ; [4.73684211 4.26315789],0
a2,1,0.191788,1.70383,[17 64] ; [ 1 14],[15.1875 65.8125] ; [ 2.8125 12.1875],0
n2,1,0.20578,1.60087,[19 12] ; [2 4],[17.59459459 13.40540541] ; [3.40540541 2.59459459],0
n3,1,0.257359,1.282909,[22  8] ; [3 3],[20.83333333  9.16666667] ; [4.16666667 1.83333333],0
p10,1,0.295105,1.096186,[37 40] ; [ 5 10],[35.15217391 41.84782609] ; [6.84782609 8.15217391],0
a4,1,0.30359,1.05836,[33 48] ; [ 4 11],[31.21875 49.78125] ; [5.78125 9.21875],0
s8,1,0.325638,0.966169,[20 60] ; [ 2 13],[18.52631579 61.47368421] ; [ 3.47368421 11.52631579],0
v3,1,0.37365,0.791488,[23 50] ; [ 3 12],[21.56818182 51.43181818] ; [ 4.43181818 10.56818182],0
p2,1,0.385908,0.751797,[47 33] ; [7 8],[45.47368421 34.52631579] ; [8.52631579 6.47368421],0
a1,1,0.390753,0.736599,[ 2 79] ; [ 1 14],[ 2.53125 78.46875] ; [ 0.46875 14.53125],0
b5,1,0.424666,0.637366,[52 29] ; [8 7],[50.625 30.375] ; [9.375 5.625],0
d3,1,0.444509,0.584615,[56 24] ; [9 6],[54.73684211 25.26315789] ; [10.26315789  4.73684211],0
u2,1,0.45494,0.558314,[17 12] ; [4 5],[16.02631579 12.97368421] ; [4.97368421 4.02631579],0
b3,1,0.517413,0.419048,[ 6 27] ; [3 8],[ 6.75 26.25] ; [2.25 8.75],0
b2,1,0.517413,0.419048,[ 6 27] ; [3 8],[ 6.75 26.25] ; [2.25 8.75],0
p4,1,0.52759,0.399032,[30 49] ; [7 8],[31.09574468 47.90425532] ; [5.90425532 9.09574468],0
p7,1,0.565741,0.329861,[33 47] ; [ 5 10],[32. 48.] ; [6. 9.],0
n4,1,0.625245,0.238564,[22 59] ; [ 5 10],[22.78125 58.21875] ; [ 4.21875 10.78125],0
d4,1,0.628935,0.233507,[66 15] ; [13  2],[66.65625 14.34375] ; [12.34375  2.65625],0
s1,1,0.799297,0.064646,[ 7 74] ; [ 1 14],[ 6.75 74.25] ; [ 1.25 13.75],0
p1,1,0.909741,0.012852,[ 6 74] ; [ 1 14],[ 5.89473684 74.10526316] ; [ 1.10526316 13.89473684],0
v1,1,0.949582,0.003998,[27 52] ; [ 5 10],[26.89361702 52.10638298] ; [5.10638298 9.89361702],0
p3,1,0.969301,0.001481,[29 51] ; [5 9],[28.93617021 51.06382979] ; [5.06382979 8.93617021],0
b4,1,0.971342,0.001291,[49 32] ; [9 6],[48.9375 32.0625] ; [9.0625 5.9375],0
