Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,54.000914,[47 56] ; [216  42],[75.03878116 27.96121884] ; [187.96121884  70.03878116],1
d3,1,0.0,45.250492,[48 55] ; [212  47],[73.97790055 29.02209945] ; [186.02209945  72.97790055],1
a2,1,0.0,34.149152,[11 92] ; [111 148],[34.71270718 68.28729282] ; [ 87.28729282 171.71270718],1
u1,1,1e-06,23.358544,[ 9 94] ; [ 87 172],[27.31491713 75.68508287] ; [ 68.68508287 190.31491713],1
b5,1,0.000137,14.537384,[43 60] ; [165  94],[59.18232044 43.81767956] ; [148.81767956 110.18232044],1
p4,1,0.001489,10.092282,[73 30] ; [221  38],[83.6519337 19.3480663] ; [210.3480663  48.6519337],0
v4,1,0.001747,9.79829,[92 11] ; [250   7],[97.85  5.15] ; [244.15  12.85],0
s8,1,0.012832,6.192193,[67 36] ; [129 126],[56.39106145 46.60893855] ; [139.60893855 115.39106145],0
d1,1,0.021364,5.296869,[62 41] ; [188  71],[71.13259669 31.86740331] ; [178.86740331  80.13259669],0
r1,1,0.032542,4.569706,[80 23] ; [223  34],[86.69166667 16.30833333] ; [216.30833333  40.69166667],0
p12,1,0.036833,4.358102,[ 6 94] ; [ 36 223],[11.69916435 88.30083565] ; [ 30.30083565 228.69916435],0
r2,1,0.039102,4.25642,[95  7] ; [250   6],[98.29608939  3.70391061] ; [246.70391061   9.29608939],0
b3,1,0.047126,3.940893,[41 36] ; [65 99],[33.86721992 43.13278008] ; [72.13278008 91.86721992],0
b2,1,0.047126,3.940893,[41 36] ; [65 99],[33.86721992 43.13278008] ; [72.13278008 91.86721992],0
u3,1,0.050932,3.810505,[7 8] ; [34 12],[10.08196721  4.91803279] ; [30.91803279 15.08196721],0
b1,1,0.051061,3.806282,[55 48] ; [109 150],[46.66298343 56.33701657] ; [117.33701657 141.66298343],0
r4,1,0.055565,3.665059,[91 12] ; [244  15],[95.31767956  7.68232044] ; [239.68232044  19.31767956],0
s7,1,0.06588,3.382802,[67 33] ; [135 105],[59.41176471 40.58823529] ; [142.58823529  97.41176471],0
p10,1,0.082368,3.01754,[85 17] ; [232  26],[89.81666667 12.18333333] ; [227.18333333  30.81666667],0
s5,1,0.087699,2.916108,[49 49] ; [ 99 149],[41.91907514 56.08092486] ; [106.08092486 141.91907514],0
b4,1,0.090596,2.863744,[52 51] ; [156 103],[59.18232044 43.81767956] ; [148.81767956 110.18232044],0
p6,1,0.110562,2.546176,[43 58] ; [134 124],[49.79665738 51.20334262] ; [127.20334262 130.79665738],0
v2,1,0.114702,2.488205,[58 42] ; [168  83],[64.38746439 35.61253561] ; [161.61253561  89.38746439],0
s4,1,0.139396,2.184619,[23 80] ; [ 40 214],[18.17647059 84.82352941] ; [ 44.82352941 209.17647059],0
v1,1,0.148712,2.085417,[55 44] ; [161  91],[60.92307692 38.07692308] ; [155.07692308  96.92307692],0
p9,1,0.178152,1.812973,[89 13] ; [237  21],[92.36666667  9.63333333] ; [233.63333333  24.36666667],0
u4,1,0.206839,1.593412,[ 5 98] ; [  6 252],[ 3.13850416 99.86149584] ; [  7.86149584 250.13850416],0
s1,1,0.206839,1.593412,[ 5 98] ; [  6 252],[ 3.13850416 99.86149584] ; [  7.86149584 250.13850416],0
p2,1,0.207054,1.591905,[86 16] ; [230  28],[89.53333333 12.46666667] ; [226.46666667  31.53333333],0
a4,1,0.235095,1.409765,[52 51] ; [148 110],[57.06371191 45.93628809] ; [142.93628809 115.06371191],0
n1,1,0.240888,1.37539,[10  9] ; [15 26],[ 7.91666667 11.08333333] ; [17.08333333 23.91666667],0
s6,1,0.336395,0.924122,[76 24] ; [178  73],[72.36467236 27.63532764] ; [181.63532764  69.36467236],0
v3,1,0.416068,0.661396,[50 50] ; [113 137],[46.57142857 53.42857143] ; [116.42857143 133.57142857],0
r3,1,0.420926,0.647729,[97  6] ; [247  10],[98.42222222  4.57777778] ; [245.57777778  11.42222222],0
a3,1,0.454546,0.559292,[88 15] ; [212  46],[85.59556787 17.40443213] ; [214.40443213  43.59556787],0
p7,1,0.4625,0.539839,[76 26] ; [200  56],[78.63687151 23.36312849] ; [197.36312849  58.63687151],0
s3,1,0.475204,0.509849,[64 39] ; [148 107],[60.99441341 42.00558659] ; [151.00558659 103.99441341],0
