Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,53.853756,[ 18 151] ; [65 69],[ 46.29372937 122.70627063] ; [36.70627063 97.29372937],1
r1,1,0.00086,11.107887,[120  52] ; [116  19],[132.22149837  39.77850163] ; [103.77850163  31.22149837],1
p10,1,0.001321,10.31308,[112  56] ; [112  23],[124.1980198  43.8019802] ; [99.8019802 35.1980198],0
p12,1,0.003947,8.307968,[  3 169] ; [ 12 123],[  8.40390879 163.59609121] ; [  6.59609121 128.40390879],0
s1,1,0.007393,7.174956,[ 12 159] ; [  1 132],[  7.3125 163.6875] ; [  5.6875 127.3125],0
a5,1,0.00959,6.709528,[105  67] ; [102  34],[115.5974026  56.4025974] ; [91.4025974 44.5974026],0
r3,1,0.011517,6.383771,[153  18] ; [130   4],[158.66557377  12.33442623] ; [124.33442623   9.66557377],0
p9,1,0.015018,5.914298,[119  49] ; [111  23],[127.94701987  40.05298013] ; [102.05298013  31.94701987],0
d1,1,0.033824,4.503588,[88 84] ; [86 50],[97.16883117 74.83116883] ; [76.83116883 59.16883117],0
a3,1,0.048852,3.880434,[109  62] ; [101  35],[116.97068404  54.02931596] ; [93.02931596 42.97068404],0
s8,1,0.050719,3.817544,[ 49 122] ; [53 82],[ 57. 114.] ; [45. 90.],0
s5,1,0.063854,3.434347,[ 39 131] ; [42 87],[ 46.05351171 123.94648829] ; [34.94648829 94.05351171],0
d5,1,0.064245,3.424259,[130  41] ; [115  21],[136.46579805  34.53420195] ; [108.53420195  27.46579805],0
p11,1,0.064652,3.41383,[115  57] ; [104  32],[122.2987013  49.7012987] ; [96.7012987 39.2987013],0
b5,1,0.075253,3.164561,[112  60] ; [75 61],[104.42857143  67.57142857] ; [82.57142857 53.42857143],0
s6,1,0.088082,2.909074,[94 77] ; [86 47],[101.25  69.75] ; [78.75 54.25],0
n1,1,0.08834,2.904362,[23 32] ; [ 7 23],[19.41176471 35.58823529] ; [10.58823529 19.41176471],0
r2,1,0.113969,2.498298,[151  17] ; [128   7],[154.69306931  13.30693069] ; [124.30693069  10.69306931],0
n4,1,0.150849,2.063641,[113  59] ; [99 36],[118.7752443  53.2247557] ; [93.2247557 41.7752443],0
n6,1,0.151986,2.052201,[129  42] ; [111  24],[134.11764706  36.88235294] ; [105.88235294  29.11764706],0
u2,1,0.152176,2.050305,[35 27] ; [14 20],[31.64583333 30.35416667] ; [17.35416667 16.64583333],0
s7,1,0.15825,1.990865,[ 62 103] ; [59 70],[67.90816327 97.09183673] ; [53.09183673 75.90816327],0
r4,1,0.165117,1.926728,[142  30] ; [120  16],[146.31168831  25.68831169] ; [115.68831169  20.31168831],0
d2,1,0.167711,1.903287,[72 99] ; [68 68],[77.98045603 93.01954397] ; [62.01954397 73.98045603],0
n2,1,0.199863,1.643376,[36 21] ; [23  7],[38.65517241 18.34482759] ; [20.34482759  9.65517241],0
u1,1,0.2098,1.572808,[ 26 146] ; [ 28 108],[ 30.15584416 141.84415584] ; [ 23.84415584 112.15584416],0
p3,1,0.254391,1.299027,[ 62 109] ; [58 78],[ 66.84039088 104.15960912] ; [53.15960912 82.84039088],0
d3,1,0.262991,1.252946,[123  47] ; [106  30],[127.22222222  42.77777778] ; [101.77777778  34.22222222],0
v4,1,0.275629,1.188515,[155  16] ; [126   8],[157.5442623  13.4557377] ; [123.4557377  10.5442623],0
d4,1,0.290242,1.118501,[138  33] ; [116  20],[141.47882736  29.52117264] ; [112.52117264  23.47882736],0
a1,1,0.317047,1.00109,[  7 165] ; [  9 127],[  8.93506494 163.06493506] ; [  7.06493506 128.93506494],0
p7,1,0.354204,0.858337,[89 77] ; [79 55],[92.96 73.04] ; [75.04 58.96],0
s2,1,0.356431,0.850429,[75 97] ; [66 69],[78.99674267 93.00325733] ; [62.00325733 72.99674267],0
a2,1,0.359665,0.839061,[ 39 133] ; [37 99],[ 42.44155844 129.55844156] ; [ 33.55844156 102.44155844],0
s3,1,0.364025,0.82396,[88 84] ; [75 58],[91.92131148 80.07868852] ; [71.07868852 61.92131148],0
