Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,170.097753,[461  77] ; [ 50 101],[399.01015965 138.98984035] ; [111.98984035  39.01015965],1
n6,1,0.0,56.019661,[488  51] ; [99 51],[459.20609579  79.79390421] ; [127.79390421  22.20609579],1
p4,1,0.0,25.332205,[357 179] ; [66 84],[330.50728863 205.49271137] ; [92.49271137 57.50728863],1
s7,1,1e-06,25.022121,[285 231] ; [46 99],[258.3903177 257.6096823] ; [72.6096823 72.3903177],1
a5,1,1.4e-05,18.802967,[438 102] ; [98 54],[418.26589595 121.73410405] ; [117.73410405  34.26589595],1
p11,1,2.3e-05,17.913916,[450  90] ; [103  49],[431.53179191 108.46820809] ; [121.46820809  30.53179191],1
d2,1,5.2e-05,16.358157,[312 226] ; [60 92],[290.05217391 247.94782609] ; [81.94782609 70.05217391],1
p3,1,5.9e-05,16.140139,[296 243] ; [55 96],[274.18695652 264.81304348] ; [76.81304348 74.18695652],1
a8,1,0.000103,15.086467,[ 85 404] ; [  6 134],[ 70.74562798 418.25437202] ; [ 20.25437202 119.74562798],1
p10,1,0.000138,14.53183,[460  77] ; [107  41],[444.49489051  92.50510949] ; [122.50510949  25.49489051],1
s8,1,0.000159,14.259885,[271 266] ; [ 50 101],[250.54796512 286.45203488] ; [70.45203488 80.54796512],1
a3,1,0.000183,13.997783,[423 115] ; [97 55],[405.44927536 132.55072464] ; [114.55072464  37.44927536],1
s4,1,0.000307,13.024778,[ 74 457] ; [ 40 112],[ 88.6295754 442.3704246] ; [ 25.3704246 126.6295754],1
p6,1,0.00037,12.676202,[223 308] ; [ 38 109],[204.41150442 326.58849558] ; [56.58849558 90.41150442],1
p2,1,0.000495,12.132909,[468  70] ; [113  37],[454.32848837  83.67151163] ; [126.67151163  23.32848837],1
a4,1,0.000557,11.914523,[284 255] ; [56 96],[265.20984081 273.79015919] ; [74.79015919 77.20984081],1
d5,1,0.001032,10.768635,[489  51] ; [123  29],[477.57225434  62.42774566] ; [134.42774566  17.57225434],0
u1,1,0.001338,10.288968,[129 411] ; [ 18 134],[114.71098266 425.28901734] ; [ 32.28901734 119.71098266],0
a2,1,0.002394,9.220117,[159 381] ; [ 26 126],[144.36416185 395.63583815] ; [ 40.63583815 111.36416185],0
d1,1,0.002607,9.063698,[395 145] ; [92 60],[380.02890173 159.97109827] ; [106.97109827  45.02890173],0
p5,1,0.003369,8.595865,[ 71 464] ; [  7 143],[ 60.91970803 474.08029197] ; [ 17.08029197 132.91970803],0
v3,1,0.004469,8.08268,[229 291] ; [43 97],[214.3030303 305.6969697] ; [57.6969697 82.3030303],0
v1,1,0.005597,7.675836,[309 220] ; [67 80],[294.23668639 234.76331361] ; [81.76331361 65.23668639],0
p7,1,0.020867,5.337876,[356 173] ; [82 62],[344.28231798 184.71768202] ; [93.71768202 50.28231798],0
p9,1,0.022413,5.213434,[468  66] ; [118  29],[459.50660793  74.49339207] ; [126.49339207  20.50660793],0
p12,1,0.030148,4.700856,[ 51 484] ; [  6 144],[ 44.51824818 490.48175182] ; [ 12.48175182 137.51824818],0
b1,1,0.035179,4.436479,[214 326] ; [ 46 106],[202.89017341 337.10982659] ; [57.10982659 94.89017341],0
s2,1,0.051272,3.799364,[300 236] ; [71 80],[289.45560408 246.54439592] ; [81.54439592 69.45560408],0
p8,1,0.081067,3.043384,[297 233] ; [72 78],[287.60294118 242.39705882] ; [81.39705882 68.60294118],0
r1,1,0.112049,2.525081,[473  66] ; [125  26],[467.13333333  71.86666667] ; [130.86666667  20.13333333],0
s3,1,0.117103,2.455643,[314 220] ; [78 73],[305.58832117 228.41167883] ; [86.41167883 64.58832117],0
n1,1,0.120163,2.415201,[40 51] ; [16 36],[35.63636364 55.36363636] ; [20.36363636 31.63636364],0
v2,1,0.123332,2.374487,[318 206] ; [76 66],[309.99399399 214.00600601] ; [84.00600601 57.99399399],0
s6,1,0.147191,2.101124,[377 152] ; [97 52],[369.83185841 159.16814159] ; [104.16814159  44.83185841],0
n3,1,0.156748,2.005322,[71 22] ; [34 18],[67.34482759 25.65517241] ; [37.65517241 14.34482759],0
u4,1,0.221999,1.491406,[ 17 523] ; [  2 150],[ 14.8265896 525.1734104] ; [  4.1734104 147.8265896],0
b4,1,0.273442,1.199398,[318 222] ; [97 55],[323.84393064 216.15606936] ; [91.15606936 60.84393064],0
b5,1,0.29857,1.080571,[323 217] ; [98 54],[328.52601156 211.47398844] ; [92.47398844 59.52601156],0
u3,1,0.348492,0.878939,[73 44] ; [37 16],[75.70588235 41.29411765] ; [34.29411765 18.70588235],0
p1,1,0.41119,0.675358,[ 43 494] ; [  9 141],[ 40.64628821 496.35371179] ; [ 11.35371179 138.64628821],0
d3,1,0.424832,0.636909,[417 123] ; [122  30],[420.60693642 119.39306358] ; [118.39306358  33.60693642],0
b2,1,0.464314,0.535475,[144 202] ; [27 46],[141.20763723 204.79236277] ; [29.79236277 43.20763723],0
b3,1,0.464314,0.535475,[144 202] ; [27 46],[141.20763723 204.79236277] ; [29.79236277 43.20763723],0
a1,1,0.479424,0.500174,[ 29 511] ; [  6 146],[ 27.31213873 512.68786127] ; [  7.68786127 144.31213873],0
s1,1,0.500845,0.453146,[ 16 516] ; [  3 148],[ 14.79941435 517.20058565] ; [  4.20058565 146.79941435],0
r2,1,0.554982,0.348467,[526  10] ; [148   4],[525.09302326  10.90697674] ; [148.90697674   3.09302326],0
s5,1,0.566555,0.32848,[194 323] ; [51 95],[191.04826546 325.95173454] ; [53.95173454 92.04826546],0
v4,1,0.64232,0.215721,[526  14] ; [147   5],[525.1734104  14.8265896] ; [147.8265896   4.1734104],0
a7,1,0.766101,0.088494,[405 134] ; [116  36],[406.39507959 132.60492041] ; [114.60492041  37.39507959],0
a6,1,0.802996,0.062236,[378 161] ; [105  47],[376.75397974 162.24602026] ; [106.24602026  45.75397974],0
u2,1,0.848256,0.036613,[74 42] ; [33 20],[73.44378698 42.55621302] ; [33.55621302 19.44378698],0
r3,1,0.884589,0.02107,[531   8] ; [149   2],[531.1884058   7.8115942] ; [148.8115942   2.1884058],0
n2,1,0.911695,0.012299,[69 25] ; [37 14],[68.71724138 25.28275862] ; [37.28275862 13.71724138],0
