Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.064595,3.415299,[24 71] ; [25 39],[29.27672956 65.72327044] ; [19.72327044 44.27672956],0
a6,1,0.072505,3.225388,[55 40] ; [46 18],[60.34591195 34.65408805] ; [40.65408805 23.34591195],0
u3,1,0.087526,2.919298,[27 13] ; [11 13],[23.75 16.25] ; [14.25  9.75],0
d1,1,0.091762,2.843185,[47 48] ; [23 41],[41.82389937 53.17610063] ; [28.17610063 35.82389937],0
a2,1,0.098479,2.730007,[ 7 88] ; [10 54],[10.1572327 84.8427673] ; [ 6.8427673 57.1572327],0
v1,1,0.115519,2.47705,[35 57] ; [32 31],[39.76774194 52.23225806] ; [27.23225806 35.76774194],0
n6,1,0.120456,2.411378,[63 32] ; [49 14],[67.34177215 27.65822785] ; [44.65822785 18.34177215],0
s5,1,0.148402,2.088595,[33 61] ; [15 47],[28.92307692 65.07692308] ; [19.07692308 42.92307692],0
p4,1,0.150366,2.068536,[38 57] ; [33 31],[42.42138365 52.57861635] ; [28.57861635 35.42138365],0
s7,1,0.160633,1.968254,[26 67] ; [24 38],[30. 63.] ; [20. 42.],0
s8,1,0.160713,1.967501,[27 68] ; [25 39],[31.06918239 63.93081761] ; [20.93081761 43.06918239],0
s4,1,0.191123,1.708936,[17 78] ; [17 47],[20.31446541 74.68553459] ; [13.68553459 50.31446541],0
p10,1,0.215007,1.537388,[70 24] ; [53 11],[73.17721519 20.82278481] ; [49.82278481 14.17721519],0
p9,1,0.21675,1.525758,[76 19] ; [56  8],[78.86792453 16.13207547] ; [53.13207547 10.86792453],0
r2,1,0.251023,1.3176,[85  9] ; [54 10],[82.69620253 11.30379747] ; [56.30379747  7.69620253],0
r1,1,0.269457,1.21951,[68 26] ; [41 23],[64.84810127 29.15189873] ; [44.15189873 19.84810127],0
a7,1,0.274764,1.192806,[70 25] ; [42 22],[66.91823899 28.08176101] ; [45.08176101 18.91823899],0
n1,1,0.318866,0.993592,[11 20] ; [ 5 17],[ 9.35849057 21.64150943] ; [ 6.64150943 15.35849057],0
b5,1,0.365475,0.818991,[51 44] ; [39 25],[53.77358491 41.22641509] ; [36.22641509 27.77358491],0
n2,1,0.423902,0.639472,[22  8] ; [19  4],[23.20754717  6.79245283] ; [17.79245283  5.20754717],0
p2,1,0.464488,0.535059,[77 16] ; [50 14],[75.22929936 17.77070064] ; [51.77070064 12.22929936],0
s6,1,0.482985,0.492115,[52 42] ; [39 25],[54.13924051 39.86075949] ; [36.86075949 27.13924051],0
d5,1,0.5139,0.426118,[67 28] ; [42 22],[65.12578616 29.87421384] ; [43.87421384 20.12578616],0
d4,1,0.518088,0.417699,[74 21] ; [47 17],[72.29559748 22.70440252] ; [48.70440252 15.29559748],0
p12,1,0.519255,0.415373,[ 5 90] ; [ 2 62],[ 4.18238994 90.81761006] ; [ 2.81761006 61.18238994],0
a8,1,0.553208,0.351602,[ 5 81] ; [ 5 55],[ 5.89041096 80.10958904] ; [ 4.10958904 55.89041096],0
u2,1,0.556417,0.345946,[22 18] ; [15  9],[23.125 16.875] ; [13.875 10.125],0
a3,1,0.561442,0.337214,[55 40] ; [40 24],[56.76100629 38.23899371] ; [38.23899371 25.76100629],0
d3,1,0.567495,0.326891,[65 30] ; [41 23],[63.33333333 31.66666667] ; [42.66666667 21.33333333],0
p7,1,0.568914,0.324502,[54 37] ; [39 22],[55.67763158 35.32236842] ; [37.32236842 23.67763158],0
p5,1,0.585689,0.297128,[ 8 85] ; [ 4 60],[ 7.10828025 85.89171975] ; [ 4.89171975 59.10828025],0
a5,1,0.637914,0.221481,[57 38] ; [36 28],[55.56603774 39.43396226] ; [37.43396226 26.56603774],0
u1,1,0.650654,0.205077,[ 7 88] ; [ 6 58],[ 7.7672956 87.2327044] ; [ 5.2327044 58.7672956],0
p6,1,0.662714,0.190244,[23 69] ; [18 46],[24.17948718 67.82051282] ; [16.82051282 47.17948718],0
d2,1,0.694981,0.153746,[31 64] ; [19 45],[29.87421384 65.12578616] ; [20.12578616 43.87421384],0
p8,1,0.699656,0.14883,[47 47] ; [34 30],[48.18987342 45.81012658] ; [32.81012658 31.18987342],0
n3,1,0.711605,0.136679,[21  9] ; [15  8],[20.37735849  9.62264151] ; [15.62264151  7.37735849],0
b3,1,0.763613,0.090445,[14 31] ; [12 23],[14.625 30.375] ; [11.375 23.625],0
b2,1,0.763613,0.090445,[14 31] ; [12 23],[14.625 30.375] ; [11.375 23.625],0
v2,1,0.76677,0.087973,[45 45] ; [32 29],[45.89403974 44.10596026] ; [31.10596026 29.89403974],0
r4,1,0.778087,0.079418,[77 18] ; [53 11],[77.67295597 17.32704403] ; [52.32704403 11.67295597],0
b4,1,0.801856,0.062974,[56 39] ; [39 25],[56.76100629 38.23899371] ; [38.23899371 25.76100629],0
s3,1,0.805055,0.060916,[44 49] ; [29 35],[43.24203822 49.75796178] ; [29.75796178 34.24203822],0
s2,1,0.821829,0.050712,[39 56] ; [27 36],[39.6835443 55.3164557] ; [26.3164557 36.6835443],0
p3,1,0.826075,0.048285,[34 61] ; [24 40],[34.65408805 60.34591195] ; [23.34591195 40.65408805],0
a4,1,0.854072,0.033829,[28 67] ; [18 46],[27.48427673 67.51572327] ; [18.51572327 45.48427673],0
v4,1,0.859959,0.031126,[85  8] ; [59  5],[85.29936306  7.70063694] ; [58.70063694  5.29936306],0
