Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.002665,9.023873,[19 10] ; [ 2 11],[14.5 14.5] ; [6.5 6.5],0
p8,1,0.049875,3.845668,[23  7] ; [6 7],[20.23255814  9.76744186] ; [8.76744186 4.23255814],0
p4,1,0.066798,3.36,[27  3] ; [8 4],[25.  5.] ; [10.  2.],0
v2,1,0.074258,3.186296,[17 11] ; [4 9],[14.34146341 13.65853659] ; [6.65853659 6.34146341],0
p3,1,0.079084,3.083623,[24  6] ; [7 6],[21.62790698  8.37209302] ; [9.37209302 3.62790698],0
p2,1,0.100599,2.696021,[26  3] ; [9 4],[24.16666667  4.83333333] ; [10.83333333  2.16666667],0
s5,1,0.162587,1.95,[14 12] ; [10  3],[16. 10.] ; [8. 5.],0
b3,1,0.195321,1.677019,[10 13] ; [5 2],[11.5 11.5] ; [3.5 3.5],0
b2,1,0.195321,1.677019,[10 13] ; [5 2],[11.5 11.5] ; [3.5 3.5],0
a2,1,0.2261,1.465229,[ 7 23] ; [ 1 12],[ 5.58139535 24.41860465] ; [ 2.41860465 10.58139535],0
a5,1,0.228159,1.452302,[20 10] ; [11  2],[21.62790698  8.37209302] ; [9.37209302 3.62790698],0
n5,1,0.255719,1.291788,[27  3] ; [10  3],[25.81395349  4.18604651] ; [11.18604651  1.81395349],0
u3,1,0.261651,1.26,[8 2] ; [2 2],[7.14285714 2.85714286] ; [2.85714286 1.14285714],0
b4,1,0.284911,1.143516,[18 12] ; [10  3],[19.53488372 10.46511628] ; [8.46511628 4.53488372],0
v1,1,0.331569,0.942761,[14 14] ; [8 4],[15.4 12.6] ; [6.6 5.4],0
n4,1,0.426701,0.631787,[26  4] ; [10  3],[25.11627907  4.88372093] ; [10.88372093  2.11627907],0
a1,1,0.435392,0.608397,[ 5 25] ; [ 1 12],[ 4.18604651 25.81395349] ; [ 1.81395349 11.18604651],0
a4,1,0.438988,0.598927,[13 17] ; [4 9],[11.86046512 18.13953488] ; [5.13953488 7.86046512],0
p12,1,0.491839,0.4725,[ 8 22] ; [ 2 10],[ 7.14285714 22.85714286] ; [2.85714286 9.14285714],0
s1,1,0.533043,0.388587,[ 1 29] ; [ 1 12],[ 1.39534884 28.60465116] ; [ 0.60465116 12.39534884],0
s6,1,0.565021,0.331085,[17  8] ; [10  3],[17.76315789  7.23684211] ; [9.23684211 3.76315789],0
u2,1,0.596701,0.28,[6 4] ; [3 1],[6.42857143 3.57142857] ; [2.57142857 1.42857143],0
r4,1,0.619829,0.246108,[25  5] ; [10  3],[24.41860465  5.58139535] ; [10.58139535  2.41860465],0
r1,1,0.636906,0.222812,[20  9] ; [8 5],[19.33333333  9.66666667] ; [8.66666667 4.33333333],0
s2,1,0.636906,0.222812,[ 9 20] ; [5 8],[ 9.66666667 19.33333333] ; [4.33333333 8.66666667],0
r3,1,0.641034,0.217392,[26  3] ; [11  2],[25.54761905  3.45238095] ; [11.45238095  1.54761905],0
r2,1,0.656148,0.198237,[24  5] ; [10  3],[23.47619048  5.52380952] ; [10.52380952  2.47619048],0
d3,1,0.707162,0.141128,[18 12] ; [7 6],[17.44186047 12.55813953] ; [7.55813953 5.44186047],0
a7,1,0.709406,0.138871,[19 11] ; [9 4],[19.53488372 10.46511628] ; [8.46511628 4.53488372],0
b5,1,0.766157,0.08845,[17 13] ; [8 5],[17.44186047 12.55813953] ; [7.55813953 5.44186047],0
d5,1,0.782967,0.075875,[22  8] ; [9 4],[21.62790698  8.37209302] ; [9.37209302 3.62790698],0
v4,1,0.786601,0.073293,[26  3] ; [12  1],[26.23809524  2.76190476] ; [11.76190476  1.23809524],0
a8,1,0.791857,0.069643,[ 3 24] ; [ 1 11],[ 2.76923077 24.23076923] ; [ 1.23076923 10.76923077],0
p9,1,0.810899,0.057249,[27  3] ; [12  1],[27.20930233  2.79069767] ; [11.79069767  1.20930233],0
v3,1,0.81866,0.052564,[14 14] ; [6 7],[13.65853659 14.34146341] ; [6.34146341 6.65853659],0
p11,1,0.858499,0.031786,[26  4] ; [11  2],[25.81395349  4.18604651] ; [11.18604651  1.81395349],0
b1,1,0.864188,0.029257,[13 17] ; [6 7],[13.25581395 16.74418605] ; [5.74418605 7.25581395],0
p1,1,0.869107,0.027157,[10 20] ; [4 9],[ 9.76744186 20.23255814] ; [4.23255814 8.76744186],0
a3,1,0.869107,0.027157,[20 10] ; [9 4],[20.23255814  9.76744186] ; [8.76744186 4.23255814],0
s7,1,0.885558,0.020715,[ 9 20] ; [4 8],[ 9.19512195 19.80487805] ; [3.80487805 8.19512195],0
s3,1,0.943702,0.004987,[10 19] ; [4 8],[ 9.90243902 19.09756098] ; [4.09756098 7.90243902],0
a6,1,0.95977,0.002544,[21  9] ; [9 4],[20.93023256  9.06976744] ; [9.06976744 3.93023256],0
d2,1,0.975298,0.000959,[16 14] ; [7 6],[16.04651163 13.95348837] ; [6.95348837 6.04651163],0
d1,1,0.975298,0.000959,[16 14] ; [7 6],[16.04651163 13.95348837] ; [6.95348837 6.04651163],0
u1,1,0.985417,0.000334,[ 7 23] ; [ 3 10],[ 6.97674419 23.02325581] ; [3.02325581 9.97674419],0
d4,1,0.985417,0.000334,[23  7] ; [10  3],[23.02325581  6.97674419] ; [9.97674419 3.02325581],0
