Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.015918,5.811929,[ 2 11] ; [9 6],[5.10714286 7.89285714] ; [5.89285714 9.10714286],0
v1,1,0.024798,5.037927,[5 8] ; [12  3],[7.89285714 5.10714286] ; [9.10714286 5.89285714],0
s4,1,0.040867,4.181507,[5 8] ; [ 1 14],[ 2.78571429 10.21428571] ; [ 3.21428571 11.78571429],0
d5,1,0.040867,4.181507,[8 5] ; [14  1],[10.21428571  2.78571429] ; [11.78571429  3.21428571],0
n4,1,0.048954,3.876923,[12  1] ; [9 6],[9.75 3.25] ; [11.25  3.75],0
r4,1,0.139445,2.184076,[6 7] ; [ 3 12],[4.17857143 8.82142857] ; [ 4.82142857 10.17857143],0
p4,1,0.141929,2.156918,[6 7] ; [11  4],[7.89285714 5.10714286] ; [9.10714286 5.89285714],0
a7,1,0.141929,2.156918,[6 7] ; [11  4],[7.89285714 5.10714286] ; [9.10714286 5.89285714],0
u3,1,0.196706,1.666667,[4 2] ; [1 3],[3. 3.] ; [2. 2.],0
s6,1,0.228871,1.447863,[9 4] ; [7 8],[7.42857143 5.57142857] ; [8.57142857 6.42857143],0
b2,1,0.252136,1.311429,[1 6] ; [4 6],[2.05882353 4.94117647] ; [2.94117647 7.05882353],0
b3,1,0.252136,1.311429,[1 6] ; [4 6],[2.05882353 4.94117647] ; [2.94117647 7.05882353],0
n5,1,0.274006,1.196581,[11  2] ; [10  5],[9.75 3.25] ; [11.25  3.75],0
a3,1,0.28315,1.151909,[7 6] ; [11  4],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
s3,1,0.33281,0.937934,[5 8] ; [ 3 11],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
v4,1,0.338939,0.91444,[10  3] ; [9 6],[8.82142857 4.17857143] ; [10.17857143  4.82142857],0
p9,1,0.344503,0.893601,[7 6] ; [10  4],[8.18518519 4.81481481] ; [8.81481481 5.18518519],0
p12,1,0.353309,0.861538,[ 1 12] ; [ 3 12],[ 1.85714286 11.14285714] ; [ 2.14285714 12.85714286],0
r1,1,0.39033,0.737913,[4 9] ; [7 8],[5.10714286 7.89285714] ; [5.89285714 9.10714286],0
n3,1,0.407626,0.685714,[4 1] ; [4 3],[3.33333333 1.66666667] ; [4.66666667 2.33333333],0
b1,1,0.431316,0.619277,[8 5] ; [7 8],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
b4,1,0.431316,0.619277,[8 5] ; [7 8],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
a6,1,0.46376,0.536805,[6 7] ; [9 6],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
p11,1,0.50198,0.450747,[10  3] ; [13  2],[10.67857143  2.32142857] ; [12.32142857  2.67857143],0
d4,1,0.50198,0.450747,[10  3] ; [13  2],[10.67857143  2.32142857] ; [12.32142857  2.67857143],0
s2,1,0.585957,0.296703,[5 8] ; [ 4 10],[4.33333333 8.66666667] ; [4.66666667 9.33333333],0
u2,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
v3,1,0.611179,0.258462,[4 9] ; [6 9],[4.64285714 8.35714286] ; [5.35714286 9.64285714],0
s7,1,0.632585,0.228571,[2 8] ; [ 4 10],[2.5 7.5] ; [ 3.5 10.5],0
n2,1,0.678845,0.171429,[3 2] ; [5 2],[3.33333333 1.66666667] ; [4.66666667 2.33333333],0
d2,1,0.704738,0.14359,[6 7] ; [8 7],[6.5 6.5] ; [7.5 7.5],0
d1,1,0.704738,0.14359,[6 7] ; [8 7],[6.5 6.5] ; [7.5 7.5],0
p5,1,0.750469,0.101137,[ 2 11] ; [ 3 12],[ 2.32142857 10.67857143] ; [ 2.67857143 12.32142857],0
r3,1,0.750469,0.101137,[11  2] ; [12  3],[10.67857143  2.32142857] ; [12.32142857  2.67857143],0
s5,1,0.750469,0.101137,[ 2 11] ; [ 3 12],[ 2.32142857 10.67857143] ; [ 2.67857143 12.32142857],0
n6,1,0.777607,0.079772,[8 5] ; [10  5],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
d3,1,0.777607,0.079772,[8 5] ; [10  5],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
p10,1,0.785351,0.074176,[9 4] ; [9 5],[8.66666667 4.33333333] ; [9.33333333 4.66666667],0
n1,1,0.793428,0.068571,[1 4] ; [1 6],[0.83333333 4.16666667] ; [1.16666667 5.83333333],0
s8,1,0.810595,0.057436,[4 9] ; [ 4 11],[3.71428571 9.28571429] ; [ 4.28571429 10.71428571],0
p2,1,0.810595,0.057436,[9 4] ; [11  4],[9.28571429 3.71428571] ; [10.71428571  4.28571429],0
p6,1,0.882577,0.021816,[5 8] ; [5 9],[4.81481481 8.18518519] ; [5.18518519 8.81481481],0
p3,1,0.900552,0.015616,[4 9] ; [ 4 10],[3.85185185 9.14814815] ; [4.14814815 9.85185185],0
s1,1,0.916299,0.011045,[ 1 12] ; [ 1 14],[ 0.92857143 12.07142857] ; [ 1.07142857 13.92857143],0
a1,1,0.916299,0.011045,[ 1 12] ; [ 1 14],[ 0.92857143 12.07142857] ; [ 1.07142857 13.92857143],0
b5,1,0.978351,0.000736,[7 6] ; [8 7],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
p7,1,0.978351,0.000736,[7 6] ; [8 7],[6.96428571 6.03571429] ; [8.03571429 6.96428571],0
p8,1,0.978351,0.000736,[6 7] ; [7 8],[6.03571429 6.96428571] ; [6.96428571 8.03571429],0
