Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,92.158212,[218  51] ; [165 215],[158.74730354 110.25269646] ; [224.25269646 155.74730354],1
v1,1,0.0,39.173761,[189  82] ; [172 210],[149.81776417 121.18223583] ; [211.18223583 170.81776417],1
s8,1,2e-06,22.502917,[155 115] ; [150 238],[125.15197568 144.84802432] ; [179.84802432 208.15197568],1
s7,1,2.4e-05,17.812599,[156 103] ; [161 212],[129.90981013 129.09018987] ; [187.09018987 185.90981013],1
p5,1,0.000187,13.957195,[ 46 226] ; [ 29 357],[ 31.00303951 240.99696049] ; [ 43.99696049 342.00303951],1
p12,1,0.000447,12.324661,[ 36 234] ; [ 21 363],[ 23.53211009 246.46788991] ; [ 33.46788991 350.53211009],1
n5,1,0.001569,9.996242,[221  51] ; [271 114],[203.68949772  68.31050228] ; [288.31050228  96.68949772],0
p3,1,0.002008,9.541795,[158 114] ; [178 210],[138.47272727 133.52727273] ; [197.52727273 190.47272727],0
a1,1,0.002507,9.13544,[ 23 250] ; [ 12 377],[ 14.43353474 258.56646526] ; [ 20.56646526 368.43353474],0
n4,1,0.004469,8.08268,[229  43] ; [291  97],[214.3030303  57.6969697] ; [305.6969697  82.3030303],0
d1,1,0.017082,5.687904,[204  69] ; [257 132],[190.1102719  82.8897281] ; [270.8897281 118.1102719],0
p7,1,0.017403,5.655265,[188  76] ; [235 143],[173.94392523  90.05607477] ; [249.05607477 128.94392523],0
p10,1,0.02035,5.381591,[234  35] ; [309  77],[223.00305344  45.99694656] ; [319.99694656  66.00305344],0
p8,1,0.021771,5.263971,[161 105] ; [198 187],[146.68817204 119.31182796] ; [212.31182796 172.68817204],0
n6,1,0.022801,5.18358,[244  28] ; [323  64],[234.02731411  37.97268589] ; [332.97268589  54.02731411],0
p4,1,0.029981,4.710383,[178  91] ; [223 163],[164.68549618 104.31450382] ; [236.31450382 149.68549618],0
d2,1,0.03763,4.32167,[159 113] ; [195 193],[145.89090909 126.10909091] ; [208.10909091 179.89090909],0
s2,1,0.045086,4.015429,[158 113] ; [195 192],[145.38449848 125.61550152] ; [207.61550152 179.38449848],0
u1,1,0.057411,3.610636,[ 68 205] ; [ 73 316],[ 58.14652568 214.85347432] ; [ 82.85347432 306.14652568],0
u4,1,0.076626,3.135055,[  9 264] ; [  5 384],[  5.7734139 267.2265861] ; [  8.2265861 380.7734139],0
a3,1,0.093344,2.815737,[214  57] ; [285 104],[204.89242424  66.10757576] ; [294.10757576  94.89242424],0
s4,1,0.098924,2.722805,[ 38 231] ; [ 73 310],[ 45.79601227 223.20398773] ; [ 65.20398773 317.79601227],0
p1,1,0.116363,2.465598,[ 25 247] ; [ 23 363],[ 19.84194529 252.15805471] ; [ 28.15805471 357.84194529],0
a5,1,0.159249,1.981343,[219  54] ; [294  95],[211.55438066  61.44561934] ; [301.44561934  87.55438066],0
r3,1,0.166884,1.910712,[271   2] ; [379   8],[268.86363636   4.13636364] ; [381.13636364   5.86363636],0
n1,1,0.173403,1.853274,[14 32] ; [39 53],[17.66666667 28.33333333] ; [35.33333333 56.66666667],0
p9,1,0.189747,1.719579,[235  32] ; [324  60],[229.26728111  37.73271889] ; [329.73271889  54.26728111],0
a4,1,0.201043,1.634779,[141 131] ; [182 207],[132.91376702 139.08623298] ; [190.08623298 198.91376702],0
p11,1,0.203508,1.617019,[225  48] ; [305  84],[218.56495468  54.43504532] ; [311.43504532  77.56495468],0
s5,1,0.213453,1.547849,[107 156] ; [134 240],[ 99.50235479 163.49764521] ; [141.49764521 232.50235479],0
p2,1,0.225597,1.46841,[237  35] ; [324  63],[231.5508346  40.4491654] ; [329.4491654  57.5508346],0
d5,1,0.226684,1.461547,[245  28] ; [337  52],[240.00906344  32.99093656] ; [341.99093656  47.00906344],0
v4,1,0.239497,1.383554,[268   5] ; [376  13],[265.57703927   7.42296073] ; [378.42296073  10.57703927],0
b5,1,0.316477,1.003452,[160 113] ; [243 146],[166.1918429 106.8081571] ; [236.8081571 152.1918429],0
a2,1,0.332738,0.938213,[ 78 195] ; [ 98 291],[ 72.58006042 200.41993958] ; [103.41993958 285.58006042],0
s3,1,0.353682,0.860202,[158 109] ; [216 173],[152.22256098 114.77743902] ; [221.77743902 167.22256098],0
s6,1,0.399761,0.709044,[192  74] ; [264 118],[187.18518519  78.81481481] ; [268.81481481 113.18518519],0
b4,1,0.415307,0.663556,[170 103] ; [230 159],[164.95468278 108.04531722] ; [235.04531722 153.95468278],0
u3,1,0.47151,0.518436,[35 23] ; [68 35],[37.10559006 20.89440994] ; [65.89440994 37.10559006],0
a8,1,0.484158,0.489482,[ 39 203] ; [ 51 312],[ 36. 206.] ; [ 54. 309.],0
d3,1,0.56542,0.330406,[215  58] ; [299  90],[211.96676737  61.03323263] ; [302.03323263  86.96676737],0
a7,1,0.645429,0.211712,[202  70] ; [295  94],[204.51437216  67.48562784] ; [292.48562784  96.51437216],0
u2,1,0.648002,0.208428,[38 21] ; [62 40],[36.64596273 22.35403727] ; [63.35403727 38.64596273],0
n2,1,0.702648,0.145732,[37 12] ; [66 25],[36.05 12.95] ; [66.95 24.05],0
b1,1,0.710942,0.137338,[100 173] ; [148 241],[102.27190332 170.72809668] ; [145.72809668 243.27190332],0
s1,1,0.780158,0.077904,[  6 261] ; [ 10 376],[  6.54211332 260.45788668] ; [  9.45788668 376.54211332],0
p6,1,0.801431,0.06325,[105 160] ; [148 235],[103.46450617 161.53549383] ; [149.53549383 233.46450617],0
n3,1,0.820696,0.05137,[37 13] ; [65 25],[36.42857143 13.57142857] ; [65.57142857 24.42857143],0
r1,1,0.889051,0.019462,[236  37] ; [336  51],[236.6  36.4] ; [335.4  51.6],0
r2,1,0.897781,0.016503,[265   6] ; [379   8],[265.23404255   5.76595745] ; [378.76595745   8.23404255],0
a6,1,0.904072,0.014525,[189  83] ; [272 117],[189.70045386  82.29954614] ; [271.29954614 117.70045386],0
b2,1,0.925104,0.008837,[ 72 104] ; [ 91 134],[ 71.54114713 104.45885287] ; [ 91.45885287 133.54114713],0
b3,1,0.925104,0.008837,[ 72 104] ; [ 91 134],[ 71.54114713 104.45885287] ; [ 91.45885287 133.54114713],0
