Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.597747,[114  10] ; [26 26],[98.63636364 25.36363636] ; [41.36363636 10.63636364],1
v2,1,8.5e-05,15.447179,[67 49] ; [13 39],[55.23809524 60.76190476] ; [24.76190476 27.23809524],1
a5,1,0.000163,14.216294,[79 45] ; [17 35],[67.63636364 56.36363636] ; [28.36363636 23.63636364],1
a3,1,0.000651,11.624697,[81 43] ; [19 32],[70.85714286 53.14285714] ; [29.14285714 21.85714286],1
d4,1,0.000828,11.177423,[104  19] ; [32 20],[95.58857143 27.41142857] ; [40.41142857 11.58857143],1
d1,1,0.001387,10.222994,[66 58] ; [14 38],[56.36363636 67.63636364] ; [23.63636364 28.36363636],0
a6,1,0.003934,8.31383,[90 34] ; [26 26],[81.72727273 42.27272727] ; [34.27272727 17.72727273],0
r2,1,0.004415,8.104581,[115   8] ; [41 11],[109.64571429  13.35428571] ; [46.35428571  5.64571429],0
r3,1,0.007269,7.205309,[117   6] ; [43  9],[112.45714286  10.54285714] ; [47.54285714  4.45714286],0
d3,1,0.01408,6.028059,[95 29] ; [29 21],[88.36781609 35.63218391] ; [35.63218391 14.36781609],0
a7,1,0.017468,5.648712,[101  23] ; [33 18],[94.94857143 29.05142857] ; [39.05142857 11.94857143],0
a2,1,0.024576,5.053527,[ 20 104] ; [ 2 50],[ 15.5 108.5] ; [ 6.5 45.5],0
v3,1,0.029012,4.766901,[34 83] ; [ 7 45],[28.38461538 88.61538462] ; [12.61538462 39.38461538],0
d5,1,0.044345,4.043366,[92 32] ; [30 21],[86.44571429 37.55428571] ; [35.55428571 15.44571429],0
s6,1,0.053402,3.731287,[78 46] ; [24 27],[72.27428571 51.72571429] ; [29.72571429 21.27428571],0
u1,1,0.054372,3.701252,[ 17 107] ; [ 2 50],[ 13.38636364 110.61363636] ; [ 5.61363636 46.38636364],0
s4,1,0.056428,3.639371,[26 98] ; [18 34],[31. 93.] ; [13. 39.],0
v4,1,0.064884,3.407923,[117   5] ; [46  6],[114.28735632   7.71264368] ; [48.71264368  3.28735632],0
a4,1,0.068042,3.329638,[38 86] ; [ 9 43],[33.11363636 90.88636364] ; [13.88636364 38.11363636],0
p6,1,0.073853,3.195243,[26 94] ; [18 34],[30.69767442 89.30232558] ; [13.30232558 38.69767442],0
u3,1,0.084509,2.975977,[28 13] ; [16 17],[24.37837838 16.62162162] ; [19.62162162 13.37837838],0
v1,1,0.106822,2.600615,[56 64] ; [17 34],[51.22807018 68.77192982] ; [21.77192982 29.22807018],0
s3,1,0.131841,2.27069,[65 58] ; [21 31],[60.44571429 62.55428571] ; [25.55428571 26.44571429],0
p10,1,0.221863,1.492283,[93 29] ; [35 17],[89.74712644 32.25287356] ; [38.25287356 13.74712644],0
n3,1,0.239368,1.384309,[30 10] ; [14  9],[27.93650794 12.06349206] ; [16.06349206  6.93650794],0
p9,1,0.297554,1.085124,[102  20] ; [40 12],[99.56321839 22.43678161] ; [42.43678161  9.56321839],0
b1,1,0.301313,1.068372,[40 84] ; [21 31],[42.97727273 81.02272727] ; [18.02272727 33.97727273],0
p8,1,0.331636,0.942499,[63 60] ; [22 29],[60.0862069 62.9137931] ; [24.9137931 26.0862069],0
p7,1,0.352858,0.863151,[78 41] ; [29 21],[75.34319527 43.65680473] ; [31.65680473 18.34319527],0
s8,1,0.394727,0.724331,[44 80] ; [15 37],[41.56818182 82.43181818] ; [17.43181818 34.56818182],0
s7,1,0.410609,0.677036,[42 77] ; [15 37],[39.66666667 79.33333333] ; [17.33333333 34.66666667],0
u2,1,0.414192,0.666737,[25 16] ; [17 16],[23.27027027 17.72972973] ; [18.72972973 14.27027027],0
p11,1,0.414533,0.665762,[91 33] ; [35 17],[88.77272727 35.22727273] ; [37.22727273 14.77272727],0
b4,1,0.414804,0.66499,[75 49] ; [28 24],[72.56818182 51.43181818] ; [30.43181818 21.56818182],0
n2,1,0.443653,0.586816,[29 10] ; [15  8],[27.67741935 11.32258065] ; [16.32258065  6.67741935],0
p12,1,0.481725,0.494955,[  5 119] ; [ 1 51],[  4.22727273 119.77272727] ; [ 1.77272727 50.22727273],0
n1,1,0.575819,0.313043,[ 8 32] ; [ 6 17],[ 8.88888889 31.11111111] ; [ 5.11111111 17.88888889],0
s5,1,0.59279,0.286008,[36 86] ; [13 38],[34.55491329 87.44508671] ; [14.44508671 36.55491329],0
a1,1,0.603193,0.270207,[  3 121] ; [ 2 50],[  3.52272727 120.47727273] ; [ 1.47727273 50.52272727],0
p1,1,0.613575,0.255002,[  7 116] ; [ 2 50],[  6.32571429 116.67428571] ; [ 2.67428571 49.32571429],0
n6,1,0.654002,0.200891,[84 38] ; [34 18],[82.73563218 39.26436782] ; [35.26436782 16.73563218],0
d2,1,0.655925,0.198511,[40 84] ; [15 37],[38.75 85.25] ; [16.25 35.75],0
p4,1,0.684399,0.165217,[59 65] ; [23 29],[57.77272727 66.22727273] ; [24.22727273 27.77272727],0
b3,1,0.770254,0.085289,[17 42] ; [ 8 17],[17.55952381 41.44047619] ; [ 7.44047619 17.55952381],0
b2,1,0.770254,0.085289,[17 42] ; [ 8 17],[17.55952381 41.44047619] ; [ 7.44047619 17.55952381],0
b5,1,0.848894,0.036302,[72 52] ; [31 21],[72.56818182 51.43181818] ; [30.43181818 21.56818182],0
