Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,173.148091,[  9 116] ; [422 175],[74.61911357 50.38088643] ; [356.38088643 240.61911357],1
d4,1,0.0,88.230844,[67 57] ; [530  66],[102.81666667  21.18333333] ; [494.18333333 101.81666667],1
d3,1,0.0,47.440307,[57 68] ; [455 141],[88.76560333 36.23439667] ; [423.23439667 172.76560333],1
a5,1,0.0,33.101515,[67 58] ; [468 129],[92.62465374 32.37534626] ; [442.37534626 154.62465374],1
d2,1,0.0,29.871796,[33 92] ; [317 278],[60.76388889 64.23611111] ; [289.23611111 305.76388889],1
a4,1,0.0,25.53617,[30 94] ; [292 304],[55.45555556 68.54444444] ; [266.54444444 329.45555556],1
a3,1,1e-06,23.321166,[68 56] ; [453 142],[89.85257302 34.14742698] ; [431.14742698 163.85257302],1
u1,1,1.8e-05,18.39354,[  6 119] ; [126 471],[ 22.8531856 102.1468144] ; [109.1468144 487.8531856],1
a2,1,2.3e-05,17.906006,[ 12 113] ; [164 433],[30.47091413 94.52908587] ; [145.52908587 451.47091413],1
n4,1,0.000116,14.861038,[81 43] ; [482 113],[97.09596662 26.90403338] ; [465.90403338 129.09596662],1
r3,1,0.000188,13.951683,[114  11] ; [580  13],[120.82172702   4.17827298] ; [573.17827298  19.82172702],1
r1,1,0.001755,9.789593,[92 33] ; [504  88],[103.90516039  21.09483961] ; [492.09483961  99.90516039],0
r4,1,0.002402,9.213506,[110  15] ; [568  29],[117.38227147   7.61772853] ; [560.61772853  36.38227147],0
p10,1,0.006937,7.28929,[93 30] ; [506  86],[103.04475524  19.95524476] ; [495.95524476  96.04475524],0
v2,1,0.008664,6.890764,[55 64] ; [341 234],[67.90201729 51.09798271] ; [328.09798271 246.90201729],0
s6,1,0.015081,5.907017,[72 50] ; [409 173],[83.35511364 38.64488636] ; [397.64488636 184.35511364],0
a7,1,0.01645,5.754108,[83 42] ; [456 139],[93.57638889 31.42361111] ; [445.42361111 149.57638889],0
v1,1,0.017387,5.656869,[56 65] ; [338 244],[67.81507824 53.18492176] ; [326.18492176 255.81507824],0
p4,1,0.018824,5.517812,[67 57] ; [388 207],[78.47009736 45.52990264] ; [376.52990264 218.47009736],0
p3,1,0.021084,5.319876,[54 71] ; [325 271],[65.7073509 59.2926491] ; [313.2926491 282.7073509],0
n5,1,0.028941,4.771104,[85 39] ; [461 132],[94.42677824 29.57322176] ; [451.57322176 141.42677824],0
s8,1,0.036796,4.359835,[45 79] ; [276 317],[55.51464435 68.48535565] ; [265.48535565 327.51464435],0
p1,1,0.050479,3.825474,[ 17 108] ; [ 48 546],[ 11.30041725 113.69958275] ; [ 53.69958275 540.30041725],0
a6,1,0.063854,3.434336,[78 47] ; [422 174],[86.6851595 38.3148405] ; [413.3148405 182.6851595],0
s2,1,0.092285,2.83406,[56 68] ; [316 275],[64.51468531 59.48531469] ; [307.48531469 283.51468531],0
v3,1,0.10499,2.628052,[41 82] ; [237 338],[48.98853868 74.01146132] ; [229.01146132 345.98853868],0
s5,1,0.125344,2.349245,[35 86] ; [208 366],[42.30647482 78.69352518] ; [200.69352518 373.30647482],0
s3,1,0.238007,1.392358,[78 45] ; [339 249],[72.13924051 50.86075949] ; [344.86075949 243.13924051],0
u3,1,0.244118,1.356654,[29 27] ; [87 56],[32.64321608 23.35678392] ; [83.35678392 59.64321608],0
a8,1,0.29267,1.107299,[ 13 103] ; [ 80 454],[16.59692308 99.40307692] ; [ 76.40307692 457.59692308],0
p11,1,0.304107,1.056096,[97 28] ; [487 110],[101.10803324  23.89196676] ; [482.89196676 114.10803324],0
p9,1,0.330178,0.948201,[104  19] ; [517  72],[107.27949438  15.72050562] ; [513.72050562  75.27949438],0
b1,1,0.393668,0.727583,[49 76] ; [210 387],[44.84072022 80.15927978] ; [214.15927978 382.84072022],0
n6,1,0.418327,0.655012,[104  21] ; [510  83],[106.89415042  18.10584958] ; [507.10584958  85.89415042],0
u2,1,0.467516,0.527841,[28 27] ; [81 62],[30.27777778 24.72222222] ; [78.72222222 64.27777778],0
v4,1,0.483839,0.490198,[122   2] ; [578  16],[120.8913649   3.1086351] ; [579.1086351  14.8913649],0
p6,1,0.520795,0.412318,[45 78] ; [233 354],[48.16056338 74.83943662] ; [229.83943662 357.16056338],0
n1,1,0.593512,0.284893,[ 9 18] ; [47 74],[10.21621622 16.78378378] ; [45.78378378 75.21621622],0
p7,1,0.605897,0.266192,[81 41] ; [401 182],[83.40992908 38.59007092] ; [398.59007092 184.40992908],0
a1,1,0.609098,0.261491,[  4 121] ; [ 25 572],[  5.02077562 119.97922438] ; [ 23.97922438 573.02077562],0
p8,1,0.636095,0.223886,[68 55] ; [337 248],[70.36016949 52.63983051] ; [334.63983051 250.36016949],0
p5,1,0.664147,0.188525,[ 16 109] ; [ 68 527],[ 14.58333333 110.41666667] ; [ 69.41666667 525.58333333],0
n2,1,0.728663,0.120343,[21  6] ; [91 31],[20.29530201  6.70469799] ; [91.70469799 30.29530201],0
n3,1,0.744885,0.10588,[21  6] ; [92 31],[20.34  6.66] ; [92.66 30.34],0
u4,1,0.762408,0.091398,[  2 123] ; [ 12 585],[  2.42382271 122.57617729] ; [ 11.57617729 585.42382271],0
b2,1,0.829568,0.046335,[29 45] ; [134 220],[28.18224299 45.81775701] ; [134.81775701 219.18224299],0
b3,1,0.829568,0.046335,[29 45] ; [134 220],[28.18224299 45.81775701] ; [134.81775701 219.18224299],0
s7,1,0.83753,0.042047,[59 60] ; [289 282],[60.0173913 58.9826087] ; [287.9826087 283.0173913],0
s4,1,0.861877,0.030271,[ 21 103] ; [ 96 493],[ 20.34782609 103.65217391] ; [ 96.65217391 492.34782609],0
s1,1,0.959064,0.002635,[  3 119] ; [ 14 574],[  2.92112676 119.07887324] ; [ 14.07887324 573.92112676],0
b4,1,0.960676,0.002431,[74 51] ; [352 245],[73.7534626 51.2465374] ; [352.2465374 244.7534626],0
p12,1,0.968379,0.001571,[  9 114] ; [ 44 549],[  9.1047486 113.8952514] ; [ 43.8952514 549.1047486],0
b5,1,0.999332,1e-06,[76 49] ; [363 234],[76.00415512 48.99584488] ; [362.99584488 234.00415512],0
