Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,139.797642,[304  59] ; [ 44 103],[247.69411765 115.30588235] ; [100.30588235  46.69411765],1
a5,1,2e-06,22.340741,[264  99] ; [76 73],[241.0546875 121.9453125] ; [98.9453125 50.0546875],1
n6,1,2.6e-05,17.689278,[301  61] ; [98 50],[283.21176471  78.78823529] ; [115.78823529  32.21176471],1
p11,1,8.5e-05,15.443274,[284  80] ; [91 58],[266.08187135  97.91812865] ; [108.91812865  40.08187135],1
a4,1,0.000117,14.847766,[168 192] ; [ 42 107],[148.52652259 211.47347741] ; [61.47347741 87.52652259],1
p3,1,0.00025,13.410344,[165 194] ; [ 42 106],[146.5739645 212.4260355] ; [60.4260355 87.5739645],1
a8,1,0.000332,12.882415,[ 43 288] ; [  3 135],[ 32.46481876 298.53518124] ; [ 13.53518124 124.46481876],1
p4,1,0.000362,12.717475,[197 162] ; [55 92],[178.79051383 180.20948617] ; [73.20948617 73.79051383],1
a2,1,0.000589,11.811085,[ 88 276] ; [ 16 133],[ 73.79337232 290.20662768] ; [ 30.20662768 118.79337232],1
s4,1,0.000817,11.202101,[ 42 315] ; [ 35 114],[ 54.32608696 302.67391304] ; [ 22.67391304 126.32608696],1
p10,1,0.001757,9.787966,[276  82] ; [92 53],[261.91650099  96.08349901] ; [106.08349901  38.91650099],0
s7,1,0.002041,9.512464,[103 241] ; [ 24 121],[ 89.34151329 254.65848671] ; [ 37.65848671 107.34151329],0
p1,1,0.002327,9.271704,[ 36 325] ; [  3 144],[ 27.71456693 333.28543307] ; [ 11.28543307 135.71456693],0
p6,1,0.00552,7.700788,[110 245] ; [ 27 117],[ 97.46492986 257.53507014] ; [ 39.53507014 104.46492986],0
p2,1,0.006131,7.511525,[293  66] ; [103  43],[281.51287129  77.48712871] ; [114.48712871  31.51287129],0
a6,1,0.00759,7.127664,[260 102] ; [89 60],[247.23679061 114.76320939] ; [101.76320939  47.23679061],0
r4,1,0.00766,7.111225,[327  37] ; [121  28],[317.8791423  46.1208577] ; [130.1208577  18.8791423],0
u1,1,0.007733,7.094354,[ 56 308] ; [ 10 139],[ 46.83040936 317.16959064] ; [ 19.16959064 129.83040936],0
d2,1,0.00919,6.78557,[163 196] ; [ 49 100],[149.81889764 209.18110236] ; [62.18110236 86.81889764],0
v1,1,0.010099,6.617332,[176 182] ; [53 92],[162.9860835 195.0139165] ; [66.0139165 78.9860835],0
a3,1,0.013886,6.052555,[244 117] ; [83 65],[231.9194499 129.0805501] ; [95.0805501 52.9194499],0
p5,1,0.017611,5.634452,[ 31 329] ; [  4 143],[ 24.85207101 335.14792899] ; [ 10.14792899 136.85207101],0
v3,1,0.018891,5.511584,[126 226] ; [ 35 106],[114.95334686 237.04665314] ; [46.04665314 94.95334686],0
n1,1,0.026361,4.932197,[32 42] ; [14 43],[25.98473282 48.01526718] ; [20.01526718 36.98473282],0
r1,1,0.027809,4.839874,[288  75] ; [104  44],[278.46575342  84.53424658] ; [113.53424658  34.46575342],0
p12,1,0.033573,4.516307,[ 20 338] ; [  2 146],[ 15.56521739 342.43478261] ; [  6.43478261 141.56521739],0
p8,1,0.058573,3.577346,[169 186] ; [56 90],[159.43113772 195.56886228] ; [65.56886228 80.43113772],0
