Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,95.184302,[247  39] ; [61 86],[203.43648961  82.56351039] ; [104.56351039  42.43648961],1
n6,1,0.0,32.371812,[251  35] ; [95 52],[228.53579677  57.46420323] ; [117.46420323  29.53579677],1
p10,1,3e-06,21.595281,[226  58] ; [84 60],[205.70093458  78.29906542] ; [104.29906542  39.70093458],1
p9,1,0.000155,14.315759,[236  50] ; [94 48],[220.51401869  65.48598131] ; [109.48598131  32.51401869],1
s6,1,0.000429,12.403121,[195  90] ; [74 71],[178.29069767 106.70930233] ; [90.70930233 54.29069767],1
v3,1,0.000696,11.501217,[108 166] ; [ 31 106],[ 92.66666667 181.33333333] ; [46.33333333 90.66666667],1
p11,1,0.001825,9.718129,[217  70] ; [90 57],[203.01612903  83.98387097] ; [103.98387097  43.01612903],0
v1,1,0.002026,9.525882,[143 133] ; [51 91],[128.09569378 147.90430622] ; [65.90430622 76.09569378],0
s7,1,0.003644,8.453342,[133 142] ; [46 92],[119.18886199 155.81113801] ; [59.81113801 78.18886199],0
s4,1,0.010595,6.53208,[ 38 245] ; [ 34 113],[ 47.38604651 235.61395349] ; [ 24.61395349 122.38604651],0
a2,1,0.012348,6.260139,[ 80 207] ; [ 25 122],[ 69.43548387 217.56451613] ; [ 35.56451613 111.43548387],0
p4,1,0.012823,6.193429,[139 147] ; [53 94],[126.81755196 159.18244804] ; [65.18244804 81.81755196],0
a5,1,0.018425,5.555316,[204  83] ; [88 59],[193.09677419  93.90322581] ; [98.90322581 48.09677419],0
r4,1,0.024818,5.036555,[261  26] ; [123  24],[253.93548387  33.06451613] ; [130.06451613  16.93548387],0
p12,1,0.042168,4.128452,[ 19 268] ; [  3 142],[ 14.61574074 272.38425926] ; [  7.38425926 137.61574074],0
d5,1,0.046355,3.968631,[235  51] ; [108  38],[227.0787037  58.9212963] ; [115.9212963  30.0787037],0
s2,1,0.049745,3.850049,[149 133] ; [63 84],[139.35664336 142.64335664] ; [72.64335664 74.35664336],0
u1,1,0.052917,3.746526,[ 61 226] ; [ 20 127],[ 53.56451613 233.43548387] ; [ 27.43548387 119.56451613],0
p3,1,0.066886,3.357834,[108 179] ; [ 42 104],[ 99.42263279 187.57736721] ; [50.57736721 95.42263279],0
n1,1,0.073442,3.204376,[32 46] ; [14 40],[27.18181818 50.81818182] ; [18.81818182 35.18181818],0
a8,1,0.076758,3.132244,[ 38 220] ; [ 12 128],[ 32.4120603 225.5879397] ; [ 17.5879397 122.4120603],0
s3,1,0.081251,3.039704,[164 118] ; [72 74],[155.4953271 126.5046729] ; [80.5046729 65.4953271],0
s8,1,0.081345,3.037828,[115 172] ; [ 46 100],[106.71362587 180.28637413] ; [54.28637413 91.71362587],0
a4,1,0.108293,2.578958,[138 148] ; [59 88],[130.12009238 155.87990762] ; [66.87990762 80.12009238],0
p7,1,0.114845,2.48625,[127 153] ; [55 92],[119.3442623 160.6557377] ; [62.6557377 84.3442623],0
n2,1,0.119668,2.421655,[62 19] ; [34 19],[58.02985075 22.97014925] ; [37.97014925 15.02985075],0
p2,1,0.121222,2.401465,[211  75] ; [98 49],[204.09699769  81.90300231] ; [104.90300231  42.09699769],0
a6,1,0.122475,2.385378,[200  86] ; [92 55],[192.86836028  93.13163972] ; [99.13163972 47.86836028],0
p5,1,0.137248,2.208544,[ 17 266] ; [  4 142],[ 13.85314685 269.14685315] ; [  7.14685315 138.85314685],0
d2,1,0.158081,1.992492,[144 140] ; [64 83],[137.05800464 146.94199536] ; [70.94199536 76.05800464],0
a3,1,0.171451,1.870207,[207  80] ; [96 50],[200.83371824  86.16628176] ; [102.16628176  43.83371824],0
u4,1,0.19735,1.661876,[  7 280] ; [  1 146],[  5.29032258 281.70967742] ; [  2.70967742 144.29032258],0
d1,1,0.202889,1.621452,[161 126] ; [73 74],[154.74193548 132.25806452] ; [79.25806452 67.74193548],0
