Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,102.778502,[236   9] ; [25 30],[213.15  31.85] ; [47.85  7.15],1
v4,1,0.0,29.946417,[235   9] ; [41 14],[225.23076923  18.76923077] ; [50.76923077  4.23076923],1
r2,1,0.0,29.810441,[241   3] ; [41  9],[234.04081633   9.95918367] ; [47.95918367  2.04081633],1
r3,1,2e-06,22.591174,[235   9] ; [43 12],[226.86287625  17.13712375] ; [51.13712375  3.86287625],1
p2,1,8e-06,19.984725,[207  38] ; [31 23],[195.01672241  49.98327759] ; [42.98327759 11.01672241],1
p7,1,0.000172,14.117705,[153  86] ; [20 35],[140.63605442  98.36394558] ; [32.36394558 22.63605442],1
s6,1,0.000995,10.83639,[170  71] ; [26 29],[159.58108108  81.41891892] ; [36.41891892 18.58108108],1
p8,1,0.001657,9.895349,[130 114] ; [16 38],[119.54362416 124.45637584] ; [26.45637584 27.54362416],0
a2,1,0.00369,8.430356,[ 90 155] ; [ 9 46],[ 80.85 164.15] ; [18.15 36.85],0
s3,1,0.006577,7.38495,[143 102] ; [21 34],[133.93333333 111.06666667] ; [30.06666667 24.93333333],0
p9,1,0.013971,6.041831,[202  42] ; [36 17],[195.52861953  48.47138047] ; [42.47138047 10.52861953],0
u1,1,0.017377,5.65793,[ 69 176] ; [ 7 48],[ 62.06666667 182.93333333] ; [13.93333333 41.06666667],0
p10,1,0.020796,5.343783,[195  49] ; [36 19],[188.5083612  55.4916388] ; [42.4916388 12.5083612],0
p11,1,0.032602,4.566537,[186  59] ; [34 21],[179.66666667  65.33333333] ; [40.33333333 14.66666667],0
n6,1,0.041751,4.145254,[205  39] ; [39 15],[199.7852349  44.2147651] ; [44.2147651  9.7852349],0
s1,1,0.042021,4.134375,[  5 237] ; [ 4 51],[  7.33333333 234.66666667] ; [ 1.66666667 53.33333333],0
s7,1,0.054128,3.708756,[116 121] ; [17 33],[109.82926829 127.17073171] ; [23.17073171 26.82926829],0
a6,1,0.062749,3.463203,[182  63] ; [34 21],[176.4  68.6] ; [39.6 15.4],0
n3,1,0.066773,3.360626,[43 17] ; [11 11],[39.51219512 20.48780488] ; [14.48780488  7.51219512],0
a7,1,0.07044,3.272727,[189  56] ; [36 19],[183.75  61.25] ; [41.25 13.75],0
n4,1,0.073149,3.210913,[188  56] ; [36 19],[182.79598662  61.20401338] ; [41.20401338 13.79598662],0
s8,1,0.073343,3.206573,[108 137] ; [17 38],[102.08333333 142.91666667] ; [22.91666667 32.08333333],0
p6,1,0.082024,3.02433,[100 143] ; [15 38],[ 94.40878378 148.59121622] ; [20.59121622 32.40878378],0
v1,1,0.093043,2.820919,[109 131] ; [17 35],[103.56164384 136.43835616] ; [22.43835616 29.56164384],0
a8,1,0.105991,2.612997,[ 30 192] ; [ 3 51],[ 26.54347826 195.45652174] ; [ 6.45652174 47.54347826],0
n5,1,0.119334,2.426039,[176  67] ; [34 21],[171.24161074  71.75838926] ; [38.75838926 16.24161074],0
n1,1,0.15695,2.003367,[28 35] ; [ 6 16],[25.2 37.8] ; [ 8.8 13.2],0
v2,1,0.224449,1.4757,[108 130] ; [20 35],[103.97269625 134.02730375] ; [24.02730375 30.97269625],0
a1,1,0.237674,1.394335,[  6 239] ; [ 3 52],[  7.35 237.65] ; [ 1.65 53.35],0
p3,1,0.238866,1.387273,[121 123] ; [22 32],[117.08724832 126.91275168] ; [25.91275168 28.08724832],0
u2,1,0.253098,1.306122,[30 20] ; [6 8],[28.125 21.875] ; [7.875 6.125],0
p1,1,0.260301,1.267153,[ 16 229] ; [ 6 49],[ 17.96666667 227.03333333] ; [ 4.03333333 50.96666667],0
p12,1,0.263676,1.249352,[ 13 230] ; [ 1 54],[ 11.41610738 231.58389262] ; [ 2.58389262 52.41610738],0
a5,1,0.292507,1.108045,[206  39] ; [43 12],[203.35  41.65] ; [45.65  9.35],0
b1,1,0.331584,0.9427,[ 94 151] ; [25 30],[ 97.18333333 147.81666667] ; [21.81666667 33.18333333],0
s5,1,0.340523,0.908461,[ 86 150] ; [15 36],[ 83.05226481 152.94773519] ; [17.94773519 33.05226481],0
p4,1,0.372849,0.794146,[149  95] ; [30 25],[146.0735786  97.9264214] ; [32.9264214 22.0735786],0
a4,1,0.412072,0.672815,[142 103] ; [28 26],[139.29765886 105.70234114] ; [30.70234114 23.29765886],0
a3,1,0.450522,0.569339,[194  51] ; [41 14],[191.91666667  53.08333333] ; [43.08333333 11.91666667],0
p5,1,0.486486,0.484289,[ 20 225] ; [ 6 48],[ 21.30434783 223.69565217] ; [ 4.69565217 49.30434783],0
s2,1,0.522062,0.409817,[127 117] ; [26 29],[124.85618729 119.14381271] ; [28.14381271 26.85618729],0
d2,1,0.5406,0.374428,[178  67] ; [37 17],[176.17056856  68.82943144] ; [38.82943144 15.17056856],0
u3,1,0.60348,0.269779,[33 18] ; [8 6],[32.16923077 18.83076923] ; [8.83076923 5.16923077],0
n2,1,0.657098,0.197067,[39 23] ; [15  7],[39.85714286 22.14285714] ; [14.14285714  7.85714286],0
d5,1,0.665594,0.1868,[238   7] ; [54  1],[238.46666667   6.53333333] ; [53.53333333  1.46666667],0
s4,1,0.762536,0.091296,[ 48 192] ; [12 43],[ 48.81355932 191.18644068] ; [11.18644068 43.81355932],0
b4,1,0.803294,0.062044,[147  98] ; [34 21],[147.81666667  97.18333333] ; [33.18333333 21.81666667],0
d3,1,0.846439,0.037506,[216  29] ; [49  6],[216.41666667  28.58333333] ; [48.58333333  6.41666667],0
d4,1,0.912124,0.012179,[239   5] ; [54  1],[239.10367893   4.89632107] ; [53.89632107  1.10367893],0
b2,1,0.925665,0.008705,[60 91] ; [14 22],[59.7540107 91.2459893] ; [14.2459893 21.7540107],0
