Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.005034,7.867179,[ 2 24] ; [2 1],[ 3.5862069 22.4137931] ; [0.4137931 2.5862069],0
p8,1,0.006072,7.528889,[ 2 23] ; [2 1],[ 3.57142857 21.42857143] ; [0.42857143 2.57142857],0
s6,1,0.037874,4.310665,[ 4 22] ; [2 1],[ 5.37931034 20.62068966] ; [0.62068966 2.37931034],0
r4,1,0.056332,3.642213,[ 1 25] ; [1 2],[ 1.79310345 24.20689655] ; [0.20689655 2.79310345],0
p6,1,0.068964,3.3075,[ 1 23] ; [1 2],[ 1.77777778 22.22222222] ; [0.22222222 2.77777778],0
p9,1,0.136198,2.220395,[ 6 18] ; [2 1],[ 7.11111111 16.88888889] ; [0.88888889 2.11111111],0
r1,1,0.215492,1.534143,[ 8 18] ; [2 1],[ 8.96551724 17.03448276] ; [1.03448276 1.96551724],0
s4,1,0.299934,1.074487,[ 3 23] ; [1 2],[ 3.5862069 22.4137931] ; [0.4137931 2.5862069],0
b5,1,0.347627,0.882102,[16 10] ; [1 2],[15.24137931 10.75862069] ; [1.75862069 1.24137931],0
b4,1,0.421806,0.645279,[15 11] ; [1 2],[14.34482759 11.65517241] ; [1.65517241 1.34482759],0
d2,1,0.435819,0.607265,[ 4 22] ; [1 2],[ 4.48275862 21.51724138] ; [0.51724138 2.48275862],0
v2,1,0.458875,0.548638,[ 4 21] ; [1 2],[ 4.46428571 20.53571429] ; [0.53571429 2.46428571],0
n4,1,0.500802,0.453236,[14 12] ; [1 2],[13.44827586 12.55172414] ; [1.55172414 1.44827586],0
d5,1,0.500802,0.453236,[12 14] ; [2 1],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
d1,1,0.568028,0.325994,[ 5 21] ; [1 2],[ 5.37931034 20.62068966] ; [0.62068966 2.37931034],0
s2,1,0.568028,0.325994,[ 5 21] ; [1 2],[ 5.37931034 20.62068966] ; [0.62068966 2.37931034],0
v1,1,0.568028,0.325994,[ 5 21] ; [1 2],[ 5.37931034 20.62068966] ; [0.62068966 2.37931034],0
n5,1,0.58438,0.299206,[13 13] ; [1 2],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
n2,1,0.591208,0.288462,[4 9] ; [1 1],[4.33333333 8.66666667] ; [0.66666667 1.33333333],0
n6,1,0.724263,0.124444,[11 14] ; [1 2],[10.71428571 14.28571429] ; [1.28571429 1.71428571],0
p3,1,0.724263,0.124444,[ 6 19] ; [1 2],[ 6.25 18.75] ; [0.75 2.25],0
a3,1,0.724263,0.124444,[11 14] ; [1 2],[10.71428571 14.28571429] ; [1.28571429 1.71428571],0
r3,1,0.765064,0.089304,[11 15] ; [1 2],[10.75862069 15.24137931] ; [1.24137931 1.75862069],0
s3,1,0.846788,0.037333,[ 7 18] ; [1 2],[ 7.14285714 17.85714286] ; [0.85714286 2.14285714],0
a7,1,0.86239,0.030044,[10 16] ; [1 2],[ 9.86206897 16.13793103] ; [1.13793103 1.86206897],0
p7,1,0.927575,0.008262,[ 8 18] ; [1 2],[ 8.06896552 17.93103448] ; [0.93103448 2.06896552],0
a6,1,0.964716,0.001957,[ 9 17] ; [1 2],[ 8.96551724 17.03448276] ; [1.03448276 1.96551724],0
