Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,51.461938,[79  4] ; [14 25],[63.2704918 19.7295082] ; [29.7295082  9.2704918],1
r2,1,0.0,45.393066,[80  3] ; [17 22],[65.99180328 17.00819672] ; [31.00819672  7.99180328],1
r1,1,0.0,36.884658,[65 18] ; [ 8 31],[49.66393443 33.33606557] ; [23.33606557 15.66393443],1
v4,1,0.0,30.705177,[77  6] ; [19 20],[65.31147541 17.68852459] ; [30.68852459  8.31147541],1
a1,1,0.002608,9.063483,[ 2 81] ; [ 7 33],[ 6.07317073 76.92682927] ; [ 2.92682927 37.07317073],0
s8,1,0.003505,8.523708,[19 62] ; [ 1 39],[13.38842975 67.61157025] ; [ 6.61157025 33.38842975],0
p11,1,0.003625,8.462676,[46 37] ; [11 29],[38.46341463 44.53658537] ; [18.53658537 21.46341463],0
a7,1,0.005545,7.692383,[50 33] ; [13 26],[42.86065574 40.13934426] ; [20.13934426 18.86065574],0
u3,1,0.008687,6.886067,[23 21] ; [ 5 20],[17.85507246 26.14492754] ; [10.14492754 14.85507246],0
n6,1,0.012299,6.26722,[54 29] ; [16 23],[47.62295082 35.37704918] ; [22.37704918 16.62295082],0
n2,1,0.013347,6.122542,[22  4] ; [9 9],[18.31818182  7.68181818] ; [12.68181818  5.31818182],0
n3,1,0.020752,5.34748,[20  4] ; [9 9],[16.57142857  7.42857143] ; [12.42857143  5.57142857],0
v1,1,0.026612,4.915796,[34 49] ; [ 8 31],[28.57377049 54.42622951] ; [13.42622951 25.57377049],0
p2,1,0.03439,4.475204,[54 29] ; [18 22],[48.58536585 34.41463415] ; [23.41463415 16.58536585],0
p3,1,0.039613,4.234385,[32 51] ; [ 8 32],[26.99186992 56.00813008] ; [13.00813008 26.99186992],0
s3,1,0.040293,4.205484,[41 40] ; [12 27],[35.775 45.225] ; [17.225 21.775],0
d5,1,0.043985,4.057142,[43 40] ; [13 27],[37.78861789 45.21138211] ; [18.21138211 21.78861789],0
v3,1,0.048095,3.90666,[26 54] ; [ 6 33],[21.51260504 58.48739496] ; [10.48739496 28.51260504],0
d3,1,0.058636,3.575543,[33 50] ; [ 9 31],[28.34146341 54.65853659] ; [13.65853659 26.34146341],0
s6,1,0.098372,2.731739,[37 44] ; [12 28],[32.80165289 48.19834711] ; [16.19834711 23.80165289],0
p6,1,0.116442,2.464537,[21 62] ; [ 5 34],[17.68852459 65.31147541] ; [ 8.31147541 30.68852459],0
p4,1,0.127662,2.320703,[30 53] ; [ 9 31],[26.31707317 56.68292683] ; [12.68292683 27.31707317],0
a8,1,0.138018,2.19992,[15 63] ; [ 3 33],[12.31578947 65.68421053] ; [ 5.68421053 30.31578947],0
b3,1,0.15601,2.012477,[13 40] ; [ 9 13],[15.54666667 37.45333333] ; [ 6.45333333 15.54666667],0
b2,1,0.15601,2.012477,[13 40] ; [ 9 13],[15.54666667 37.45333333] ; [ 6.45333333 15.54666667],0
s2,1,0.175761,1.833103,[26 56] ; [ 8 32],[22.85245902 59.14754098] ; [11.14754098 28.85245902],0
b1,1,0.176231,1.829122,[39 44] ; [24 16],[42.51219512 40.48780488] ; [20.48780488 19.51219512],0
d4,1,0.179253,1.803806,[46 37] ; [17 23],[42.51219512 40.48780488] ; [20.48780488 19.51219512],0
s7,1,0.182938,1.773593,[21 57] ; [ 6 32],[18.15517241 59.84482759] ; [ 8.84482759 29.15517241],0
p12,1,0.205621,1.601995,[ 1 81] ; [ 2 38],[ 2.01639344 79.98360656] ; [ 0.98360656 39.01639344],0
