Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.002256,9.328553,[7 4] ; [ 60 200],[2.7195572 8.2804428] ; [ 64.2804428 195.7195572],0
p3,1,0.003657,8.446703,[7 4] ; [ 67 207],[2.85614035 8.14385965] ; [ 71.14385965 202.85614035],0
p1,1,0.013208,6.141071,[3 8] ; [ 19 255],[ 0.84912281 10.15087719] ; [ 21.15087719 252.84912281],0
p4,1,0.014545,5.97077,[7 3] ; [ 90 185],[3.40350877 6.59649123] ; [ 93.59649123 181.40350877],0
s1,1,0.039522,4.238303,[2 9] ; [ 12 259],[ 0.54609929 10.45390071] ; [ 13.45390071 257.54609929],0
p10,1,0.054492,3.697567,[9 1] ; [162 109],[6.08540925 3.91459075] ; [164.91459075 106.08540925],0
v1,1,0.097942,2.738743,[7 4] ; [103 163],[4.36823105 6.63176895] ; [105.63176895 160.36823105],0
d3,1,0.165138,1.926531,[9 2] ; [168 107],[6.80769231 4.19230769] ; [170.19230769 104.80769231],0
n6,1,0.18579,1.750687,[10  1] ; [200  74],[8.10526316 2.89473684] ; [201.89473684  72.10526316],0
s6,1,0.209024,1.578173,[8 3] ; [146 127],[5.96478873 5.03521127] ; [148.03521127 124.96478873],0
n5,1,0.222339,1.489213,[9 2] ; [175  99],[7.10175439 3.89824561] ; [176.89824561  97.10175439],0
v3,1,0.262665,1.254654,[5 6] ; [ 77 183],[3.32841328 7.67158672] ; [ 78.67158672 181.32841328],0
s7,1,0.270679,1.213304,[5 5] ; [ 86 173],[3.38289963 6.61710037] ; [ 87.61710037 171.38289963],0
d2,1,0.274825,1.192506,[7 4] ; [127 144],[5.22695035 5.77304965] ; [128.77304965 142.22695035],0
p9,1,0.301107,1.069287,[9 2] ; [178  88],[7.42599278 3.57400722] ; [179.57400722  86.42599278],0
b1,1,0.322715,0.977912,[6 5] ; [109 166],[4.42307692 6.57692308] ; [110.57692308 164.42307692],0
r1,1,0.329608,0.950436,[9 2] ; [186  88],[7.52631579 3.47368421] ; [187.47368421  86.52631579],0
n4,1,0.380565,0.768874,[9 2] ; [191  84],[7.69230769 3.30769231] ; [192.30769231  82.69230769],0
s2,1,0.389572,0.740278,[3 8] ; [109 162],[4.36879433 6.63120567] ; [107.63120567 163.36879433],0
u3,1,0.428873,0.625874,[1 2] ; [53 41],[1.67010309 1.32989691] ; [52.32989691 41.67010309],0
b4,1,0.46427,0.535581,[8 3] ; [170 105],[6.84615385 4.15384615] ; [171.15384615 103.84615385],0
r2,1,0.491859,0.472458,[9 2] ; [241  31],[9.71731449 1.28268551] ; [240.28268551  31.71731449],0
p11,1,0.492954,0.470071,[8 3] ; [172 103],[6.92307692 4.07692308] ; [173.07692308 101.92307692],0
b5,1,0.539635,0.376217,[6 5] ; [175 100],[6.96153846 4.03846154] ; [174.03846154 100.96153846],0
a6,1,0.553491,0.3511,[8 3] ; [176  99],[7.07692308 3.92307692] ; [176.92307692  98.07692308],0
v4,1,0.570906,0.321169,[10  1] ; [232  42],[9.34035088 1.65964912] ; [232.65964912  41.34035088],0
u2,1,0.582288,0.302551,[1 2] ; [46 47],[1.46875 1.53125] ; [45.53125 47.46875],0
a5,1,0.585337,0.297686,[8 3] ; [178  97],[7.15384615 3.84615385] ; [178.84615385  96.15384615],0
v2,1,0.589419,0.291252,[4 7] ; [116 144],[4.87084871 6.12915129] ; [115.12915129 144.87084871],0
s8,1,0.642492,0.215498,[4 7] ; [ 82 193],[3.30769231 7.69230769] ; [ 82.69230769 192.30769231],0
a3,1,0.646335,0.210553,[8 3] ; [181  93],[7.29473684 3.70526316] ; [181.70526316  92.29473684],0
a1,1,0.652604,0.202633,[ 1 10] ; [ 16 259],[ 0.65384615 10.34615385] ; [ 16.34615385 258.65384615],0
d5,1,0.675335,0.175424,[9 2] ; [210  65],[8.42307692 2.57692308] ; [210.57692308  64.42307692],0
p12,1,0.702305,0.146085,[ 1 10] ; [ 17 256],[ 0.6971831 10.3028169] ; [ 17.3028169 255.6971831],0
b2,1,0.706487,0.141811,[4 5] ; [58 94],[3.46583851 5.53416149] ; [58.53416149 93.46583851],0
b3,1,0.706487,0.141811,[4 5] ; [58 94],[3.46583851 5.53416149] ; [58.53416149 93.46583851],0
r3,1,0.718494,0.129941,[9 2] ; [234  39],[9.41197183 1.58802817] ; [233.58802817  39.41197183],0
u1,1,0.738294,0.111632,[2 9] ; [ 40 235],[1.61538462 9.38461538] ; [ 40.38461538 234.61538462],0
d4,1,0.741439,0.108866,[8 3] ; [211  63],[8.45263158 2.54736842] ; [210.54736842  63.45263158],0
p2,1,0.772559,0.083538,[7 4] ; [163 112],[6.53846154 4.46153846] ; [163.46153846 111.53846154],0
a8,1,0.782904,0.07592,[1 8] ; [ 22 237],[0.77238806 8.22761194] ; [ 22.22761194 236.77238806],0
d1,1,0.831361,0.04535,[6 5] ; [141 134],[5.65384615 5.34615385] ; [141.34615385 133.65384615],0
a7,1,0.847928,0.036773,[7 4] ; [182  92],[7.29473684 3.70526316] ; [181.70526316  92.29473684],0
r4,1,0.89212,0.018393,[8 3] ; [205  70],[8.19230769 2.80769231] ; [204.80769231  70.19230769],0
a4,1,0.951532,0.003695,[5 6] ; [122 152],[4.90175439 6.09824561] ; [122.09824561 151.90175439],0
s3,1,0.977265,0.000812,[5 6] ; [122 149],[4.95390071 6.04609929] ; [122.04609929 148.95390071],0
