Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,100.63461,[140  25] ; [27 83],[100.2  64.8] ; [66.8 43.2],1
s6,1,0.0,55.148992,[148  14] ; [54 51],[122.56179775  39.43820225] ; [79.43820225 25.56179775],1
s7,1,0.0,41.773733,[124  36] ; [39 64],[99.1634981 60.8365019] ; [63.8365019 39.1634981],1
s8,1,0.0,32.590722,[114  50] ; [38 72],[90.97810219 73.02189781] ; [61.02189781 48.97810219],1
s5,1,0.0,27.560402,[93 63] ; [29 79],[72.09090909 83.90909091] ; [49.90909091 58.09090909],1
d4,1,0.003446,8.554985,[144  19] ; [83 28],[135.04014599  27.95985401] ; [91.95985401 19.04014599],0
s4,1,0.009982,6.63812,[ 43 118] ; [15 95],[ 34.45756458 126.54243542] ; [23.54243542 86.45756458],0
p12,1,0.020913,5.334042,[ 28 137] ; [  8 101],[ 21.67883212 143.32116788] ; [14.32116788 94.67883212],0
a4,1,0.023445,5.135197,[89 76] ; [44 66],[79.8 85.2] ; [53.2 56.8],0
a8,1,0.027552,4.85589,[ 31 124] ; [ 9 86],[ 24.8 130.2] ; [15.2 79.8],0
a3,1,0.031976,4.599772,[128  36] ; [73 37],[120.30656934  43.69343066] ; [80.69343066 29.30656934],0
p3,1,0.037201,4.341175,[120  44] ; [68 43],[112.11636364  51.88363636] ; [75.88363636 35.11636364],0
a2,1,0.04055,4.194721,[ 51 114] ; [22 89],[ 43.64130435 121.35869565] ; [29.35869565 81.64130435],0
d3,1,0.042255,4.124976,[125  38] ; [72 38],[117.62271062  45.37728938] ; [79.37728938 30.62271062],0
d1,1,0.062878,3.459786,[109  56] ; [61 50],[101.63043478  63.36956522] ; [68.36956522 42.63043478],0
n5,1,0.063729,3.437584,[140  24] ; [85 26],[134.18181818  29.81818182] ; [90.81818182 20.18181818],0
n2,1,0.073876,3.194724,[22  4] ; [17 10],[19.13207547  6.86792453] ; [19.86792453  7.13207547],0
p10,1,0.093896,2.806279,[149  16] ; [91 18],[144.52554745  20.47445255] ; [95.47445255 13.52554745],0
p9,1,0.114257,2.494331,[151  14] ; [94 16],[147.  18.] ; [98. 12.],0
b4,1,0.11965,2.421902,[90 75] ; [71 40],[96.25 68.75] ; [64.75 46.25],0
u3,1,0.122433,2.385918,[25 12] ; [19 19],[21.70666667 15.29333333] ; [22.29333333 15.70666667],0
n3,1,0.1259,2.342342,[16 10] ; [21  5],[18.5  7.5] ; [18.5  7.5],0
a5,1,0.12618,2.33888,[128  37] ; [77 34],[122.55434783  42.44565217] ; [82.44565217 28.55434783],0
u1,1,0.126785,2.331437,[ 41 124] ; [19 92],[ 35.86956522 129.13043478] ; [24.13043478 86.86956522],0
u4,1,0.156393,2.008756,[  6 159] ; [  1 110],[  4.18478261 160.81521739] ; [  2.81521739 108.18478261],0
d2,1,0.175591,1.834549,[89 75] ; [51 60],[83.49090909 80.50909091] ; [56.50909091 54.49090909],0
p4,1,0.188326,1.730664,[140  24] ; [88 23],[135.97090909  28.02909091] ; [92.02909091 18.97090909],0
p5,1,0.192402,1.699129,[ 39 126] ; [19 92],[ 34.67391304 130.32608696] ; [23.32608696 87.67391304],0
a1,1,0.196787,1.666061,[ 16 149] ; [  6 105],[ 13.15217391 151.84782609] ; [  8.84782609 102.15217391],0
n6,1,0.199445,1.646437,[148  14] ; [96 15],[144.79120879  17.20879121] ; [99.20879121 11.79120879],0
n1,1,0.214729,1.539256,[12 14] ; [ 8 19],[ 9.81132075 16.18867925] ; [10.18867925 16.81132075],0
b2,1,0.230642,1.436897,[51 53] ; [30 45],[47.06145251 56.93854749] ; [33.93854749 41.06145251],0
b3,1,0.230642,1.436897,[51 53] ; [30 45],[47.06145251 56.93854749] ; [33.93854749 41.06145251],0
u2,1,0.282097,1.15696,[24 13] ; [20 18],[21.70666667 15.29333333] ; [22.29333333 15.70666667],0
r3,1,0.344907,0.892108,[160   4] ; [106   5],[158.63272727   5.36727273] ; [107.36727273   3.63272727],0
d5,1,0.394962,0.72361,[135  27] ; [88 23],[132.32967033  29.67032967] ; [90.67032967 20.32967033],0
r1,1,0.41023,0.678133,[140  25] ; [90 21],[137.5  27.5] ; [92.5 18.5],0
a7,1,0.415636,0.66262,[119  44] ; [76 35],[116.00364964  46.99635036] ; [78.99635036 32.00364964],0
v2,1,0.49758,0.460093,[98 63] ; [63 48],[95.29779412 65.70220588] ; [65.70220588 45.29779412],0
p2,1,0.540473,0.374663,[148  17] ; [102   9],[149.45652174  15.54347826] ; [100.54347826  10.45652174],0
b1,1,0.575315,0.31387,[77 88] ; [48 63],[74.72826087 90.27173913] ; [50.27173913 60.72826087],0
