Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000117,14.836208,[45 23] ; [117 173],[30.77094972 37.22905028] ; [131.22905028 158.77094972],1
a8,1,0.004813,7.94824,[ 4 63] ; [ 57 219],[11.9154519 55.0845481] ; [ 49.0845481 226.9154519],0
s6,1,0.005324,7.765925,[68  3] ; [249  52],[60.50268817 10.49731183] ; [256.49731183  44.50268817],0
s2,1,0.006192,7.493473,[61 11] ; [207  95],[51.59358289 20.40641711] ; [216.40641711  85.59358289],0
v3,1,0.024309,5.072417,[27 46] ; [148 138],[35.58495822 37.41504178] ; [139.41504178 146.58495822],0
n4,1,0.028764,4.781678,[54 19] ; [256  46],[60.34666667 12.65333333] ; [249.65333333  52.34666667],0
v2,1,0.029211,4.755139,[35 35] ; [186 104],[42.97222222 27.02777778] ; [178.02777778 111.97222222],0
b3,1,0.031895,4.60415,[12 29] ; [102 113],[18.2578125 22.7421875] ; [ 95.7421875 119.2578125],0
b2,1,0.031895,4.60415,[12 29] ; [102 113],[18.2578125 22.7421875] ; [ 95.7421875 119.2578125],0
s3,1,0.050022,3.840727,[60 12] ; [217  84],[53.4691689 18.5308311] ; [223.5308311  77.4691689],0
p1,1,0.059658,3.546854,[12 61] ; [ 27 275],[ 7.592 65.408] ; [ 31.408 270.592],0
d1,1,0.06501,3.404725,[56 17] ; [199 105],[49.37665782 23.62334218] ; [205.62334218  98.37665782],0
p11,1,0.108576,2.574821,[54 19] ; [250  54],[58.86472149 14.13527851] ; [245.13527851  58.86472149],0
u1,1,0.110855,2.541987,[22 51] ; [ 65 239],[16.84615385 56.15384615] ; [ 70.15384615 233.84615385],0
n1,1,0.161645,1.958772,[ 6 13] ; [29 29],[ 8.63636364 10.36363636] ; [26.36363636 31.63636364],0
n3,1,0.166729,1.912115,[16  3] ; [40 19],[13.64102564  5.35897436] ; [42.35897436 16.64102564],0
u4,1,0.174925,1.840224,[ 1 72] ; [ 15 289],[ 3.09814324 69.90185676] ; [ 12.90185676 291.09814324],0
p2,1,0.203791,1.614996,[58 15] ; [259  44],[61.54521277 11.45478723] ; [255.45478723  47.54521277],0
d2,1,0.20636,1.596782,[47 26] ; [171 133],[42.21220159 30.78779841] ; [175.78779841 128.21220159],0
p6,1,0.206597,1.595113,[38 34] ; [134 167],[33.20107239 38.79892761] ; [138.79892761 162.20107239],0
d5,1,0.217704,1.519439,[66  7] ; [257  46],[62.71010638 10.28989362] ; [260.28989362  42.71010638],0
a1,1,0.240279,1.378956,[ 2 71] ; [ 19 285],[ 4.066313 68.933687] ; [ 16.933687 287.066313],0
d3,1,0.292978,1.105887,[55 18] ; [210  94],[51.31299735 21.68700265] ; [213.68700265  90.31299735],0
n5,1,0.298363,1.081498,[55 18] ; [244  58],[58.20533333 14.79466667] ; [240.79466667  61.20533333],0
a5,1,0.317765,0.998125,[55 18] ; [245  59],[58.09018568 14.90981432] ; [241.90981432  62.09018568],0
n6,1,0.323794,0.973559,[62 11] ; [269  33],[64.43466667  8.56533333] ; [266.56533333  35.43466667],0
u2,1,0.340208,0.909646,[10  7] ; [44 18],[11.62025316  5.37974684] ; [42.37974684 19.62025316],0
r1,1,0.368645,0.808227,[62 11] ; [268  34],[64.24  8.76] ; [265.76  36.24],0
s7,1,0.387488,0.74681,[56 14] ; [217  72],[53.23119777 16.76880223] ; [219.76880223  69.23119777],0
s1,1,0.393428,0.72832,[ 4 69] ; [ 10 288],[ 2.75471698 70.24528302] ; [ 11.24528302 286.75471698],0
a6,1,0.417181,0.658242,[46 27] ; [206  97],[48.92553191 24.07446809] ; [203.07446809  99.92553191],0
p3,1,0.428846,0.625946,[40 33] ; [182 122],[42.9867374 30.0132626] ; [179.0132626 124.9867374],0
p10,1,0.453349,0.562264,[65  7] ; [262  39],[63.12064343  8.87935657] ; [263.87935657  37.12064343],0
b1,1,0.459806,0.546367,[33 40] ; [123 181],[30.20689655 42.79310345] ; [125.79310345 178.20689655],0
p9,1,0.480784,0.497084,[67  5] ; [273  29],[65.45454545  6.54545455] ; [274.54545455  27.45454545],0
v1,1,0.482281,0.493701,[43 30] ; [185 107],[45.6 27.4] ; [182.4 109.6],0
p12,1,0.543622,0.368869,[ 7 65] ; [ 37 264],[ 8.49329759 63.50670241] ; [ 35.50670241 265.49329759],0
b5,1,0.551518,0.354605,[46 27] ; [180 124],[43.76127321 29.23872679] ; [182.23872679 121.76127321],0
p7,1,0.582911,0.301552,[52 19] ; [207  89],[50.10626703 20.89373297] ; [208.89373297  87.10626703],0
u3,1,0.592008,0.28722,[13  4] ; [44 19],[12.1125  4.8875] ; [44.8875 18.1125],0
a3,1,0.594736,0.283008,[56 17] ; [241  62],[57.66223404 15.33776596] ; [239.33776596  63.66223404],0
a7,1,0.597426,0.278895,[50 23] ; [217  86],[51.83776596 21.16223404] ; [215.16223404  87.83776596],0
r3,1,0.619489,0.246586,[72  1] ; [297   7],[71.45092838  1.54907162] ; [297.54907162   6.45092838],0
b4,1,0.710368,0.13791,[41 32] ; [178 126],[42.40583554 30.59416446] ; [176.59416446 127.40583554],0
r2,1,0.726732,0.122133,[72  1] ; [296   6],[71.63733333  1.36266667] ; [296.36266667   5.63733333],0
a4,1,0.764932,0.089407,[36 37] ; [144 160],[34.85411141 38.14588859] ; [145.14588859 158.85411141],0
p8,1,0.766786,0.087961,[41 31] ; [176 123],[42.11320755 29.88679245] ; [174.88679245 124.11320755],0
n2,1,0.786086,0.073656,[13  6] ; [43 17],[13.46835443  5.53164557] ; [42.53164557 17.46835443],0
p5,1,0.89074,0.01887,[11 62] ; [ 47 252],[11.38172043 61.61827957] ; [ 46.61827957 252.38172043],0
d4,1,0.962712,0.002186,[62 11] ; [258  45],[62.12765957 10.87234043] ; [257.87234043  45.12765957],0
p4,1,0.973468,0.001106,[49 24] ; [204  99],[49.11968085 23.88031915] ; [203.88031915  99.11968085],0
a2,1,0.987001,0.000265,[20 53] ; [ 83 221],[19.94429708 53.05570292] ; [ 83.05570292 220.94429708],0
