Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.357394,[43 61] ; [40  8],[56.78947368 47.21052632] ; [26.21052632 21.78947368],1
s7,1,7.4e-05,15.69488,[22 74] ; [26 20],[32.45070423 63.54929577] ; [15.54929577 30.45070423],1
s2,1,0.000349,12.788547,[35 69] ; [31 17],[45.15789474 58.84210526] ; [20.84210526 27.15789474],1
p10,1,0.001793,9.750409,[53 48] ; [38 10],[61.68456376 39.31543624] ; [29.31543624 18.68456376],0
s5,1,0.002028,9.524457,[14 84] ; [17 29],[21.09722222 76.90277778] ; [ 9.90277778 36.09722222],0
p11,1,0.012617,6.222043,[59 45] ; [38 11],[65.93464052 38.06535948] ; [31.06535948 17.93464052],0
v1,1,0.015262,5.886016,[37 65] ; [27 20],[43.81208054 58.18791946] ; [20.18791946 26.81208054],0
p9,1,0.017012,5.69515,[63 39] ; [39  9],[69.36 32.64] ; [32.64 15.36],0
b2,1,0.017841,5.611729,[ 8 43] ; [14 23],[12.75 38.25] ; [ 9.25 27.75],0
b3,1,0.017841,5.611729,[ 8 43] ; [14 23],[12.75 38.25] ; [ 9.25 27.75],0
s3,1,0.022299,5.222284,[50 54] ; [32 15],[56.47682119 47.52317881] ; [25.52317881 21.47682119],0
u3,1,0.022666,5.193959,[21 15] ; [16  2],[24.66666667 11.33333333] ; [12.33333333  5.66666667],0
v4,1,0.026616,4.915577,[88 14] ; [47  1],[91.8 10.2] ; [43.2  4.8],0
d1,1,0.028916,4.772625,[44 60] ; [30 19],[50.30065359 53.69934641] ; [23.69934641 25.30065359],0
p3,1,0.039975,4.21896,[32 69] ; [24 25],[37.70666667 63.29333333] ; [18.29333333 30.70666667],0
s4,1,0.061271,3.502632,[13 91] ; [12 37],[16.99346405 87.00653595] ; [ 8.00653595 40.99346405],0
p5,1,0.063183,3.451797,[  2 100] ; [ 4 44],[ 4.08 97.92] ; [ 1.92 46.08],0
p7,1,0.066394,3.369983,[48 51] ; [31 17],[53.20408163 45.79591837] ; [25.79591837 22.20408163],0
p2,1,0.067229,3.349402,[68 33] ; [40  9],[72.72 28.28] ; [35.28 13.72],0
