Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,25.030929,[61 14] ; [11 23],[49.5412844 25.4587156] ; [22.4587156 11.5412844],1
n6,1,0.001569,9.995318,[66  9] ; [21 13],[59.86238532 15.13761468] ; [27.13761468  6.86238532],0
p10,1,0.00163,9.925306,[64 11] ; [19 14],[57.63888889 17.36111111] ; [25.36111111  7.63888889],0
p11,1,0.008135,7.003586,[65 10] ; [22 12],[59.86238532 15.13761468] ; [27.13761468  6.86238532],0
p9,1,0.021381,5.295431,[66  9] ; [23 10],[61.80555556 13.19444444] ; [27.19444444  5.80555556],0
p2,1,0.024314,5.072083,[63 12] ; [22 12],[58.48623853 16.51376147] ; [26.51376147  7.48623853],0
d4,1,0.06271,3.464227,[57 18] ; [31  3],[60.55045872 14.44954128] ; [27.44954128  6.55045872],0
u3,1,0.07822,3.101499,[12 18] ; [9 4],[14.65116279 15.34883721] ; [6.34883721 6.65116279],0
s3,1,0.129154,2.302647,[49 26] ; [17 17],[45.41284404 29.58715596] ; [20.58715596 13.41284404],0
d3,1,0.135826,2.224619,[44 31] ; [25  9],[47.47706422 27.52293578] ; [21.52293578 12.47706422],0
v2,1,0.142523,2.150507,[38 33] ; [13 21],[34.48571429 36.51428571] ; [16.51428571 17.48571429],0
v1,1,0.16689,1.910657,[40 32] ; [14 20],[36.67924528 35.32075472] ; [17.32075472 16.67924528],0
b1,1,0.213364,1.548456,[28 47] ; [17 17],[30.96330275 44.03669725] ; [14.03669725 19.96330275],0
d5,1,0.221137,1.49698,[51 24] ; [27  7],[53.66972477 21.33027523] ; [24.33027523  9.66972477],0
a1,1,0.281575,1.159471,[ 6 69] ; [ 5 29],[ 7.56880734 67.43119266] ; [ 3.43119266 30.56880734],0
r4,1,0.283037,1.152449,[52 23] ; [20 14],[49.5412844 25.4587156] ; [22.4587156 11.5412844],0
p5,1,0.30218,1.064547,[12 62] ; [ 3 31],[10.27777778 63.72222222] ; [ 4.72222222 29.27777778],0
a8,1,0.320302,0.987712,[ 6 65] ; [ 1 31],[ 4.82524272 66.17475728] ; [ 2.17475728 29.82524272],0
a6,1,0.328743,0.953844,[45 30] ; [17 17],[42.66055046 32.33944954] ; [19.33944954 14.66055046],0
n2,1,0.35092,0.870129,[17  7] ; [11  2],[18.16216216  5.83783784] ; [9.83783784 3.16216216],0
v3,1,0.372456,0.795455,[26 46] ; [ 9 24],[24. 48.] ; [11. 22.],0
u2,1,0.39084,0.736327,[16 13] ; [9 4],[17.26190476 11.73809524] ; [7.73809524 5.26190476],0
s1,1,0.4081,0.684329,[ 2 73] ; [ 2 32],[ 2.75229358 72.24770642] ; [ 1.24770642 32.75229358],0
s8,1,0.411374,0.674827,[35 40] ; [13 21],[33.02752294 41.97247706] ; [14.97247706 19.02752294],0
r2,1,0.441556,0.592235,[60 13] ; [25  8],[58.53773585 14.46226415] ; [26.46226415  6.53773585],0
s5,1,0.459883,0.546181,[26 46] ; [14 18],[27.69230769 44.30769231] ; [12.30769231 19.69230769],0
p1,1,0.491058,0.474207,[ 4 71] ; [ 3 31],[ 4.81651376 70.18348624] ; [ 2.18348624 31.81651376],0
b4,1,0.513578,0.42677,[49 26] ; [20 14],[47.47706422 27.52293578] ; [21.52293578 12.47706422],0
s7,1,0.527354,0.399488,[37 34] ; [15 18],[35.5 35.5] ; [16.5 16.5],0
a7,1,0.550064,0.357203,[44 31] ; [22 12],[45.41284404 29.58715596] ; [20.58715596 13.41284404],0
p8,1,0.551181,0.355206,[36 38] ; [14 19],[34.57943925 39.42056075] ; [15.42056075 17.57943925],0
p4,1,0.576039,0.312682,[44 31] ; [18 16],[42.66055046 32.33944954] ; [19.33944954 14.66055046],0
s2,1,0.640003,0.218738,[45 30] ; [22 12],[46.10091743 28.89908257] ; [20.89908257 13.10091743],0
p6,1,0.654788,0.199917,[28 46] ; [11 22],[26.97196262 47.02803738] ; [12.02803738 20.97196262],0
s4,1,0.655302,0.199281,[19 56] ; [10 24],[19.95412844 55.04587156] ; [ 9.04587156 24.95412844],0
r3,1,0.69623,0.152423,[68  7] ; [30  4],[67.43119266  7.56880734] ; [30.56880734  3.43119266],0
a2,1,0.69623,0.152423,[ 7 68] ; [ 4 30],[ 7.56880734 67.43119266] ; [ 3.43119266 30.56880734],0
v4,1,0.712965,0.135333,[67  7] ; [30  4],[66.46296296  7.53703704] ; [30.53703704  3.46296296],0
p3,1,0.727073,0.121816,[38 37] ; [16 18],[37.1559633 37.8440367] ; [16.8440367 17.1559633],0
b2,1,0.733875,0.115583,[13 37] ; [ 6 14],[13.57142857 36.42857143] ; [ 5.42857143 14.57142857],0
b3,1,0.733875,0.115583,[13 37] ; [ 6 14],[13.57142857 36.42857143] ; [ 5.42857143 14.57142857],0
a5,1,0.80384,0.061693,[46 29] ; [20 14],[45.41284404 29.58715596] ; [20.58715596 13.41284404],0
n1,1,0.849647,0.035936,[10 14] ; [5 8],[ 9.72972973 14.27027027] ; [5.27027027 7.72972973],0
a4,1,0.860253,0.030994,[23 52] ; [11 23],[23.39449541 51.60550459] ; [10.60550459 23.39449541],0
a3,1,0.861361,0.0305,[45 30] ; [21 13],[45.41284404 29.58715596] ; [20.58715596 13.41284404],0
p12,1,0.884929,0.020945,[ 6 69] ; [ 3 31],[ 6.19266055 68.80733945] ; [ 2.80733945 31.19266055],0
p7,1,0.886697,0.020302,[44 29] ; [20 14],[43.6635514 29.3364486] ; [20.3364486 13.6635514],0
d2,1,0.907669,0.013451,[30 45] ; [14 20],[30.27522936 44.72477064] ; [13.72477064 20.27522936],0
b5,1,0.928241,0.008111,[47 28] ; [21 13],[46.78899083 28.21100917] ; [21.21100917 12.78899083],0
n3,1,0.954089,0.003315,[15  9] ; [8 5],[14.91891892  9.08108108] ; [8.08108108 4.91891892],0
d1,1,0.969676,0.001445,[35 40] ; [16 18],[35.09174312 39.90825688] ; [15.90825688 18.09174312],0
