Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.003091,8.752718,[4 6] ; [41  8],[7.62711864 2.37288136] ; [37.37288136 11.62711864],0
d3,1,0.005862,7.592282,[4 6] ; [40  9],[7.45762712 2.54237288] ; [36.54237288 12.45762712],0
v4,1,0.034595,4.465059,[8 3] ; [46  3],[9.9 1.1] ; [44.1  4.9],0
d2,1,0.035716,4.410613,[ 1 10] ; [21 28],[4.03333333 6.96666667] ; [17.96666667 31.03333333],0
b4,1,0.056133,3.648093,[4 7] ; [33 16],[6.78333333 4.21666667] ; [30.21666667 18.78333333],0
a4,1,0.094022,2.804135,[ 1 10] ; [17 32],[3.3 7.7] ; [14.7 34.3],0
s3,1,0.132598,2.26182,[5 6] ; [34 15],[7.15 3.85] ; [31.85 17.15],0
s5,1,0.137305,2.207905,[3 8] ; [24 22],[5.21052632 5.78947368] ; [21.78947368 24.21052632],0
r3,1,0.199967,1.642614,[9 2] ; [45  3],[10.06779661  0.93220339] ; [43.93220339  4.06779661],0
n1,1,0.29203,1.11024,[1 5] ; [ 8 12],[2.07692308 3.92307692] ; [ 6.92307692 13.07692308],0
n3,1,0.29203,1.11024,[5 1] ; [12  8],[3.92307692 2.07692308] ; [13.07692308  6.92307692],0
p9,1,0.31141,1.024687,[7 4] ; [36 10],[8.29824561 2.70175439] ; [34.70175439 11.29824561],0
r1,1,0.340356,0.909091,[8 3] ; [28 21],[6.6 4.4] ; [29.4 19.6],0
b1,1,0.345332,0.890538,[5 6] ; [15 34],[3.66666667 7.33333333] ; [16.33333333 32.66666667],0
u2,1,0.35188,0.866667,[2 4] ; [11  9],[3. 3.] ; [10. 10.],0
p10,1,0.376903,0.780778,[7 4] ; [36 11],[8.15517241 2.84482759] ; [34.84482759 12.15517241],0
n6,1,0.38803,0.745106,[9 2] ; [33 15],[7.83050847 3.16949153] ; [34.16949153 13.83050847],0
a3,1,0.406313,0.689563,[5 6] ; [29 20],[6.23333333 4.76666667] ; [27.76666667 21.23333333],0
p11,1,0.406313,0.689563,[5 6] ; [29 20],[6.23333333 4.76666667] ; [27.76666667 21.23333333],0
p2,1,0.420949,0.647664,[7 4] ; [37 12],[8.06666667 2.93333333] ; [35.93333333 13.06666667],0
s2,1,0.421149,0.647108,[6 5] ; [33 16],[7.15 3.85] ; [31.85 17.15],0
p6,1,0.446316,0.57999,[3 8] ; [19 29],[4.10169492 6.89830508] ; [17.89830508 30.10169492],0
s7,1,0.448625,0.574122,[4 6] ; [25 22],[5.0877193 4.9122807] ; [23.9122807 23.0877193],0
p1,1,0.456369,0.554786,[2 9] ; [ 5 44],[1.28333333 9.71666667] ; [ 5.71666667 43.28333333],0
s8,1,0.474341,0.511846,[3 8] ; [19 30],[4.03333333 6.96666667] ; [17.96666667 31.03333333],0
a5,1,0.481321,0.495868,[5 6] ; [28 21],[6.05 4.95] ; [26.95 22.05],0
a6,1,0.481321,0.495868,[5 6] ; [28 21],[6.05 4.95] ; [26.95 22.05],0
r2,1,0.490895,0.474563,[10  1] ; [47  2],[10.45  0.55] ; [46.55  2.45],0
a7,1,0.4995,0.456,[8 2] ; [34 15],[7.11864407 2.88135593] ; [34.88135593 14.11864407],0
r4,1,0.50459,0.445269,[8 3] ; [40  9],[8.8 2.2] ; [39.2  9.8],0
v1,1,0.522822,0.408322,[3 8] ; [18 30],[3.91525424 7.08474576] ; [17.08474576 30.91525424],0
s6,1,0.526469,0.401203,[8 3] ; [39  9],[8.76271186 2.23728814] ; [38.23728814  9.76271186],0
p3,1,0.552125,0.353524,[3 8] ; [18 31],[3.85 7.15] ; [17.15 31.85],0
v2,1,0.667675,0.184333,[4 7] ; [20 26],[4.63157895 6.36842105] ; [19.36842105 26.63157895],0
n5,1,0.682814,0.166976,[5 6] ; [19 30],[4.4 6.6] ; [19.6 29.4],0
n2,1,0.686494,0.162907,[4 2] ; [15  5],[4.38461538 1.61538462] ; [14.61538462  5.38461538],0
p7,1,0.723299,0.125354,[7 4] ; [26 19],[6.48214286 4.51785714] ; [26.51785714 18.48214286],0
v3,1,0.787235,0.072848,[3 8] ; [11 36],[2.65517241 8.34482759] ; [11.34482759 35.65517241],0
p8,1,0.804206,0.061458,[4 7] ; [19 28],[4.36206897 6.63793103] ; [18.63793103 28.36206897],0
u3,1,0.876697,0.024074,[4 2] ; [14  6],[4.15384615 1.84615385] ; [13.84615385  6.15384615],0
b5,1,0.916435,0.011009,[7 4] ; [32 17],[7.15 3.85] ; [31.85 17.15],0
p4,1,0.97325,0.001124,[5 6] ; [22 27],[4.95 6.05] ; [22.05 26.95],0
