Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,56.078359,[170  81] ; [30 86],[136.78474114 114.21525886] ; [63.21525886 52.78474114],1
p6,1,0.0,42.931046,[140 111] ; [22 93],[111.09836066 139.90163934] ; [50.90163934 64.09836066],1
p2,1,3e-06,21.57075,[227  24] ; [83 33],[212.01634877  38.98365123] ; [97.98365123 18.01634877],1
p11,1,1.1e-05,19.324621,[210  41] ; [73 43],[193.55040872  57.44959128] ; [89.44959128 26.55040872],1
p4,1,0.000258,13.35269,[182  68] ; [62 54],[166.66666667  83.33333333] ; [77.33333333 38.66666667],1
p3,1,0.000382,12.618365,[152  98] ; [47 68],[136.30136986 113.69863014] ; [62.69863014 52.30136986],1
p10,1,0.000811,11.215469,[225  26] ; [87 27],[214.55342466  36.44657534] ; [97.44657534 16.55342466],1
n5,1,0.001798,9.745235,[210  38] ; [82 34],[198.94505495  49.05494505] ; [93.05494505 22.94505495],0
s5,1,0.002453,9.175196,[129 116] ; [38 70],[115.90651558 129.09348442] ; [51.09348442 56.90651558],0
n6,1,0.004691,7.994736,[223  23] ; [92 23],[214.65373961  31.34626039] ; [100.34626039  14.65373961],0
r3,1,0.00794,7.046866,[247   2] ; [110   6],[243.54246575   5.45753425] ; [113.45753425   2.54246575],0
p5,1,0.018193,5.577514,[ 40 209] ; [  8 106],[ 32.92561983 216.07438017] ; [15.07438017 98.92561983],0
v4,1,0.02242,5.212875,[247   3] ; [110   6],[243.85245902   6.14754098] ; [113.14754098   2.85245902],0
b5,1,0.025212,5.009282,[140 111] ; [79 37],[149.77929155 101.22070845] ; [69.22070845 46.77929155],0
p9,1,0.028585,4.792442,[226  24] ; [93 20],[219.6969697  30.3030303] ; [99.3030303 13.6969697],0
a8,1,0.03362,4.513901,[ 47 188] ; [11 93],[ 40.20648968 194.79351032] ; [17.79351032 86.20648968],0
d3,1,0.038298,4.291728,[189  60] ; [76 40],[180.78082192  68.21917808] ; [84.21917808 31.78082192],0
a1,1,0.042394,4.119421,[ 17 234] ; [  2 114],[ 12.99455041 238.00544959] ; [  6.00544959 109.99455041],0
n1,1,0.065229,3.399181,[14 28] ; [18 15],[17.92 24.08] ; [14.08 18.92],0
a3,1,0.086816,2.932448,[201  49] ; [84 32],[194.67213115  55.32786885] ; [90.32786885 25.67213115],0
a6,1,0.123845,2.368006,[170  78] ; [70 46],[163.51648352  84.48351648] ; [76.48351648 39.51648352],0
s7,1,0.133176,2.255088,[183  60] ; [73 35],[177.23076923  65.76923077] ; [78.76923077 29.23076923],0
u3,1,0.139649,2.181818,[30 18] ; [25  7],[33. 15.] ; [22. 10.],0
b3,1,0.157224,2.000721,[69 86] ; [23 44],[64.23423423 90.76576577] ; [27.76576577 39.23423423],0
b2,1,0.157224,2.000721,[69 86] ; [23 44],[64.23423423 90.76576577] ; [27.76576577 39.23423423],0
a2,1,0.157481,1.998252,[ 81 170] ; [29 87],[ 75.23160763 175.76839237] ; [34.76839237 81.23160763],0
n2,1,0.161471,1.9604,[35  7] ; [23 10],[32.48  9.52] ; [25.52  7.48],0
s1,1,0.171793,1.867228,[ 11 240] ; [  9 105],[ 13.75342466 237.24657534] ; [  6.24657534 107.75342466],0
v2,1,0.255432,1.293345,[150  91] ; [62 49],[145.14772727  95.85227273] ; [66.85227273 44.14772727],0
s8,1,0.263762,1.248904,[163  87] ; [68 47],[158.21917808  91.78082192] ; [72.78082192 42.21917808],0
d2,1,0.294838,1.097397,[137 112] ; [70 45],[141.60164835 107.39835165] ; [65.39835165 49.60164835],0
r2,1,0.333832,0.933976,[246   3] ; [113   3],[244.90684932   4.09315068] ; [114.09315068   1.90684932],0
v1,1,0.341786,0.903722,[148  99] ; [60 50],[143.91036415 103.08963585] ; [64.08963585 45.91036415],0
d4,1,0.363454,0.825922,[220  28] ; [99 17],[217.34065934  30.65934066] ; [101.65934066  14.34065934],0
d5,1,0.380191,0.770084,[212  36] ; [95 21],[209.16483516  38.83516484] ; [97.83516484 18.16483516],0
a4,1,0.401016,0.705279,[133 118] ; [56 60],[129.26158038 121.73841962] ; [59.73841962 56.26158038],0
p1,1,0.403884,0.696733,[ 23 226] ; [ 14 102],[ 25.24109589 223.75890411] ; [ 11.75890411 104.24109589],0
b4,1,0.410875,0.676268,[140 111] ; [70 46],[143.6239782 107.3760218] ; [66.3760218 49.6239782],0
n4,1,0.480702,0.49727,[208  42] ; [93 23],[205.6010929  44.3989071] ; [95.3989071 20.6010929],0
p12,1,0.523452,0.407086,[ 29 222] ; [16 99],[ 30.86065574 220.13934426] ; [ 14.13934426 100.86065574],0
u4,1,0.588384,0.292876,[  8 243] ; [  5 111],[  8.89100817 242.10899183] ; [  4.10899183 111.89100817],0
u1,1,0.646702,0.210084,[ 64 187] ; [27 89],[ 62.23705722 188.76294278] ; [28.76294278 87.23705722],0
s6,1,0.682185,0.167677,[220  29] ; [99 15],[218.81818182  30.18181818] ; [100.18181818  13.81818182],0
b1,1,0.716759,0.13162,[101 150] ; [49 67],[102.58855586 148.41144414] ; [47.41144414 68.58855586],0
r4,1,0.730495,0.118657,[244   7] ; [112   4],[243.47683924   7.52316076] ; [112.52316076   3.47683924],0
n3,1,0.73126,0.117958,[34  9] ; [25  8],[33.38157895  9.61842105] ; [25.61842105  7.38157895],0
s4,1,0.827798,0.047318,[ 56 190] ; [25 90],[ 55.1966759 190.8033241] ; [25.8033241 89.1966759],0
s3,1,0.868089,0.027585,[226  25] ; [102  12],[225.55616438  25.44383562] ; [102.44383562  11.55616438],0
a7,1,0.902362,0.01505,[186  64] ; [87 29],[186.47540984  63.52459016] ; [86.52459016 29.47540984],0
a5,1,0.914238,0.011598,[196  55] ; [90 26],[195.60217984  55.39782016] ; [90.39782016 25.60217984],0
v3,1,0.931242,0.007445,[111 131] ; [49 59],[110.62857143 131.37142857] ; [49.37142857 58.62857143],0
u2,1,0.938105,0.00603,[29 19] ; [19 12],[29.16455696 18.83544304] ; [18.83544304 12.16455696],0
d1,1,0.953297,0.00343,[168  83] ; [78 38],[168.24523161  82.75476839] ; [77.75476839 38.24523161],0
