Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,2.3e-05,17.943817,[4 2] ; [ 2 39],[0.76595745 5.23404255] ; [ 5.23404255 35.76595745],1
r4,1,0.000206,13.779738,[1 5] ; [35  6],[4.59574468 1.40425532] ; [31.40425532  9.59574468],1
d5,1,0.024949,5.02742,[1 5] ; [26 14],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
p10,1,0.034437,4.472882,[2 4] ; [31 10],[4.21276596 1.78723404] ; [28.78723404 12.21276596],0
p9,1,0.034437,4.472882,[2 4] ; [31 10],[4.21276596 1.78723404] ; [28.78723404 12.21276596],0
r3,1,0.039753,4.228391,[3 3] ; [35  6],[4.85106383 1.14893617] ; [33.14893617  7.85106383],0
r2,1,0.057989,3.593984,[4 2] ; [37  3],[5.34782609 0.65217391] ; [35.65217391  4.34782609],0
r1,1,0.070976,3.260294,[2 4] ; [29 12],[3.95744681 2.04255319] ; [27.04255319 13.95744681],0
n5,1,0.096004,2.7707,[2 4] ; [28 13],[3.82978723 2.17021277] ; [26.17021277 14.82978723],0
p11,1,0.096004,2.7707,[2 4] ; [28 13],[3.82978723 2.17021277] ; [26.17021277 14.82978723],0
n6,1,0.103534,2.65024,[2 3] ; [30 10],[3.55555556 1.44444444] ; [28.44444444 11.55555556],0
d1,1,0.113141,2.509793,[1 5] ; [21 20],[2.80851064 3.19148936] ; [19.19148936 21.80851064],0
p6,1,0.139465,2.183857,[1 5] ; [20 21],[2.68085106 3.31914894] ; [18.31914894 22.68085106],0
v2,1,0.152078,2.051282,[2 4] ; [25 14],[3.6 2.4] ; [23.4 15.6],0
n4,1,0.16081,1.966593,[2 4] ; [26 15],[3.57446809 2.42553191] ; [24.42553191 16.57446809],0
s6,1,0.176041,1.830734,[2 4] ; [25 15],[3.52173913 2.47826087] ; [23.47826087 16.52173913],0
b1,1,0.287087,1.13323,[1 5] ; [16 25],[2.17021277 3.82978723] ; [14.82978723 26.17021277],0
a5,1,0.30892,1.03529,[3 3] ; [29 12],[4.08510638 1.91489362] ; [27.91489362 13.08510638],0
a4,1,0.317731,0.998264,[1 5] ; [15 25],[2.08695652 3.91304348] ; [13.91304348 26.08695652],0
n2,1,0.371093,0.8,[2 1] ; [8 1],[2.5 0.5] ; [7.5 1.5],0
d2,1,0.401318,0.704375,[3 3] ; [13 27],[2.08695652 3.91304348] ; [13.91304348 26.08695652],0
u3,1,0.427205,0.630409,[1 2] ; [11  8],[1.63636364 1.36363636] ; [10.36363636  8.63636364],0
u2,1,0.427205,0.630409,[2 1] ; [ 8 11],[1.36363636 1.63636364] ; [ 8.63636364 10.36363636],0
s8,1,0.431872,0.617783,[1 5] ; [13 27],[1.82608696 4.17391304] ; [12.17391304 27.82608696],0
p3,1,0.445996,0.580808,[4 2] ; [20 20],[3.13043478 2.86956522] ; [20.86956522 19.13043478],0
a7,1,0.450339,0.569799,[3 3] ; [27 14],[3.82978723 2.17021277] ; [26.17021277 14.82978723],0
a6,1,0.477812,0.503854,[3 3] ; [26 14],[3.7826087 2.2173913] ; [25.2173913 14.7826087],0
p4,1,0.481924,0.494505,[4 2] ; [20 19],[3.2 2.8] ; [20.8 18.2],0
n3,1,0.504985,0.444444,[1 2] ; [5 4],[1.5 1.5] ; [4.5 4.5],0
n1,1,0.504985,0.444444,[1 2] ; [5 4],[1.5 1.5] ; [4.5 4.5],0
v3,1,0.527821,0.398584,[3 3] ; [15 26],[2.29787234 3.70212766] ; [15.70212766 25.29787234],0
p1,1,0.608114,0.262931,[1 5] ; [ 4 37],[0.63829787 5.36170213] ; [ 4.36170213 36.63829787],0
s4,1,0.759183,0.093975,[1 5] ; [ 5 36],[0.76595745 5.23404255] ; [ 5.23404255 35.76595745],0
v1,1,0.779023,0.078732,[3 3] ; [18 23],[2.68085106 3.31914894] ; [18.31914894 22.68085106],0
b4,1,0.779023,0.078732,[3 3] ; [23 18],[3.31914894 2.68085106] ; [22.68085106 18.31914894],0
a3,1,0.818648,0.052571,[3 3] ; [22 18],[3.26086957 2.73913043] ; [21.73913043 18.26086957],0
s2,1,0.818648,0.052571,[3 3] ; [18 22],[2.73913043 3.26086957] ; [18.26086957 21.73913043],0
d3,1,0.818648,0.052571,[3 3] ; [22 18],[3.26086957 2.73913043] ; [21.73913043 18.26086957],0
b5,1,0.866786,0.028137,[3 3] ; [22 19],[3.19148936 2.80851064] ; [21.80851064 19.19148936],0
p5,1,0.86859,0.027374,[1 5] ; [ 8 33],[1.14893617 4.85106383] ; [ 7.85106383 33.14893617],0
b3,1,0.881546,0.022204,[1 2] ; [ 7 17],[0.88888889 2.11111111] ; [ 7.11111111 16.88888889],0
b2,1,0.881546,0.022204,[1 2] ; [ 7 17],[0.88888889 2.11111111] ; [ 7.11111111 16.88888889],0
s3,1,0.902781,0.01492,[2 4] ; [14 25],[2.13333333 3.86666667] ; [13.86666667 25.13333333],0
p7,1,0.902781,0.01492,[4 2] ; [25 14],[3.86666667 2.13333333] ; [25.13333333 13.86666667],0
d4,1,0.936293,0.006389,[4 2] ; [26 14],[3.91304348 2.08695652] ; [26.08695652 13.91304348],0
