Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,82.790838,[ 59 174] ; [100  35],[100.67119565 132.32880435] ; [58.32880435 76.67119565],1
s6,1,0.0,65.351528,[112 128] ; [123  16],[148.81266491  91.18733509] ; [86.18733509 52.81266491],1
s2,1,0.0,43.309253,[ 82 161] ; [96 44],[112.93472585 130.06527415] ; [65.06527415 74.93472585],1
s3,1,0.0,39.340671,[103 139] ; [106  34],[132.40314136 109.59685864] ; [76.59685864 63.40314136],1
p4,1,1e-06,23.261028,[107 136] ; [98 43],[129.7265625 113.2734375] ; [75.2734375 65.7265625],1
d1,1,2e-06,22.992897,[103 142] ; [95 46],[125.67357513 119.32642487] ; [72.32642487 68.67357513],1
p9,1,2.2e-05,18.040356,[167  73] ; [125  16],[183.93700787  56.06299213] ; [108.06299213  32.93700787],1
p6,1,4e-05,16.85879,[ 62 180] ; [65 76],[ 80.24543081 161.75456919] ; [46.75456919 94.24543081],1
p10,1,7.6e-05,15.644313,[160  81] ; [119  21],[176.48031496  64.51968504] ; [102.51968504  37.48031496],1
p12,1,0.000199,13.840355,[  4 239] ; [ 14 126],[ 11.42036554 231.57963446] ; [  6.57963446 133.42036554],1
s5,1,0.000214,13.704625,[ 58 181] ; [58 78],[ 73.93066667 165.06933333] ; [42.06933333 93.93066667],1
r4,1,0.00022,13.650686,[203  42] ; [135   6],[214.53367876  30.46632124] ; [123.46632124  17.53367876],1
r1,1,0.000358,12.741934,[165  79] ; [118  22],[179.82291667  64.17708333] ; [103.17708333  36.82291667],1
p8,1,0.000533,11.994988,[ 99 145] ; [83 58],[115.34545455 128.65454545] ; [66.65454545 74.34545455],1
p3,1,0.000543,11.963257,[ 87 156] ; [76 65],[103.1484375 139.8515625] ; [59.8515625 81.1484375],1
p7,1,0.000991,10.84438,[117 121] ; [92 46],[132.29255319 105.70744681] ; [76.70744681 61.29255319],1
a5,1,0.00118,10.521858,[146  99] ; [107  34],[160.58290155  84.41709845] ; [92.41709845 48.58290155],0
d5,1,0.002307,9.287424,[171  72] ; [118  22],[183.36031332  59.63968668] ; [105.63968668  34.36031332],0
v1,1,0.002533,9.11634,[ 81 161] ; [67 69],[ 94.75132275 147.24867725] ; [53.24867725 82.75132275],0
d2,1,0.00301,8.80139,[ 96 146] ; [78 63],[109.94255875 132.05744125] ; [64.05744125 76.94255875],0
