Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000598,11.780797,[23  5] ; [49 58],[14.93333333 13.06666667] ; [57.06666667 49.93333333],1
s2,1,0.001276,10.376474,[18 11] ; [31 74],[10.60447761 18.39552239] ; [38.39552239 66.60447761],0
s3,1,0.01453,5.972533,[18 10] ; [40 64],[12.3030303 15.6969697] ; [45.6969697 58.3030303],0
a8,1,0.036386,4.378924,[ 6 18] ; [ 9 88],[ 2.97520661 21.02479339] ; [12.02479339 84.97520661],0
p5,1,0.041232,4.166452,[ 4 25] ; [  4 103],[ 1.70588235 27.29411765] ; [  6.29411765 100.70588235],0
b4,1,0.064815,3.40969,[22  7] ; [61 46],[17.69852941 11.30147059] ; [65.30147059 41.69852941],0
a4,1,0.065069,3.403215,[16 13] ; [38 67],[11.68656716 17.31343284] ; [42.31343284 62.68656716],0
s7,1,0.065618,3.389373,[14 13] ; [34 70],[ 9.89312977 17.10687023] ; [38.10687023 65.89312977],0
s4,1,0.082427,3.016393,[ 7 22] ; [12 93],[ 4.1119403 24.8880597] ; [14.8880597 90.1119403],0
r2,1,0.093921,2.805854,[28  1] ; [90 16],[25.34814815  3.65185185] ; [92.65185185 13.34814815],0
p6,1,0.100327,2.700337,[ 4 25] ; [30 74],[ 7.41353383 21.58646617] ; [26.58646617 77.41353383],0
u2,1,0.109873,2.556042,[2 9] ; [20 25],[4.32142857 6.67857143] ; [17.67857143 27.32142857],0
s1,1,0.157302,1.999975,[ 3 26] ; [  4 102],[ 1.5037037 27.4962963] ; [  5.4962963 100.5037037],0
v3,1,0.164039,1.936589,[12 17] ; [29 75],[ 8.93984962 20.06015038] ; [32.06015038 71.93984962],0
n3,1,0.169844,1.884321,[6 1] ; [24 17],[4.375 2.625] ; [25.625 15.375],0
p11,1,0.205542,1.602554,[19 10] ; [56 51],[15.99264706 13.00735294] ; [59.00735294 47.99264706],0
v4,1,0.207041,1.591999,[28  1] ; [95 12],[26.22794118  2.77205882] ; [96.77205882 10.22794118],0
d4,1,0.236392,1.401983,[23  5] ; [76 31],[20.53333333  7.46666667] ; [78.46666667 28.53333333],0
p4,1,0.24234,1.36693,[15 14] ; [42 64],[12.24444444 16.75555556] ; [44.75555556 61.24444444],0
s8,1,0.268333,1.225246,[10 18] ; [27 80],[ 7.67407407 20.32592593] ; [29.32592593 77.67407407],0
a5,1,0.275616,1.188581,[19 10] ; [58 49],[16.41911765 12.58088235] ; [60.58088235 46.41911765],0
n2,1,0.29476,1.097751,[6 1] ; [27 14],[4.8125 2.1875] ; [28.1875 12.8125],0
d2,1,0.347819,0.881397,[16 12] ; [50 56],[13.79104478 14.20895522] ; [52.20895522 53.79104478],0
n4,1,0.354309,0.857965,[18 11] ; [76 31],[20.04411765  8.95588235] ; [73.95588235 33.04411765],0
r1,1,0.359981,0.837959,[22  7] ; [71 35],[19.97777778  9.02222222] ; [73.02222222 32.97777778],0
a2,1,0.366984,0.813853,[ 7 22] ; [18 89],[ 5.33088235 23.66911765] ; [19.66911765 87.33088235],0
b2,1,0.39615,0.719981,[ 5 17] ; [21 44],[ 6.57471264 15.42528736] ; [19.42528736 45.57471264],0
b3,1,0.39615,0.719981,[ 5 17] ; [21 44],[ 6.57471264 15.42528736] ; [19.42528736 45.57471264],0
d3,1,0.410173,0.678299,[16 13] ; [68 39],[17.91176471 11.08823529] ; [66.08823529 40.91176471],0
v2,1,0.419959,0.65043,[14 14] ; [44 62],[12.11940299 15.88059701] ; [45.88059701 60.11940299],0
p9,1,0.434022,0.612038,[11 14] ; [37 67],[ 9.30232558 15.69767442] ; [38.69767442 65.30232558],0
p3,1,0.469125,0.524037,[11 18] ; [33 74],[ 9.38235294 19.61764706] ; [34.61764706 72.38235294],0
p2,1,0.470585,0.520602,[20  9] ; [66 41],[18.33823529 10.66176471] ; [67.66176471 39.33823529],0
p7,1,0.474298,0.511945,[14 14] ; [45 61],[12.32835821 15.67164179] ; [46.67164179 59.32835821],0
d5,1,0.542342,0.371216,[22  7] ; [75 32],[20.68382353  8.31617647] ; [76.31617647 30.68382353],0
r4,1,0.545125,0.366123,[24  5] ; [83 24],[22.81617647  6.18382353] ; [84.18382353 22.81617647],0
a7,1,0.596177,0.280801,[16 12] ; [67 40],[17.21481481 10.78518519] ; [65.78518519 41.21481481],0
n1,1,0.597525,0.278746,[2 5] ; [16 25],[2.625 4.375] ; [15.375 25.625],0
u3,1,0.606921,0.264683,[5 7] ; [23 23],[5.79310345 6.20689655] ; [22.20689655 23.79310345],0
v1,1,0.624498,0.239596,[ 9 19] ; [39 66],[10.10526316 17.89473684] ; [37.89473684 67.10526316],0
u1,1,0.62799,0.234796,[ 6 23] ; [18 89],[ 5.11764706 23.88235294] ; [18.88235294 88.11764706],0
a1,1,0.640659,0.217881,[ 1 28] ; [  6 101],[ 1.49264706 27.50735294] ; [  5.50735294 101.49264706],0
b5,1,0.666823,0.185341,[18 11] ; [71 36],[18.97794118 10.02205882] ; [70.02205882 36.97794118],0
b1,1,0.671539,0.179807,[12 17] ; [49 58],[13.00735294 15.99264706] ; [47.99264706 59.00735294],0
a3,1,0.762493,0.09133,[17 11] ; [61 45],[16.29850746 11.70149254] ; [61.70149254 44.29850746],0
d1,1,0.765194,0.089202,[14 15] ; [55 52],[14.71323529 14.28676471] ; [54.28676471 52.71323529],0
n5,1,0.809957,0.057831,[18 11] ; [69 38],[18.55147059 10.44852941] ; [68.44852941 38.55147059],0
r3,1,0.834304,0.043758,[25  3] ; [94 13],[24.68148148  3.31851852] ; [94.31851852 12.68148148],0
p1,1,0.909662,0.012874,[ 2 26] ; [  7 100],[ 1.86666667 26.13333333] ; [ 7.13333333 99.86666667],0
p8,1,0.950832,0.003802,[ 9 18] ; [36 70],[ 9.13533835 17.86466165] ; [35.86466165 70.13533835],0
a6,1,0.99753,1e-05,[16 13] ; [59 48],[15.99264706 13.00735294] ; [59.00735294 47.99264706],0
