Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5.7e-05,16.192908,[13 33] ; [22  7],[21.46666667 24.53333333] ; [13.53333333 15.46666667],1
p8,1,0.000177,14.065711,[ 6 40] ; [15 13],[13.05405405 32.94594595] ; [ 7.94594595 20.05405405],1
s6,1,0.001881,9.662323,[12 34] ; [17 10],[18.2739726 27.7260274] ; [10.7260274 16.2739726],0
p3,1,0.00375,8.401243,[10 35] ; [16 13],[15.81081081 29.18918919] ; [10.18918919 18.81081081],0
p6,1,0.00443,8.09847,[ 6 39] ; [12 16],[11.09589041 33.90410959] ; [ 6.90410959 21.09589041],0
p9,1,0.006533,7.39696,[22 20] ; [25  5],[27.41666667 14.58333333] ; [19.58333333 10.41666667],0
p11,1,0.007434,7.165053,[21 25] ; [23  7],[26.63157895 19.36842105] ; [17.36842105 12.63157895],0
p10,1,0.007741,7.092342,[20 25] ; [22  7],[25.54054054 19.45945946] ; [16.45945946 12.54054054],0
p2,1,0.008153,6.99955,[20 26] ; [21  7],[25.48648649 20.51351351] ; [15.51351351 12.48648649],0
s2,1,0.011504,6.385769,[11 34] ; [15 13],[16.02739726 28.97260274] ; [ 9.97260274 18.02739726],0
s3,1,0.016734,5.724081,[13 32] ; [15 11],[17.74647887 27.25352113] ; [10.25352113 15.74647887],0
d2,1,0.022654,5.194805,[30 15] ; [12 18],[25.2 19.8] ; [16.8 13.2],0
u2,1,0.038989,4.261364,[1 9] ; [3 2],[2.66666667 7.33333333] ; [1.33333333 3.66666667],0
b5,1,0.047821,3.916264,[20 26] ; [20 10],[24.21052632 21.78947368] ; [15.78947368 14.21052632],0
d1,1,0.048837,3.880939,[29 17] ; [12 18],[24.81578947 21.18421053] ; [16.18421053 13.81578947],0
s4,1,0.065634,3.388966,[ 4 42] ; [ 7 22],[ 6.74666667 39.25333333] ; [ 4.25333333 24.74666667],0
p5,1,0.065953,3.38098,[ 3 43] ; [ 6 23],[ 5.52 40.48] ; [ 3.48 25.52],0
a4,1,0.071172,3.255772,[29 16] ; [13 17],[25.2 19.8] ; [16.8 13.2],0
b4,1,0.090509,2.865295,[26 20] ; [11 19],[22.39473684 23.60526316] ; [14.60526316 15.39473684],0
s8,1,0.091455,2.848576,[ 8 38] ; [10 19],[11.04 34.96] ; [ 6.96 22.04],0
a1,1,0.176395,1.827738,[ 8 38] ; [ 2 28],[ 6.05263158 39.94736842] ; [ 3.94736842 26.05263158],0
r2,1,0.215295,1.535461,[28 15] ; [13 13],[25.55072464 17.44927536] ; [15.44927536 10.55072464],0
s7,1,0.216112,1.53,[14 26] ; [14 14],[16.47058824 23.52941176] ; [11.52941176 16.47058824],0
v2,1,0.225492,1.469075,[18 28] ; [15 13],[20.51351351 25.48648649] ; [12.48648649 15.51351351],0
a8,1,0.272532,1.203957,[ 3 41] ; [ 4 23],[ 4.33802817 39.66197183] ; [ 2.66197183 24.33802817],0
b3,1,0.296459,1.090054,[12 17] ; [ 6 16],[10.23529412 18.76470588] ; [ 7.76470588 14.23529412],0
b2,1,0.296459,1.090054,[12 17] ; [ 6 16],[10.23529412 18.76470588] ; [ 7.76470588 14.23529412],0
a6,1,0.317988,0.997205,[27 19] ; [21  9],[29.05263158 16.94736842] ; [18.94736842 11.05263158],0
a2,1,0.335399,0.927941,[12 34] ; [ 5 25],[10.28947368 35.71052632] ; [ 6.71052632 23.28947368],0
b1,1,0.337361,0.920436,[24 22] ; [19 11],[26.02631579 19.97368421] ; [16.97368421 13.02631579],0
n2,1,0.340987,0.906718,[12 11] ; [7 3],[13.24242424  9.75757576] ; [5.75757576 4.24242424],0
v3,1,0.367391,0.81247,[10 36] ; [ 9 20],[11.65333333 34.34666667] ; [ 7.34666667 21.65333333],0
p1,1,0.375929,0.783973,[ 6 40] ; [ 2 28],[ 4.84210526 41.15789474] ; [ 3.15789474 26.84210526],0
n5,1,0.377875,0.777605,[30 16] ; [21  7],[31.7027027 14.2972973] ; [19.2972973  8.7027027],0
u3,1,0.423711,0.64,[3 7] ; [3 3],[3.75 6.25] ; [2.25 3.75],0
r3,1,0.42435,0.638238,[24 21] ; [17 10],[25.625 19.375] ; [15.375 11.625],0
n4,1,0.440956,0.593794,[33 13] ; [19 11],[31.47368421 14.52631579] ; [20.52631579  9.47368421],0
u1,1,0.464915,0.534036,[ 5 41] ; [ 5 25],[ 6.05263158 39.94736842] ; [ 3.94736842 26.05263158],0
v1,1,0.498811,0.457465,[15 28] ; [12 16],[16.35211268 26.64788732] ; [10.64788732 17.35211268],0
n1,1,0.561496,0.33712,[ 9 14] ; [5 5],[ 9.75757576 13.24242424] ; [4.24242424 5.75757576],0
n3,1,0.599283,0.276078,[11 11] ; [6 4],[11.6875 10.3125] ; [5.3125 4.6875],0
s5,1,0.644575,0.212808,[ 8 37] ; [ 6 21],[ 8.75 36.25] ; [ 5.25 21.75],0
a7,1,0.764026,0.090119,[26 20] ; [18 12],[26.63157895 19.36842105] ; [17.36842105 12.63157895],0
d5,1,0.7743,0.082228,[38  8] ; [24  6],[37.52631579  8.47368421] ; [24.47368421  5.52631579],0
d4,1,0.870503,0.026575,[36 10] ; [23  7],[35.71052632 10.28947368] ; [23.28947368  6.71052632],0
r1,1,0.877635,0.023706,[14 32] ; [ 9 19],[14.2972973 31.7027027] ; [ 8.7027027 19.2972973],0
v4,1,0.89369,0.017859,[25 21] ; [14 11],[25.26760563 20.73239437] ; [13.73239437 11.26760563],0
n6,1,0.899176,0.016054,[29 16] ; [17 10],[28.75 16.25] ; [17.25  9.75],0
d3,1,0.939573,0.005747,[28 18] ; [18 12],[27.84210526 18.15789474] ; [18.15789474 11.84210526],0
s1,1,0.980126,0.000621,[ 3 43] ; [ 2 28],[ 3.02631579 42.97368421] ; [ 1.97368421 28.02631579],0
a3,1,1.0,0.0,[36  9] ; [24  6],[36.  9.] ; [24.  6.],0
