Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,42.855805,[ 28 112] ; [71 48],[53.51351351 86.48648649] ; [45.48648649 73.51351351],1
p6,1,0.0,32.454215,[ 10 129] ; [43 77],[ 28.44401544 110.55598456] ; [24.55598456 95.44401544],1
p3,1,4e-06,21.451747,[ 26 114] ; [55 67],[43.28244275 96.71755725] ; [37.71755725 84.28244275],1
p2,1,4e-06,21.255973,[77 63] ; [99 22],[94.40613027 45.59386973] ; [81.59386973 39.40613027],1
p4,1,0.000131,14.633936,[ 39 100] ; [62 59],[53.99615385 85.00384615] ; [47.00384615 73.99615385],1
r4,1,0.001263,10.395926,[97 43] ; [105  17],[107.9389313  32.0610687] ; [94.0610687 27.9389313],0
r3,1,0.001493,10.086623,[111  28] ; [114   8],[119.82758621  19.17241379] ; [105.17241379  16.82758621],0
s2,1,0.001554,10.013766,[ 23 115] ; [41 81],[ 33.96923077 104.03076923] ; [30.03076923 91.96923077],0
s6,1,0.001747,9.798308,[46 94] ; [62 57],[58.37837838 81.62162162] ; [49.62162162 69.37837838],0
v4,1,0.008639,6.895907,[111  29] ; [111  11],[118.6259542  21.3740458] ; [103.3740458  18.6259542],0
n1,1,0.010778,6.501521,[22 33] ; [ 4 26],[16.82352941 38.17647059] ; [ 9.17647059 20.82352941],0
b3,1,0.01617,5.784253,[24 44] ; [11 54],[17.89473684 50.10526316] ; [17.10526316 47.89473684],0
b2,1,0.01617,5.784253,[24 44] ; [11 54],[17.89473684 50.10526316] ; [17.10526316 47.89473684],0
s3,1,0.016685,5.729216,[39 99] ; [51 69],[48.13953488 89.86046512] ; [41.86046512 78.13953488],0
p9,1,0.021799,5.261749,[81 56] ; [88 33],[89.74031008 47.25968992] ; [79.25968992 41.74031008],0
b4,1,0.029216,4.754839,[92 48] ; [64 58],[83.35877863 56.64122137] ; [72.64122137 49.35877863],0
n6,1,0.040425,4.199962,[94 46] ; [95 26],[101.37931034  38.62068966] ; [87.62068966 33.37931034],0
