Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,37.4232,[18 33] ; [59  7],[33.56410256 17.43589744] ; [43.43589744 22.56410256],1
s6,1,7e-06,20.125268,[12 38] ; [43 22],[23.91304348 26.08695652] ; [31.08695652 33.91304348],1
a5,1,0.000154,14.316962,[13 38] ; [40 26],[23.1025641 27.8974359] ; [29.8974359 36.1025641],1
a7,1,0.000332,12.878436,[15 35] ; [42 24],[24.56896552 25.43103448] ; [32.43103448 33.56896552],1
r3,1,0.000511,12.074774,[30 20] ; [58  8],[37.93103448 12.06896552] ; [50.06896552 15.93103448],1
v1,1,0.00101,10.809411,[11 40] ; [33 31],[19.51304348 31.48695652] ; [24.48695652 39.51304348],0
s8,1,0.001504,10.073708,[ 6 45] ; [25 41],[13.51282051 37.48717949] ; [17.48717949 48.51282051],0
d3,1,0.003245,8.664472,[ 7 42] ; [26 40],[14.06086957 34.93913043] ; [18.93913043 47.06086957],0
r2,1,0.003245,8.6644,[36 14] ; [61  5],[41.81034483  8.18965517] ; [55.18965517 10.81034483],0
v4,1,0.00632,7.456829,[36 13] ; [60  5],[41.26315789  7.73684211] ; [54.73684211 10.26315789],0
b2,1,0.015401,5.869987,[10 16] ; [ 4 30],[ 6.06666667 19.93333333] ; [ 7.93333333 26.06666667],0
b3,1,0.015401,5.869987,[10 16] ; [ 4 30],[ 6.06666667 19.93333333] ; [ 7.93333333 26.06666667],0
s3,1,0.015629,5.844097,[16 35] ; [34 29],[22.36842105 28.63157895] ; [27.63157895 35.36842105],0
n6,1,0.018562,5.542344,[29 22] ; [51 15],[34.87179487 16.12820513] ; [45.12820513 20.87179487],0
n4,1,0.026942,4.894515,[27 24] ; [48 18],[32.69230769 18.30769231] ; [42.30769231 23.69230769],0
u3,1,0.033494,4.520333,[ 8 23] ; [18 17],[12.21212121 18.78787879] ; [13.78787879 21.21212121],0
s2,1,0.042254,4.125006,[13 38] ; [28 36],[18.1826087 32.8173913] ; [22.8173913 41.1826087],0
s7,1,0.045772,3.989984,[11 38] ; [25 37],[15.89189189 33.10810811] ; [20.10810811 41.89189189],0
p10,1,0.048607,3.888889,[25 23] ; [45 19],[30. 18.] ; [40. 24.],0
v2,1,0.050906,3.81135,[11 38] ; [24 36],[15.73394495 33.26605505] ; [19.26605505 40.73394495],0
n2,1,0.074889,3.172477,[15  9] ; [22  4],[17.76  6.24] ; [19.24  6.76],0
b1,1,0.086123,2.945396,[25 26] ; [22 44],[20.48717949 30.51282051] ; [26.51282051 39.48717949],0
p11,1,0.092904,2.823329,[27 24] ; [45 21],[31.38461538 19.61538462] ; [40.61538462 25.38461538],0
a1,1,0.093325,2.816067,[ 4 47] ; [ 1 65],[ 2.17948718 48.82051282] ; [ 2.82051282 63.17948718],0
v3,1,0.114795,2.486942,[ 8 42] ; [18 45],[11.50442478 38.49557522] ; [14.49557522 48.50442478],0
p2,1,0.148071,2.092013,[30 20] ; [48 18],[33.62068966 16.37931034] ; [44.37931034 21.62068966],0
d2,1,0.158195,1.991394,[14 37] ; [11 55],[10.8974359 40.1025641] ; [14.1025641 51.8974359],0
d5,1,0.160152,1.972793,[17 33] ; [31 35],[20.68965517 29.31034483] ; [27.31034483 38.68965517],0
a6,1,0.165628,1.922075,[22 29] ; [37 29],[25.71794872 25.28205128] ; [33.28205128 32.71794872],0
s5,1,0.244581,1.353995,[ 7 44] ; [14 49],[ 9.39473684 41.60526316] ; [11.60526316 51.39473684],0
p4,1,0.246796,1.341352,[12 39] ; [22 44],[14.82051282 36.17948718] ; [19.17948718 46.82051282],0
u2,1,0.26417,1.246771,[10 21] ; [16 19],[12.21212121 18.78787879] ; [13.78787879 21.21212121],0
a2,1,0.271957,1.206851,[ 2 49] ; [ 6 60],[ 3.48717949 47.51282051] ; [ 4.51282051 61.48717949],0
a8,1,0.27578,1.187768,[ 4 44] ; [ 9 50],[ 5.8317757 42.1682243] ; [ 7.1682243 51.8317757],0
n1,1,0.282716,1.153986,[ 8 15] ; [13 13],[ 9.85714286 13.14285714] ; [11.14285714 14.85714286],0
a3,1,0.322698,0.977981,[20 31] ; [31 33],[22.6173913 28.3826087] ; [28.3826087 35.6173913],0
a4,1,0.447782,0.57626,[ 9 42] ; [15 49],[10.64347826 40.35652174] ; [13.35652174 50.64347826],0
b5,1,0.449247,0.572551,[25 26] ; [37 29],[27.02564103 23.97435897] ; [34.97435897 31.02564103],0
p1,1,0.470431,0.520963,[ 4 46] ; [ 8 58],[ 5.17241379 44.82758621] ; [ 6.82758621 59.17241379],0
s1,1,0.473427,0.513966,[ 3 48] ; [ 6 57],[ 4.02631579 46.97368421] ; [ 4.97368421 58.02631579],0
n3,1,0.504985,0.444444,[17  7] ; [19  5],[18.  6.] ; [18.  6.],0
s4,1,0.601837,0.272234,[ 9 42] ; [14 51],[10.11206897 40.88793103] ; [12.88793103 52.11206897],0
n5,1,0.608946,0.261713,[37 14] ; [45 21],[35.74358974 15.25641026] ; [46.25641026 19.74358974],0
p7,1,0.668229,0.183681,[21 29] ; [29 34],[22.12389381 27.87610619] ; [27.87610619 35.12389381],0
p9,1,0.688059,0.161195,[30 18] ; [43 22],[31.00884956 16.99115044] ; [41.99115044 23.00884956],0
