Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.0,33.428651,[ 24 415] ; [18 51],[ 36.29527559 402.70472441] ; [ 5.70472441 63.29527559],1
p12,1,0.0,28.527866,[ 34 407] ; [20 49],[ 46.69411765 394.30588235] ; [ 7.30588235 61.69411765],1
p8,1,1e-06,25.007607,[218 215] ; [57 12],[237.20119522 195.79880478] ; [37.79880478 31.20119522],1
p3,1,3e-06,21.681755,[220 223] ; [55 14],[237.93945312 205.06054688] ; [37.06054688 31.93945312],1
p4,1,1.1e-05,19.272918,[277 165] ; [61  7],[292.93333333 149.06666667] ; [45.06666667 22.93333333],1
p6,1,2.8e-05,17.543051,[168 268] ; [44 23],[183.76143141 252.23856859] ; [28.23856859 38.76143141],1
a1,1,6.9e-05,15.845868,[ 21 422] ; [12 57],[ 28.55273438 414.44726562] ; [ 4.44726562 64.55273438],1
s5,1,0.000122,14.766755,[182 249] ; [44 21],[196.38306452 234.61693548] ; [29.61693548 35.38306452],1
n4,1,0.000501,12.11342,[334 108] ; [65  4],[345.12328767  96.87671233] ; [53.87671233 15.12328767],1
s7,1,0.000831,11.170502,[249 178] ; [52 13],[261.23373984 165.76626016] ; [39.76626016 25.23373984],1
v3,1,0.003597,8.476658,[165 262] ; [39 29],[175.97575758 251.02424242] ; [28.02424242 39.97575758],0
n5,1,0.0047,7.991291,[327 113] ; [62  7],[336.26719057 103.73280943] ; [52.73280943 16.26719057],0
p7,1,0.005962,7.561673,[277 151] ; [54 12],[286.77732794 141.22267206] ; [44.22267206 21.77732794],0
s8,1,0.01383,6.059652,[237 204] ; [48 21],[246.44117647 194.55882353] ; [38.55882353 30.44117647],0
p9,1,0.025269,5.00533,[375  61] ; [66  3],[380.74455446  55.25544554] ; [60.25544554  8.74455446],0
v1,1,0.028254,4.812499,[244 188] ; [48 20],[252.288 179.712] ; [39.712 28.288],0
p10,1,0.033864,4.501576,[361  78] ; [62  5],[366.99011858  72.00988142] ; [56.00988142 10.99011858],0
u4,1,0.034406,4.474435,[ 11 432] ; [ 5 64],[ 13.84375 429.15625] ; [ 2.15625 66.84375],0
b5,1,0.052038,3.774539,[285 158] ; [36 33],[277.74023438 165.25976562] ; [43.25976562 25.74023438],0
s1,1,0.054457,3.698626,[ 12 424] ; [ 5 64],[ 14.67722772 421.32277228] ; [ 2.32277228 66.67722772],0
a3,1,0.076691,3.133661,[328 114] ; [58 11],[333.87866928 108.12133072] ; [52.12133072 16.87866928],0
n3,1,0.087321,2.923077,[70 28] ; [8 8],[67.05263158 30.94736842] ; [10.94736842  5.05263158],0
n6,1,0.098413,2.731075,[375  64] ; [64  5],[379.37204724  59.62795276] ; [59.62795276  9.37204724],0
b3,1,0.100895,2.691332,[ 96 165] ; [25 26],[101.22115385 159.77884615] ; [19.77884615 31.22115385],0
b2,1,0.100895,2.691332,[ 96 165] ; [25 26],[101.22115385 159.77884615] ; [19.77884615 31.22115385],0
r2,1,0.113479,2.505088,[418  19] ; [62  6],[415.36633663  21.63366337] ; [64.63366337  3.36633663],0
a2,1,0.119657,2.421804,[130 313] ; [14 55],[124.59375 318.40625] ; [19.40625 49.59375],0
p2,1,0.140308,2.174581,[373  68] ; [63  6],[377.01176471  63.98823529] ; [58.98823529 10.01176471],0
s4,1,0.159669,1.977354,[ 97 340] ; [10 58],[ 92.59207921 344.40792079] ; [14.40792079 53.59207921],0
a6,1,0.165778,1.920716,[306 136] ; [42 27],[301.00978474 140.99021526] ; [46.99021526 22.00978474],0
p11,1,0.199974,1.642562,[342 101] ; [58 11],[346.09375  96.90625] ; [53.90625 15.09375],0
n1,1,0.306756,1.044591,[39 60] ; [8 7],[40.81578947 58.18421053] ; [6.18421053 8.81578947],0
v4,1,0.38807,0.744979,[425  16] ; [65  4],[423.70588235  17.29411765] ; [66.29411765  2.70588235],0
a5,1,0.412071,0.672817,[347  96] ; [51 18],[344.36328125  98.63671875] ; [53.63671875 15.36328125],0
b1,1,0.446179,0.580341,[165 278] ; [29 40],[167.85546875 275.14453125] ; [26.14453125 42.85546875],0
r4,1,0.502452,0.449754,[407  36] ; [65  4],[408.390625  34.609375] ; [63.609375  5.390625],0
r3,1,0.537441,0.380303,[427  13] ; [66  3],[426.16895874  13.83104126] ; [66.83104126  2.16895874],0
u2,1,0.561707,0.336757,[71 40] ; [8 3],[71.87704918 39.12295082] ; [7.12295082 3.87704918],0
u3,1,0.614398,0.25382,[73 39] ; [8 3],[73.75609756 38.24390244] ; [7.24390244 3.75609756],0
a4,1,0.624149,0.24008,[219 223] ; [32 37],[217.10763209 224.89236791] ; [33.89236791 35.10763209],0
b4,1,0.663862,0.188866,[269 174] ; [40 29],[267.35742188 175.64257812] ; [41.64257812 27.35742188],0
d5,1,0.670752,0.180724,[393  50] ; [60  9],[391.95117188  51.04882812] ; [61.04882812  7.95117188],0
s2,1,0.686896,0.162466,[296 145] ; [48 21],[297.45882353 143.54117647] ; [46.54117647 22.45882353],0
r1,1,0.701654,0.146757,[367  75] ; [56 13],[365.88258317  76.11741683] ; [57.11741683 11.88258317],0
a8,1,0.717995,0.130421,[ 56 346] ; [10 54],[ 56.93562232 345.06437768] ; [ 9.06437768 54.93562232],0
s3,1,0.736462,0.11326,[308 129] ; [50 19],[309.18181818 127.81818182] ; [48.81818182 20.18181818],0
d3,1,0.743694,0.106907,[348  95] ; [53 16],[346.95898438  96.04101562] ; [54.04101562 14.95898438],0
a7,1,0.798743,0.065012,[333 109] ; [51 18],[332.14872798 109.85127202] ; [51.85127202 17.14872798],0
v2,1,0.825344,0.048698,[256 169] ; [40 28],[255.17241379 169.82758621] ; [40.82758621 27.17241379],0
d2,1,0.849239,0.036134,[238 204] ; [38 31],[238.73189824 203.26810176] ; [37.26810176 31.73189824],0
d1,1,0.85355,0.034074,[313 130] ; [48 21],[312.34960938 130.65039062] ; [48.65039062 20.34960938],0
n2,1,0.876997,0.023956,[76 23] ; [12  4],[75.75652174 23.24347826] ; [12.24347826  3.75652174],0
u1,1,0.976058,0.000901,[102 341] ; [16 53],[102.09765625 340.90234375] ; [15.90234375 53.09765625],0
