Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.670485,[119  23] ; [25 23],[107.62105263  34.37894737] ; [36.37894737 11.62105263],1
r3,1,0.000451,12.307155,[125  16] ; [32 16],[117.12698413  23.87301587] ; [39.87301587  8.12698413],1
v4,1,0.000516,12.05534,[131  10] ; [34 12],[124.41176471  16.58823529] ; [40.58823529  5.41176471],1
p10,1,0.000829,11.17591,[102  35] ; [22 24],[92.83060109 44.16939891] ; [31.16939891 14.83060109],1
p9,1,0.002487,9.149961,[107  31] ; [25 21],[99. 39.] ; [33. 13.],0
a1,1,0.004309,8.148712,[  1 141] ; [ 4 44],[  3.73684211 138.26315789] ; [ 1.26315789 46.73684211],0
p11,1,0.010467,6.553609,[105  37] ; [26 22],[97.90526316 44.09473684] ; [33.09473684 14.90526316],0
b1,1,0.010944,6.474385,[53 89] ; [28 20],[60.53684211 81.46315789] ; [20.46315789 27.53684211],0
n4,1,0.011401,6.401668,[104  37] ; [26 22],[96.98412698 44.01587302] ; [33.01587302 14.98412698],0
s6,1,0.012565,6.229283,[80 57] ; [18 30],[72.57297297 64.42702703] ; [25.42702703 22.57297297],0
s3,1,0.0157,5.836217,[70 66] ; [15 33],[62.82608696 73.17391304] ; [22.17391304 25.82608696],0
p3,1,0.020021,5.410058,[62 79] ; [12 36],[55.20634921 85.79365079] ; [18.79365079 29.20634921],0
s5,1,0.020715,5.350637,[ 34 104] ; [ 4 42],[ 28.5 109.5] ; [ 9.5 36.5],0
p2,1,0.021641,5.274432,[106  34] ; [28 20],[99.78723404 40.21276596] ; [34.21276596 13.78723404],0
n5,1,0.025554,4.985938,[111  31] ; [29 18],[105.18518519  36.81481481] ; [34.81481481 12.18518519],0
r2,1,0.026738,4.907681,[127  15] ; [36 11],[122.46560847  19.53439153] ; [40.53439153  6.46560847],0
s2,1,0.03294,4.548913,[52 86] ; [10 38],[46. 92.] ; [16. 32.],0
s7,1,0.039988,4.218411,[52 81] ; [10 35],[46.3258427 86.6741573] ; [15.6741573 29.3258427],0
a7,1,0.046195,3.974456,[85 56] ; [21 27],[79.07936508 61.92063492] ; [26.92063492 21.07936508],0
p5,1,0.058799,3.570952,[ 16 124] ; [ 1 45],[ 12.79569892 127.20430108] ; [ 4.20430108 41.79569892],0
s8,1,0.081629,3.032174,[48 92] ; [10 38],[43.19148936 96.80851064] ; [14.80851064 33.19148936],0
r1,1,0.092763,2.82576,[92 48] ; [25 23],[87.12765957 52.87234043] ; [29.87234043 18.12765957],0
p4,1,0.123297,2.374925,[71 70] ; [18 30],[66.3968254 74.6031746] ; [22.6031746 25.3968254],0
a2,1,0.176668,1.825433,[  7 135] ; [ 5 43],[  8.96842105 133.03157895] ; [ 3.03157895 44.96842105],0
s4,1,0.207059,1.591869,[ 29 111] ; [ 6 42],[ 26.06382979 113.93617021] ; [ 8.93617021 39.06382979],0
b4,1,0.209311,1.576183,[77 65] ; [21 27],[73.24210526 68.75789474] ; [24.75789474 23.24210526],0
a4,1,0.254658,1.297566,[ 27 113] ; [13 35],[ 29.78723404 110.21276596] ; [10.21276596 37.78723404],0
v2,1,0.27445,1.194368,[57 79] ; [14 29],[53.94413408 82.05586592] ; [17.05586592 25.94413408],0
p6,1,0.274833,1.192463,[41 98] ; [10 37],[ 38.11290323 100.88709677] ; [12.88709677 34.11290323],0
v3,1,0.278942,1.172238,[45 94] ; [11 35],[42.07567568 96.92432432] ; [13.92432432 32.07567568],0
d2,1,0.283569,1.149903,[ 28 114] ; [13 35],[ 30.64210526 111.35789474] ; [10.35789474 37.64210526],0
