Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,9e-06,19.670485,[119  23] ; [25 23],[107.62105263  34.37894737] ; [36.37894737 11.62105263],1
u2,1,0.289571,1.121617,[29 47] ; [13 13],[31.29411765 44.70588235] ; [10.70588235 15.29411765],0
b2,1,0.295613,1.093882,[20 66] ; [ 9 18],[22.07079646 63.92920354] ; [ 6.92920354 20.07079646],0
b3,1,0.295613,1.093882,[20 66] ; [ 9 18],[22.07079646 63.92920354] ; [ 6.92920354 20.07079646],0
n2,1,0.309705,1.031932,[29  8] ; [16  8],[27.29508197  9.70491803] ; [17.70491803  6.29508197],0
v1,1,0.31191,1.022569,[62 77] ; [17 30],[59.03763441 79.96236559] ; [19.96236559 27.03763441],0
d3,1,0.327343,0.959379,[ 37 104] ; [ 9 38],[ 34.5 106.5] ; [11.5 35.5],0
p7,1,0.461175,0.543041,[79 59] ; [24 23],[76.83243243 61.16756757] ; [26.16756757 20.83243243],0
s1,1,0.537839,0.37956,[  8 130] ; [ 4 44],[  8.90322581 129.09677419] ; [ 3.09677419 44.90322581],0
n3,1,0.548256,0.360451,[29  7] ; [17  6],[28.06779661  7.93220339] ; [17.93220339  5.06779661],0
p1,1,0.564882,0.331321,[ 16 124] ; [ 7 41],[ 17.12765957 122.87234043] ; [ 5.87234043 42.12765957],0
a8,1,0.567541,0.326814,[ 13 117] ; [ 6 40],[ 14.03409091 115.96590909] ; [ 4.96590909 41.03409091],0
b5,1,0.608291,0.262671,[80 62] ; [25 23],[78.47368421 63.52631579] ; [26.52631579 21.47368421],0
a6,1,0.681443,0.168506,[78 64] ; [28 20],[79.22105263 62.77894737] ; [26.77894737 21.22105263],0
u3,1,0.719,0.129453,[32 44] ; [12 14],[32.78431373 43.21568627] ; [11.21568627 14.78431373],0
p8,1,0.796434,0.066546,[60 78] ; [19 27],[59.25 78.75] ; [19.75 26.25],0
a5,1,0.802916,0.062288,[71 71] ; [23 25],[70.25263158 71.74736842] ; [23.74736842 24.25263158],0
n1,1,0.822436,0.050361,[15 22] ; [10 13],[15.41666667 21.58333333] ; [ 9.58333333 13.41666667],0
d5,1,0.914493,0.011529,[60 81] ; [20 28],[59.68253968 81.31746032] ; [20.31746032 27.68253968],0
a3,1,1.0,0.0,[66 75] ; [22 25],[66. 75.] ; [22. 25.],0
