Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,6e-06,20.581074,[15 57] ; [47 36],[28.8 43.2] ; [33.2 49.8],1
r4,1,0.000725,11.423305,[40 32] ; [67 16],[49.70322581 22.29677419] ; [57.29677419 25.70322581],1
v4,1,0.001133,10.596263,[50 20] ; [76  7],[57.64705882 12.35294118] ; [68.35294118 14.64705882],0
r1,1,0.001443,10.150491,[34 38] ; [60 23],[43.66451613 28.33548387] ; [50.33548387 32.66451613],0
p6,1,0.001981,9.567083,[ 9 62] ; [28 54],[17.16993464 53.83006536] ; [19.83006536 62.16993464],0
r2,1,0.003432,8.562084,[50 21] ; [74  9],[57.16883117 13.83116883] ; [66.83116883 16.16883117],0
r3,1,0.003815,8.370069,[52 20] ; [74  8],[58.90909091 13.09090909] ; [67.09090909 14.90909091],0
p10,1,0.009384,6.7483,[37 33] ; [60 22],[44.67105263 25.32894737] ; [52.32894737 29.67105263],0
d4,1,0.019749,5.433973,[26 45] ; [46 37],[33.19480519 37.80519481] ; [38.80519481 44.19480519],0
n2,1,0.029511,4.737533,[18 11] ; [18  2],[21.30612245  7.69387755] ; [14.69387755  5.30612245],0
p11,1,0.030564,4.677301,[42 30] ; [62 21],[48.30967742 23.69032258] ; [55.69032258 27.30967742],0
s6,1,0.033987,4.495367,[23 49] ; [40 42],[29.45454545 42.54545455] ; [33.54545455 48.45454545],0
a6,1,0.03429,4.480206,[32 40] ; [51 32],[38.55483871 33.44516129] ; [44.44516129 38.55483871],0
v2,1,0.035943,4.399815,[19 47] ; [37 44],[25.14285714 40.85714286] ; [30.85714286 50.14285714],0
n1,1,0.052901,3.747033,[ 8 21] ; [11  9],[11.24489796 17.75510204] ; [ 7.75510204 12.24489796],0
u3,1,0.053145,3.739355,[12 27] ; [19 17],[16.12 22.88] ; [14.88 21.12],0
v3,1,0.058958,3.566443,[15 55] ; [29 53],[20.26315789 49.73684211] ; [23.73684211 58.26315789],0
s7,1,0.067241,3.34913,[16 52] ; [30 50],[21.13513514 46.86486486] ; [24.86486486 55.13513514],0
p2,1,0.068767,3.312205,[43 29] ; [61 22],[48.30967742 23.69032258] ; [55.69032258 27.30967742],0
a5,1,0.069789,3.287977,[26 46] ; [42 41],[31.58709677 40.41290323] ; [36.41290323 46.58709677],0
p7,1,0.074742,3.175677,[31 40] ; [46 33],[36.44666667 34.55333333] ; [40.55333333 38.44666667],0
a2,1,0.08291,3.006913,[ 2 70] ; [ 8 75],[ 4.64516129 67.35483871] ; [ 5.35483871 77.64516129],0
n6,1,0.090529,2.864939,[45 26] ; [63 20],[49.79220779 21.20779221] ; [58.20779221 24.79220779],0
p4,1,0.115143,2.482172,[24 47] ; [38 44],[28.77124183 42.22875817] ; [33.22875817 48.77124183],0
b5,1,0.152088,2.051186,[36 36] ; [51 32],[40.41290323 31.58709677] ; [46.58709677 36.41290323],0
u2,1,0.172647,1.859806,[15 24] ; [19 16],[17.91891892 21.08108108] ; [16.08108108 18.91891892],0
a1,1,0.175109,1.838654,[ 5 67] ; [ 2 81],[ 3.2516129 68.7483871] ; [ 3.7483871 79.2516129],0
a3,1,0.175846,1.832385,[33 39] ; [46 35],[37.17647059 34.82352941] ; [41.82352941 39.17647059],0
p8,1,0.17636,1.828037,[26 46] ; [38 43],[30.11764706 41.88235294] ; [33.88235294 47.11764706],0
b1,1,0.200723,1.637105,[36 36] ; [33 50],[32.0516129 39.9483871] ; [36.9483871 46.0516129],0
v1,1,0.213398,1.548223,[27 45] ; [38 42],[30.78947368 41.21052632] ; [34.21052632 45.78947368],0
p9,1,0.231816,1.429682,[44 26] ; [59 23],[47.43421053 22.56578947] ; [55.56578947 26.43421053],0
n3,1,0.260175,1.267828,[16 11] ; [15  5],[17.80851064  9.19148936] ; [13.19148936  6.80851064],0
s2,1,0.313107,1.017525,[20 52] ; [29 53],[22.90909091 49.09090909] ; [26.09090909 55.90909091],0
u1,1,0.383452,0.759604,[ 1 71] ; [ 3 80],[ 1.85806452 70.14193548] ; [ 2.14193548 80.85806452],0
p3,1,0.423702,0.640024,[20 52] ; [28 55],[22.29677419 49.70322581] ; [25.70322581 57.29677419],0
a4,1,0.432693,0.615584,[12 59] ; [18 64],[13.92156863 57.07843137] ; [16.07843137 65.92156863],0
s3,1,0.494661,0.466371,[32 39] ; [41 40],[34.09868421 36.90131579] ; [38.90131579 42.09868421],0
a8,1,0.497728,0.459777,[ 6 59] ; [10 68],[ 7.27272727 57.72727273] ; [ 8.72727273 69.27272727],0
b4,1,0.600135,0.274793,[36 36] ; [45 38],[37.62580645 34.37419355] ; [43.37419355 39.62580645],0
d1,1,0.602164,0.271744,[ 3 69] ; [ 5 78],[ 3.71612903 68.28387097] ; [ 4.28387097 78.71612903],0
n4,1,0.638155,0.221163,[43 29] ; [52 30],[44.41558442 27.58441558] ; [50.58441558 31.41558442],0
s1,1,0.659898,0.193648,[ 4 67] ; [ 6 75],[ 4.67105263 66.32894737] ; [ 5.32894737 75.67105263],0
p5,1,0.674402,0.176496,[ 4 67] ; [ 6 76],[ 4.64052288 66.35947712] ; [ 5.35947712 76.64052288],0
p1,1,0.763779,0.090313,[ 8 64] ; [ 8 75],[ 7.43225806 64.56774194] ; [ 8.56774194 74.43225806],0
p12,1,0.819651,0.051981,[ 3 69] ; [ 4 77],[ 3.29411765 68.70588235] ; [ 3.70588235 77.29411765],0
s4,1,0.834518,0.043644,[ 8 64] ; [10 72],[ 8.41558442 63.58441558] ; [ 9.58441558 72.41558442],0
b2,1,0.948665,0.004145,[17 31] ; [16 30],[16.85106383 31.14893617] ; [16.14893617 29.85106383],0
b3,1,0.948665,0.004145,[17 31] ; [16 30],[16.85106383 31.14893617] ; [16.14893617 29.85106383],0
d2,1,0.957009,0.002906,[15 57] ; [17 66],[14.86451613 57.13548387] ; [17.13548387 65.86451613],0
n5,1,0.964316,0.002001,[47 24] ; [54 28],[46.86928105 24.13071895] ; [54.13071895 27.86928105],0
s8,1,0.965622,0.001858,[18 54] ; [21 62],[18.11612903 53.88387097] ; [20.88387097 62.11612903],0
