Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.005376,7.748365,[135  48] ; [23 21],[127.37444934  55.62555066] ; [30.62555066 13.37444934],0
p1,1,0.005509,7.704234,[ 10 171] ; [ 8 36],[ 14.48 166.52] ; [ 3.52 40.48],0
v1,1,0.005753,7.625931,[102  76] ; [15 29],[93.81081081 84.18918919] ; [23.18918919 20.81081081],0
b3,1,0.009814,6.668398,[59 60] ; [ 6 21],[52.97945205 66.02054795] ; [12.02054795 14.97945205],0
b2,1,0.009814,6.668398,[59 60] ; [ 6 21],[52.97945205 66.02054795] ; [12.02054795 14.97945205],0
n4,1,0.020069,5.405918,[145  36] ; [28 16],[139.16888889  41.83111111] ; [33.83111111 10.16888889],0
r2,1,0.027056,4.887229,[177   4] ; [40  4],[174.56444444   6.43555556] ; [42.43555556  1.56444444],0
s8,1,0.02857,4.793315,[95 86] ; [15 29],[88.48888889 92.51111111] ; [21.51111111 22.48888889],0
p11,1,0.033713,4.509177,[151  32] ; [30 14],[145.91629956  37.08370044] ; [35.08370044  8.91629956],0
d4,1,0.066336,3.371441,[143  38] ; [29 15],[138.36444444  42.63555556] ; [33.63555556 10.36444444],0
s7,1,0.088773,2.896488,[94 80] ; [17 26],[89.00460829 84.99539171] ; [21.99539171 21.00460829],0
a3,1,0.091318,2.850982,[132  51] ; [26 18],[127.37444934  55.62555066] ; [30.62555066 13.37444934],0
d5,1,0.110857,2.541964,[141  41] ; [29 15],[136.90265487  45.09734513] ; [33.09734513 10.90265487],0
u3,1,0.115579,2.476223,[28 23] ; [ 6 12],[25.13043478 25.86956522] ; [8.86956522 9.13043478],0
v3,1,0.150307,2.069133,[75 99] ; [13 29],[ 70.88888889 103.11111111] ; [17.11111111 24.88888889],0
d1,1,0.212873,1.551781,[94 89] ; [18 26],[90.2907489 92.7092511] ; [21.7092511 22.2907489],0
b5,1,0.219321,1.508807,[ 81 102] ; [24 20],[84.64757709 98.35242291] ; [20.35242291 23.64757709],0
a6,1,0.27233,1.204973,[ 79 104] ; [15 29],[ 75.77973568 107.22026432] ; [18.22026432 25.77973568],0
v2,1,0.272816,1.202532,[92 84] ; [18 24],[88.80733945 87.19266055] ; [21.19266055 20.80733945],0
u2,1,0.322089,0.980444,[29 21] ; [ 8 10],[27.20588235 22.79411765] ; [9.79411765 8.20588235],0
p10,1,0.324365,0.971264,[138  40] ; [31 13],[135.5045045  42.4954955] ; [33.4954955 10.5045045],0
p3,1,0.345894,0.888464,[93 89] ; [19 25],[90.19469027 91.80530973] ; [21.80530973 22.19469027],0
p2,1,0.346799,0.885135,[139  41] ; [31 13],[136.60714286  43.39285714] ; [33.39285714 10.60714286],0
s5,1,0.404005,0.696374,[ 73 100] ; [14 26],[ 70.66197183 102.33802817] ; [16.33802817 23.66197183],0
s2,1,0.436103,0.606516,[90 91] ; [19 25],[87.68444444 93.31555556] ; [21.31555556 22.68444444],0
n5,1,0.449112,0.572893,[136  43] ; [31 13],[134.04932735  44.95067265] ; [32.95067265 11.04932735],0
s6,1,0.451222,0.567581,[119  56] ; [26 16],[116.93548387  58.06451613] ; [28.06451613 13.93548387],0
s3,1,0.459727,0.546559,[108  73] ; [23 20],[105.85267857  75.14732143] ; [25.14732143 17.85267857],0
b4,1,0.466966,0.529146,[97 86] ; [26 18],[99.15859031 83.84140969] ; [23.84140969 20.15859031],0
p7,1,0.471701,0.517989,[118  60] ; [26 17],[115.98190045  62.01809955] ; [28.01809955 14.98190045],0
d3,1,0.507572,0.439069,[85 98] ; [18 26],[83.03524229 99.96475771] ; [19.96475771 24.03524229],0
p12,1,0.508848,0.436436,[ 13 164] ; [ 2 42],[ 12.01357466 164.98642534] ; [ 2.98642534 41.01357466],0
d2,1,0.513036,0.427869,[91 92] ; [19 24],[89.07079646 93.92920354] ; [20.92920354 22.07079646],0
p9,1,0.526683,0.400788,[143  36] ; [37  7],[144.48430493  34.51569507] ; [35.51569507  8.48430493],0
u1,1,0.539639,0.376209,[ 13 170] ; [ 2 42],[ 12.09251101 170.90748899] ; [ 2.90748899 41.09251101],0
n2,1,0.578856,0.308087,[32  9] ; [16  3],[32.8  8.2] ; [15.2  3.8],0
a8,1,0.588392,0.292863,[ 23 152] ; [ 4 36],[ 21.97674419 153.02325581] ; [ 5.02325581 34.97674419],0
n1,1,0.595485,0.28186,[19 22] ; [ 7 11],[18.06779661 22.93220339] ; [ 7.93220339 10.06779661],0
a2,1,0.603555,0.269667,[ 17 166] ; [ 3 41],[ 16.12334802 166.87665198] ; [ 3.87665198 40.12334802],0
a1,1,0.613027,0.255791,[  9 174] ; [ 3 41],[  9.67400881 173.32599119] ; [ 2.32599119 41.67400881],0
p6,1,0.68087,0.169148,[ 65 112] ; [14 28],[ 63.84931507 113.15068493] ; [15.15068493 26.84931507],0
v4,1,0.692588,0.156298,[175   6] ; [42  2],[174.56444444   6.43555556] ; [42.43555556  1.56444444],0
p8,1,0.756314,0.096302,[90 89] ; [20 22],[89.09502262 89.90497738] ; [20.90497738 21.09502262],0
p4,1,0.797807,0.065631,[96 84] ; [22 21],[95.24663677 84.75336323] ; [22.75336323 20.24663677],0
s4,1,0.800499,0.063858,[ 34 147] ; [ 9 35],[ 34.59111111 146.40888889] ; [ 8.40888889 35.59111111],0
