Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,59.141695,[64 37] ; [217  10],[86.52743902 14.47256098] ; [194.47256098  32.52743902],1
r4,1,0.0,52.66008,[50 52] ; [198  31],[76.42296073 25.57703927] ; [171.57703927  57.42296073],1
p10,1,0.0,46.450922,[37 63] ; [173  54],[64.22018349 35.77981651] ; [145.77981651  81.22018349],1
p2,1,0.0,39.940465,[49 53] ; [187  41],[72.94545455 29.05454545] ; [163.05454545  64.94545455],1
p9,1,0.0,38.448118,[42 55] ; [178  49],[65.86419753 31.13580247] ; [154.13580247  72.86419753],1
n6,1,0.0,32.325328,[50 50] ; [185  44],[71.42857143 28.57142857] ; [163.57142857  65.42857143],1
v4,1,1e-06,24.784138,[72 28] ; [211  17],[86.2804878 13.7195122] ; [196.7195122  31.2804878],1
v2,1,1e-06,24.214187,[26 72] ; [124  96],[46.22641509 51.77358491] ; [103.77358491 116.22641509],1
r1,1,2e-06,22.350536,[49 51] ; [173  56],[67.47720365 32.52279635] ; [154.52279635  74.47720365],1
p4,1,1.3e-05,18.961224,[22 78] ; [108 119],[39.75535168 60.24464832] ; [ 90.24464832 136.75535168],1
p7,1,3.2e-05,17.282894,[33 67] ; [131  95],[50.30674847 49.69325153] ; [113.69325153 112.30674847],1
p8,1,8.9e-05,15.349906,[25 76] ; [108 118],[41.0795107 59.9204893] ; [ 91.9204893 134.0795107],1
r2,1,0.000388,12.591397,[75 22] ; [208  19],[84.72530864 12.27469136] ; [198.27469136  28.72530864],1
n3,1,0.000426,12.413143,[16 20] ; [47 12],[23.87368421 12.12631579] ; [39.12631579 19.87368421],1
v1,1,0.00081,11.218863,[26 75] ; [102 123],[39.65644172 61.34355828] ; [ 88.34355828 136.65644172],1
p3,1,0.002672,9.018874,[24 77] ; [ 93 134],[36.02743902 64.97256098] ; [ 80.97256098 146.02743902],0
s1,1,0.006271,7.470684,[ 8 93] ; [  4 222],[ 3.70642202 97.29357798] ; [  8.29357798 217.70642202],0
n4,1,0.006923,7.292774,[59 42] ; [168  61],[69.47575758 31.52424242] ; [157.52424242  71.47575758],0
s8,1,0.011021,6.46193,[ 9 93] ; [ 46 183],[16.94864048 85.05135952] ; [ 38.05135952 190.94864048],0
a5,1,0.012874,6.186383,[54 48] ; [154  75],[64.09667674 37.90332326] ; [143.90332326  85.09667674],0
d5,1,0.023418,5.137232,[63 38] ; [171  58],[71.61818182 29.38181818] ; [162.38181818  66.61818182],0
a1,1,0.023905,5.101489,[ 9 93] ; [  7 222],[ 4.9305136 97.0694864] ; [ 11.0694864 217.9305136],0
d4,1,0.024626,5.050028,[66 35] ; [176  52],[74.29179331 26.70820669] ; [167.70820669  60.29179331],0
n2,1,0.033595,4.515181,[20 19] ; [42 16],[24.92783505 14.07216495] ; [37.07216495 20.92783505],0
a7,1,0.046982,3.946017,[58 42] ; [158  70],[65.85365854 34.14634146] ; [150.14634146  77.85365854],0
b1,1,0.050279,3.832128,[50 52] ; [ 86 143],[41.90936556 60.09063444] ; [ 94.09063444 134.90936556],0
n5,1,0.067236,3.349253,[57 44] ; [152  75],[64.35670732 36.64329268] ; [144.64329268  82.35670732],0
d1,1,0.069792,3.2879,[42 60] ; [119 110],[49.61329305 52.38670695] ; [111.38670695 117.61329305],0
v3,1,0.072839,3.217857,[23 74] ; [ 75 147],[29.79937304 67.20062696] ; [ 68.20062696 153.79937304],0
u2,1,0.081525,3.034236,[14 26] ; [39 36],[18.43478261 21.56521739] ; [34.56521739 40.43478261],0
s4,1,0.087106,2.927062,[13 89] ; [ 16 213],[ 8.93655589 93.06344411] ; [ 20.06344411 208.93655589],0
u3,1,0.094324,2.798986,[13 27] ; [37 39],[17.24137931 22.75862069] ; [32.75862069 43.24137931],0
a8,1,0.127856,2.31835,[ 6 86] ; [ 26 184],[ 9.74834437 82.25165563] ; [ 22.25165563 187.74834437],0
d3,1,0.155154,2.020834,[55 45] ; [145  84],[60.79027356 39.20972644] ; [139.20972644  89.79027356],0
s7,1,0.172664,1.85966,[15 79] ; [ 49 166],[19.46925566 74.53074434] ; [ 44.53074434 170.46925566],0
p6,1,0.172739,1.859007,[19 80] ; [ 59 166],[23.83333333 75.16666667] ; [ 54.16666667 170.83333333],0
p1,1,0.219539,1.507385,[ 5 97] ; [ 20 208],[ 7.72727273 94.27272727] ; [ 17.27272727 210.72727273],0
a6,1,0.24908,1.328457,[61 41] ; [152  77],[65.63746224 36.36253776] ; [147.36253776  81.63746224],0
b5,1,0.252432,1.309795,[63 39] ; [126 103],[58.24169184 43.75830816] ; [130.75830816  98.24169184],0
s5,1,0.25665,1.28674,[ 7 92] ; [ 25 199],[ 9.80804954 89.19195046] ; [ 22.19195046 201.80804954],0
b4,1,0.292924,1.106136,[52 50] ; [131  98],[56.39274924 45.60725076] ; [126.60725076 102.39274924],0
s2,1,0.298507,1.08085,[15 87] ; [ 44 182],[18.34756098 83.65243902] ; [ 40.65243902 185.34756098],0
a4,1,0.317565,0.998949,[36 65] ; [ 95 134],[40.09393939 60.90606061] ; [ 90.90606061 138.09393939],0
p12,1,0.443502,0.587204,[  1 101] ; [  5 222],[  1.86018237 100.13981763] ; [  4.13981763 222.86018237],0
a3,1,0.463965,0.536313,[62 37] ; [153  76],[64.89329268 34.10670732] ; [150.10670732  78.89329268],0
a2,1,0.511799,0.430388,[19 83] ; [ 36 193],[16.94864048 85.05135952] ; [ 38.05135952 190.94864048],0
u1,1,0.67583,0.174858,[10 92] ; [ 26 203],[11.09365559 90.90634441] ; [ 24.90634441 204.09365559],0
b3,1,0.686985,0.162368,[23 33] ; [52 85],[21.76165803 34.23834197] ; [53.23834197 83.76165803],0
b2,1,0.686985,0.162368,[23 33] ; [52 85],[21.76165803 34.23834197] ; [53.23834197 83.76165803],0
s3,1,0.799942,0.064222,[27 73] ; [ 58 168],[26.07361963 73.92638037] ; [ 58.92638037 167.07361963],0
d2,1,0.919618,0.010184,[43 58] ; [ 98 129],[43.41768293 57.58231707] ; [ 97.58231707 129.41768293],0
n1,1,0.929382,0.007854,[13 25] ; [19 38],[12.8 25.2] ; [19.2 37.8],0
