Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,37.137598,[39 47] ; [199  50],[61.09850746 24.90149254] ; [176.90149254  72.09850746],1
a6,1,0.0,35.903998,[41 45] ; [202  47],[62.38208955 23.61791045] ; [180.61791045  68.38208955],1
b5,1,1.3e-05,19.054796,[36 50] ; [171  79],[52.98214286 33.01785714] ; [154.01785714  95.98214286],1
a2,1,0.000402,12.522347,[12 74] ; [ 85 165],[24.82738095 61.17261905] ; [ 72.17261905 177.82738095],1
u1,1,0.000904,11.015208,[ 5 81] ; [ 54 196],[15.10119048 70.89880952] ; [ 43.89880952 206.10119048],1
v2,1,0.011721,6.352547,[34 51] ; [132 104],[43.95638629 41.04361371] ; [122.04361371 113.95638629],0
r1,1,0.013472,6.106067,[62 24] ; [208  39],[69.72972973 16.27027027] ; [200.27027027  46.72972973],0
p8,1,0.014546,5.970651,[22 61] ; [101 142],[31.31595092 51.68404908] ; [ 91.68404908 151.31595092],0
r4,1,0.022164,5.232898,[67 19] ; [220  30],[73.45833333 12.54166667] ; [213.54166667  36.45833333],0
u3,1,0.028137,4.819679,[ 6 14] ; [35 25],[10.25  9.75] ; [30.75 29.25],0
p2,1,0.030641,4.672983,[56 28] ; [196  54],[63.37724551 20.62275449] ; [188.62275449  61.37724551],0
b3,1,0.033585,4.515729,[26 26] ; [48 96],[19.63265306 32.36734694] ; [54.36734694 89.63265306],0
b2,1,0.033585,4.515729,[26 26] ; [48 96],[19.63265306 32.36734694] ; [54.36734694 89.63265306],0
s6,1,0.036535,4.371956,[44 39] ; [162  84],[51.96960486 31.03039514] ; [154.03039514  91.96960486],0
p4,1,0.041984,4.13585,[26 58] ; [108 140],[33.90361446 50.09638554] ; [100.09638554 147.90361446],0
r3,1,0.058544,3.578167,[74 11] ; [232  16],[78.10810811  6.89189189] ; [227.89189189  20.10810811],0
b1,1,0.064183,3.425844,[37 49] ; [ 80 170],[29.94642857 56.05357143] ; [ 87.05357143 162.94642857],0
a8,1,0.074389,3.183423,[ 7 74] ; [ 38 188],[11.87296417 69.12703583] ; [ 33.12703583 192.87296417],0
d4,1,0.08056,3.053576,[67 19] ; [214  35],[72.13731343 13.86268657] ; [208.86268657  40.13731343],0
d1,1,0.10475,2.63169,[48 38] ; [164  86],[54.26190476 31.73809524] ; [157.73809524  92.26190476],0
p9,1,0.105025,2.627536,[60 23] ; [197  47],[65.2324159 17.7675841] ; [191.7675841  52.2324159],0
p10,1,0.141336,2.163348,[57 27] ; [187  59],[62.10909091 21.89090909] ; [181.89090909  64.10909091],0
s2,1,0.163,1.946172,[33 52] ; [117 129],[38.51963746 46.48036254] ; [111.48036254 134.51963746],0
a4,1,0.165757,1.920902,[50 34] ; [127 123],[44.51497006 39.48502994] ; [132.48502994 117.51497006],0
u2,1,0.167694,1.903436,[ 7 12] ; [33 27],[9.62025316 9.37974684] ; [30.37974684 29.62025316],0
d5,1,0.24473,1.353141,[69 17] ; [213  36],[72.39402985 13.60597015] ; [209.60597015  39.39402985],0
n3,1,0.282886,1.153175,[25  8] ; [47 25],[22.62857143 10.37142857] ; [49.37142857 22.62857143],0
p1,1,0.319547,0.990798,[ 3 82] ; [ 16 233],[ 4.83532934 80.16467066] ; [ 14.16467066 234.83532934],0
r2,1,0.367876,0.810825,[76  8] ; [228  16],[77.85365854  6.14634146] ; [226.14634146  17.85365854],0
p5,1,0.386234,0.750766,[ 3 81] ; [ 15 233],[ 4.55421687 79.44578313] ; [ 13.44578313 234.55421687],0
n5,1,0.389456,0.74064,[65 20] ; [177  70],[61.95783133 23.04216867] ; [180.04216867  66.95783133],0
n6,1,0.416436,0.66035,[65 19] ; [202  46],[67.55421687 16.44578313] ; [199.44578313  48.55421687],0
s3,1,0.44736,0.577332,[39 45] ; [124 118],[42. 42.] ; [121. 121.],0
p11,1,0.475088,0.510118,[65 21] ; [179  71],[62.45238095 23.54761905] ; [181.54761905  68.45238095],0
s8,1,0.509469,0.435158,[29 55] ; [ 96 153],[31.53153153 52.46846847] ; [ 93.46846847 155.53153153],0
v4,1,0.529493,0.395364,[77  8] ; [229  18],[78.34337349  6.65662651] ; [227.65662651  19.34337349],0
n2,1,0.560842,0.338249,[28  8] ; [53 20],[26.75229358  9.24770642] ; [54.24770642 18.75229358],0
p7,1,0.579193,0.307541,[38 46] ; [117 123],[40.18518519 43.81481481] ; [114.81481481 125.18518519],0
p12,1,0.595729,0.281487,[ 5 80] ; [ 11 236],[ 4.09638554 80.90361446] ; [ 11.90361446 235.09638554],0
s4,1,0.609783,0.260492,[11 73] ; [ 38 209],[12.43504532 71.56495468] ; [ 36.56495468 210.43504532],0
d2,1,0.65295,0.202201,[49 36] ; [136 112],[47.22222222 37.77777778] ; [137.77777778 110.22222222],0
b4,1,0.675381,0.175372,[48 38] ; [146 104],[49.6547619 36.3452381] ; [144.3452381 105.6547619],0
a1,1,0.711328,0.136954,[ 5 81] ; [ 12 238],[ 4.35119048 81.64880952] ; [ 12.64880952 237.35119048],0
v3,1,0.750048,0.101491,[26 55] ; [ 81 157],[27.169279 53.830721] ; [ 79.830721 158.169279],0
n1,1,0.776258,0.080769,[14 21] ; [26 44],[13.33333333 21.66666667] ; [26.66666667 43.33333333],0
s5,1,0.784654,0.074671,[23 60] ; [ 70 169],[23.97204969 59.02795031] ; [ 69.02795031 169.97204969],0
n4,1,0.791289,0.070033,[64 21] ; [191  58],[64.89520958 20.10479042] ; [190.10479042  58.89520958],0
p6,1,0.865177,0.028828,[19 63] ; [ 55 192],[18.443769 63.556231] ; [ 55.556231 191.443769],0
a3,1,0.874751,0.024846,[66 20] ; [189  60],[65.46268657 20.53731343] ; [189.53731343  59.46268657],0
v1,1,0.881777,0.022117,[40 44] ; [118 125],[40.58715596 43.41284404] ; [117.41284404 125.58715596],0
s7,1,0.954899,0.003199,[35 45] ; [105 137],[34.7826087 45.2173913] ; [105.2173913 136.7826087],0
s1,1,0.955673,0.00309,[ 3 81] ; [  9 234],[ 3.08256881 80.91743119] ; [  8.91743119 234.08256881],0
