Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,51.759637,[35 58] ; [218  62],[63.08042895 29.91957105] ; [189.91957105  90.08042895],1
r3,1,0.0,25.310273,[79 14] ; [274   5],[88.25  4.75] ; [264.75  14.25],1
a6,1,1e-06,25.016794,[46 47] ; [216  65],[65.14973262 27.85026738] ; [196.85026738  84.14973262],1
d5,1,3e-06,21.941293,[59 34] ; [241  40],[74.59893048 18.40106952] ; [225.40106952  55.59893048],1
d4,1,2.8e-05,17.576513,[60 33] ; [238  43],[74.10160428 18.89839572] ; [223.89839572  57.10160428],1
a2,1,0.000579,11.84214,[ 6 87] ; [ 63 218],[17.15775401 75.84224599] ; [ 51.84224599 229.15775401],1
u3,1,0.000649,11.628925,[12 31] ; [59 41],[21.34965035 21.65034965] ; [49.65034965 50.34965035],1
u1,1,0.000727,11.419129,[ 2 91] ; [ 43 238],[11.18983957 81.81016043] ; [ 33.81016043 247.18983957],1
d1,1,0.001495,10.084675,[37 56] ; [165 116],[50.22994652 42.77005348] ; [151.77005348 129.22994652],0
b5,1,0.00208,9.477469,[46 47] ; [189  92],[58.43582888 34.56417112] ; [176.56417112 104.43582888],0
r1,1,0.002192,9.381122,[60 33] ; [222  55],[70.88108108 22.11891892] ; [211.11891892  65.88108108],0
r2,1,0.002469,9.163613,[78 14] ; [262  15],[84.7696477  7.2303523] ; [255.2303523  21.7696477],0
r4,1,0.00408,8.247779,[74 19] ; [255  26],[81.81016043 11.18983957] ; [247.18983957  33.81016043],0
s2,1,0.010276,6.58648,[17 75] ; [ 90 187],[26.67750678 65.32249322] ; [ 80.32249322 196.67750678],0
v4,1,0.013726,6.072989,[83 10] ; [268  11],[87.75  5.25] ; [263.25  15.75],0
p4,1,0.01385,6.057105,[39 53] ; [160 120],[49.21505376 42.78494624] ; [149.78494624 130.21505376],0
s5,1,0.026386,4.930566,[28 63] ; [ 53 218],[20.36187845 70.63812155] ; [ 60.63812155 210.36187845],0
s6,1,0.049016,3.874806,[39 51] ; [152 123],[47.09589041 42.90410959] ; [143.90410959 131.09589041],0
a5,1,0.050535,3.823617,[55 38] ; [197  84],[62.6631016 30.3368984] ; [189.3368984  91.6631016],0
p10,1,0.062071,3.481157,[66 26] ; [225  53],[72.35675676 19.64324324] ; [218.64324324  59.35675676],0
a3,1,0.124387,2.361192,[50 42] ; [178 103],[56.23592493 35.76407507] ; [171.76407507 109.23592493],0
u2,1,0.125965,2.341543,[17 26] ; [54 47],[21.20138889 21.79861111] ; [49.79861111 51.20138889],0
p12,1,0.139165,2.187165,[ 2 90] ; [ 17 262],[ 4.7115903 87.2884097] ; [ 14.2884097 264.7115903],0
v2,1,0.141765,2.158695,[40 50] ; [141 123],[46.01694915 43.98305085] ; [134.98305085 129.01694915],0
p5,1,0.185436,1.753509,[ 9 84] ; [ 16 264],[ 6.23324397 86.76675603] ; [ 18.76675603 261.23324397],0
p9,1,0.189029,1.725166,[73 20] ; [233  43],[77.12195122 15.87804878] ; [228.87804878  47.12195122],0
p8,1,0.206044,1.599007,[42 50] ; [147 129],[47.25 44.75] ; [141.75 134.25],0
v3,1,0.210592,1.56735,[23 67] ; [ 88 182],[27.75 62.25] ; [ 83.25 186.75],0
n3,1,0.213237,1.549315,[19  9] ; [48 12],[21.31818182  6.68181818] ; [45.68181818 14.31818182],0
b4,1,0.214438,1.54121,[62 31] ; [167 114],[56.94385027 36.05614973] ; [172.05614973 108.94385027],0
s1,1,0.247341,1.338262,[ 2 90] ; [  2 273],[ 1.0027248 90.9972752] ; [  2.9972752 272.0027248],0
p6,1,0.2656,1.23933,[22 68] ; [ 85 193],[26.16847826 63.83152174] ; [ 80.83152174 197.16847826],0
a8,1,0.335532,0.92743,[ 7 78] ; [ 31 227],[ 9.41690962 75.58309038] ; [ 28.58309038 229.41690962],0
s8,1,0.351804,0.866938,[16 77] ; [ 61 220],[19.14705882 73.85294118] ; [ 57.85294118 223.14705882],0
p3,1,0.35764,0.846162,[35 58] ; [121 160],[38.79144385 54.20855615] ; [117.20855615 163.79144385],0
p11,1,0.426337,0.632782,[73 20] ; [231  50],[75.59358289 17.40641711] ; [228.40641711  52.59358289],0
n1,1,0.439046,0.598775,[ 6 22] ; [17 41],[ 7.48837209 20.51162791] ; [15.51162791 42.48837209],0
a4,1,0.458715,0.549029,[33 59] ; [113 168],[36.01072386 55.98927614] ; [109.98927614 171.01072386],0
n4,1,0.503271,0.448033,[62 31] ; [197  83],[64.57640751 28.42359249] ; [194.42359249  85.57640751],0
b1,1,0.503864,0.446788,[36 57] ; [ 98 183],[33.32085561 59.67914439] ; [100.67914439 180.32085561],0
d2,1,0.568462,0.325263,[42 51] ; [117 163],[39.64343164 53.35656836] ; [119.35656836 160.64343164],0
s3,1,0.56992,0.322816,[34 57] ; [112 163],[36.30054645 54.69945355] ; [109.69945355 165.30054645],0
v1,1,0.584869,0.298429,[44 47] ; [140 131],[46.25414365 44.74585635] ; [137.74585635 133.25414365],0
a1,1,0.70342,0.144938,[ 3 90] ; [  7 274],[ 2.48663102 90.51336898] ; [  7.51336898 273.48663102],0
n5,1,0.733675,0.115764,[64 29] ; [186  92],[62.66846361 30.33153639] ; [187.33153639  90.66846361],0
b2,1,0.771025,0.084701,[19 38] ; [44 97],[18.13636364 38.86363636] ; [44.86363636 96.13636364],0
b3,1,0.771025,0.084701,[19 38] ; [44 97],[18.13636364 38.86363636] ; [44.86363636 96.13636364],0
p1,1,0.807861,0.05914,[ 7 86] ; [ 19 261],[ 6.48257373 86.51742627] ; [ 19.51742627 260.48257373],0
n6,1,0.80955,0.058084,[74 19] ; [226  54],[74.79892761 18.20107239] ; [225.20107239  54.79892761],0
s4,1,0.81187,0.056651,[11 82] ; [ 35 239],[11.65667575 81.34332425] ; [ 34.34332425 239.65667575],0
n2,1,0.887363,0.020062,[20  8] ; [43 16],[20.27586207  7.72413793] ; [42.72413793 16.27586207],0
p7,1,0.946935,0.00443,[57 36] ; [169 105],[57.26975477 35.73024523] ; [168.73024523 105.26975477],0
