Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,95.99078,[223  94] ; [ 38 125],[172.36875 144.63125] ; [88.63125 74.36875],1
p6,1,0.0,58.327275,[170 143] ; [ 28 131],[131.30084746 181.69915254] ; [66.69915254 92.30084746],1
p8,1,0.0,36.185174,[214 100] ; [62 96],[183.61016949 130.38983051] ; [92.38983051 65.61016949],1
p7,1,0.0,28.236338,[240  71] ; [81 72],[215.15301724  95.84698276] ; [105.84698276  47.15301724],1
d1,1,5e-06,20.909842,[216 101] ; [76 87],[192.84166667 124.15833333] ; [99.15833333 63.84166667],1
p2,1,5.9e-05,16.132297,[287  28] ; [127  36],[272.82426778  42.17573222] ; [141.17573222  21.82426778],1
p5,1,9.7e-05,15.191016,[ 59 256] ; [  9 153],[ 44.90566038 270.09433962] ; [ 23.09433962 138.90566038],1
n5,1,0.000191,13.920989,[271  45] ; [116  46],[255.84100418  60.15899582] ; [131.15899582  30.84100418],1
d3,1,0.000292,13.122063,[241  76] ; [98 65],[223.88125  93.11875] ; [115.11875  47.88125],1
d2,1,0.000329,12.895702,[171 145] ; [ 60 103],[152.39248434 163.60751566] ; [78.60751566 84.39248434],1
d4,1,0.00078,11.289248,[278  38] ; [124  39],[265.20250522  50.79749478] ; [136.79749478  26.20250522],1
n4,1,0.001279,10.372664,[270  47] ; [119  44],[256.90208333  60.09791667] ; [132.09791667  30.90208333],0
a5,1,0.003458,8.548422,[254  63] ; [111  52],[241.05208333  75.94791667] ; [123.94791667  39.05208333],0
d5,1,0.003794,8.379951,[272  44] ; [123  40],[260.58455115  55.41544885] ; [134.41544885  28.58455115],0
s7,1,0.008778,6.867351,[198 107] ; [85 77],[184.82869379 120.17130621] ; [98.17130621 63.82869379],0
p10,1,0.015202,5.892895,[289  26] ; [136  25],[281.25  33.75] ; [143.75  17.25],0
n6,1,0.02199,5.246555,[286  30] ; [135  27],[278.31799163  37.68200837] ; [142.68200837  19.31799163],0
a4,1,0.023919,5.100468,[152 163] ; [ 61 102],[140.36610879 174.63389121] ; [72.63389121 90.36610879],0
u1,1,0.025081,5.018265,[ 72 245] ; [ 23 140],[ 62.73958333 254.26041667] ; [ 32.26041667 130.73958333],0
a7,1,0.025453,4.992802,[238  78] ; [107  56],[227.59916493  88.40083507] ; [117.40083507  45.59916493],0
r4,1,0.029552,4.735187,[298  19] ; [144  19],[291.90416667  25.09583333] ; [150.09583333  12.90416667],0
s8,1,0.03616,4.389549,[190 125] ; [82 81],[179.24686192 135.75313808] ; [92.75313808 70.24686192],0
s2,1,0.039108,4.256168,[214 101] ; [94 67],[203.82352941 111.17647059] ; [104.17647059  56.82352941],0
b5,1,0.060377,3.526999,[184 133] ; [109  54],[193.50208333 123.49791667] ; [99.49791667 63.50208333],0
v1,1,0.060747,3.516874,[189 119] ; [81 74],[179.6112311 128.3887689] ; [90.3887689 64.6112311],0
r1,1,0.0736,3.200861,[265  51] ; [125  37],[257.82426778  58.17573222] ; [132.17573222  29.82426778],0
a1,1,0.081182,3.041071,[ 22 295] ; [  5 158],[ 17.83125 299.16875] ; [  9.16875 153.83125],0
s5,1,0.083876,2.988154,[140 168] ; [ 59 100],[131.24625268 176.75374732] ; [67.75374732 91.24625268],0
a2,1,0.115559,2.476501,[ 87 230] ; [ 34 129],[ 79.91041667 237.08958333] ; [ 41.08958333 121.91041667],0
a3,1,0.143077,2.144549,[239  78] ; [112  50],[232.29018789  84.70981211] ; [118.70981211  43.29018789],0
v2,1,0.148826,2.084243,[185 123] ; [80 71],[177.82135076 130.17864924] ; [87.17864924 63.82135076],0
v4,1,0.162107,1.954465,[308   8] ; [153   8],[305.40041929  10.59958071] ; [155.59958071   5.40041929],0
r3,1,0.194036,1.686707,[310   7] ; [155   7],[307.7348643   9.2651357] ; [157.2651357   4.7348643],0
p1,1,0.197428,1.661296,[ 28 287] ; [  9 153],[ 24.43396226 290.56603774] ; [ 12.56603774 149.43396226],0
u2,1,0.252413,1.309897,[53 25] ; [29 21],[49.96875 28.03125] ; [32.03125 17.96875],0
n2,1,0.269283,1.220395,[38 13] ; [32  6],[40.11235955 10.88764045] ; [29.88764045  8.11235955],0
b1,1,0.306925,1.043863,[112 205] ; [ 50 113],[106.9875 210.0125] ; [ 55.0125 107.9875],0
p12,1,0.322506,0.978758,[ 41 275] ; [ 16 146],[ 37.68200837 278.31799163] ; [ 19.31799163 142.68200837],0
b2,1,0.374032,0.790227,[ 82 125] ; [34 65],[ 78.47058824 128.52941176] ; [37.52941176 61.47058824],0
b3,1,0.374032,0.790227,[ 82 125] ; [34 65],[ 78.47058824 128.52941176] ; [37.52941176 61.47058824],0
s1,1,0.389743,0.739744,[  9 305] ; [  7 153],[ 10.59915612 303.40084388] ; [  5.40084388 154.59915612],0
s3,1,0.400417,0.707074,[218  94] ; [117  42],[221.91082803  90.08917197] ; [113.08917197  45.91082803],0
p9,1,0.442943,0.588647,[291  25] ; [144  16],[288.78151261  27.21848739] ; [146.21848739  13.78151261],0
v3,1,0.492833,0.470335,[129 176] ; [62 97],[125.54956897 179.45043103] ; [65.45043103 93.54956897],0
a6,1,0.533745,0.387257,[224  93] ; [110  52],[221.03966597  95.96033403] ; [112.96033403  49.03966597],0
a8,1,0.543507,0.369079,[ 41 251] ; [ 24 124],[ 43.13636364 248.86363636] ; [ 21.86363636 126.13636364],0
u4,1,0.665767,0.186594,[ 10 307] ; [  4 159],[  9.24583333 307.75416667] ; [  4.75416667 158.24583333],0
b4,1,0.666981,0.185154,[190 127] ; [101  62],[192.18125 124.81875] ; [98.81875 64.18125],0
