Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,109.204739,[ 68 215] ; [119  39],[120.00226757 162.99773243] ; [66.99773243 91.00226757],1
s2,1,0.0,64.141907,[ 99 194] ; [120  45],[140.10262009 152.89737991] ; [78.89737991 86.10262009],1
s6,1,0.0,62.975748,[149 143] ; [143  19],[187.8061674 104.1938326] ; [104.1938326  57.8061674],1
s3,1,0.0,53.11227,[122 171] ; [127  38],[159.29475983 133.70524017] ; [89.70524017 75.29475983],1
p6,1,0.0,32.847481,[ 73 215] ; [85 78],[100.89578714 187.10421286] ; [ 57.10421286 105.89578714],1
d2,1,2.7e-05,17.651555,[123 170] ; [103  62],[144.58078603 148.41921397] ; [81.41921397 83.58078603],1
p4,1,9.4e-05,15.251729,[141 152] ; [110  54],[160.92560175 132.07439825] ; [90.07439825 73.92560175],1
v4,1,0.000116,14.849368,[257  36] ; [162   3],[268.05021834  24.94978166] ; [150.94978166  14.05021834],1
p12,1,0.000201,13.824677,[  6 286] ; [ 16 146],[ 14.14977974 277.85022026] ; [  7.85022026 154.14977974],1
u1,1,0.000244,13.459536,[ 37 258] ; [ 43 122],[ 51.30434783 243.69565217] ; [ 28.69565217 136.30434783],1
p10,1,0.000311,13.000572,[207  85] ; [140  23],[222.69010989  69.30989011] ; [124.30989011  38.69010989],1
p9,1,0.000321,12.944647,[219  70] ; [147  17],[233.49668874  55.50331126] ; [132.50331126  31.49668874],1
p8,1,0.000351,12.779144,[121 171] ; [96 67],[139.26153846 152.73846154] ; [77.73846154 85.26153846],1
s5,1,0.000417,12.452702,[ 81 207] ; [69 85],[ 97.73755656 190.26244344] ; [ 52.26244344 101.73755656],1
d1,1,0.000496,12.132482,[172 123] ; [123  42],[189.18478261 105.81521739] ; [105.81521739  59.18478261],1
p3,1,0.000562,11.899147,[111 182] ; [90 75],[128.58733624 164.41266376] ; [72.41266376 92.58733624],1
r2,1,0.001286,10.361841,[257  32] ; [157   4],[265.88  23.12] ; [148.12  12.88],0
a3,1,0.00147,10.11562,[196  98] ; [133  32],[210.73202614  83.26797386] ; [118.26797386  46.73202614],0
a5,1,0.001927,9.617787,[202  93] ; [135  30],[216.11956522  78.88043478] ; [120.88043478  44.11956522],0
n5,1,0.002004,9.546301,[182 109] ; [125  38],[196.77753304  94.22246696] ; [110.22246696  52.77753304],0
p7,1,0.0033,8.633816,[152 135] ; [107  52],[166.66591928 120.33408072] ; [92.33408072 66.66591928],0
r4,1,0.003774,8.389698,[238  57] ; [150  15],[248.82608696  46.17391304] ; [139.17391304  25.82608696],0
r1,1,0.005996,7.551414,[216  77] ; [140  25],[227.74672489  65.25327511] ; [128.25327511  36.74672489],0
