Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,124.772892,[304 167] ; [ 71 232],[228.19767442 242.80232558] ; [146.80232558 156.19767442],1
p6,1,0.0,68.875942,[209 261] ; [ 47 254],[156.05706874 313.94293126] ; [ 99.94293126 201.05706874],1
p2,1,0.0,53.65826,[427  47] ; [211  93],[388.70437018  85.29562982] ; [249.29562982  54.70437018],1
p3,1,0.0,51.044405,[266 209] ; [ 90 212],[217.63191763 257.36808237] ; [138.36808237 163.63191763],1
p4,1,0.0,41.94846,[307 167] ; [125 179],[263.19794344 210.80205656] ; [168.80205656 135.19794344],1
p10,1,1e-06,23.734566,[395  77] ; [207  94],[367.58602846 104.41397154] ; [234.41397154  66.58602846],1
p11,1,5.1e-05,16.403022,[386  90] ; [208  96],[362.49230769 113.50769231] ; [231.50769231  72.49230769],1
r4,1,0.000371,12.673711,[444  32] ; [260  44],[429.62051282  46.37948718] ; [274.37948718  29.62051282],1
s7,1,0.000457,12.285304,[227 229] ; [106 183],[203.82281879 252.17718121] ; [129.17718121 159.82281879],1
r3,1,0.000947,10.927601,[461  14] ; [278  25],[451.18894602  23.81105398] ; [287.81105398  15.18894602],1
s5,1,0.001033,10.766681,[158 311] ; [ 64 221],[138.08753316 330.91246684] ; [ 83.91246684 201.08753316],0
p9,1,0.001948,9.5977,[402  71] ; [226  71],[385.77142857  87.22857143] ; [242.22857143  54.77142857],0
v1,1,0.002117,9.445462,[256 211] ; [128 167],[235.33858268 231.66141732] ; [148.66141732 146.33858268],0
s8,1,0.003097,8.749464,[214 260] ; [104 198],[194.24226804 279.75773196] ; [123.75773196 178.24226804],0
s3,1,0.007238,7.212838,[269 201] ; [142 158],[250.87012987 219.12987013] ; [160.12987013 139.87012987],0
v2,1,0.009416,6.742116,[271 191] ; [141 147],[253.792 208.208] ; [158.208 129.792],0
s6,1,0.010377,6.568989,[317 154] ; [174 125],[300.33896104 170.66103896] ; [190.66103896 108.33896104],0
r1,1,0.01389,6.052083,[389  84] ; [227  76],[375.4742268  97.5257732] ; [240.5257732  62.4742268],0
n5,1,0.014476,5.979197,[353 121] ; [201 102],[337.96138996 136.03861004] ; [216.03861004  86.96138996],0
