Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000111,14.942289,[ 1 23] ; [16 14],[ 7.55555556 16.44444444] ; [ 9.44444444 20.55555556],1
n3,1,0.00089,11.042887,[ 3 10] ; [10  1],[7.04166667 5.95833333] ; [5.95833333 5.04166667],1
n6,1,0.00179,9.75375,[ 5 19] ; [19 11],[10.66666667 13.33333333] ; [13.33333333 16.66666667],0
p11,1,0.003534,8.509111,[ 6 19] ; [19 11],[11.36363636 13.63636364] ; [13.63636364 16.36363636],0
s6,1,0.005256,7.7893,[ 2 23] ; [12 17],[ 6.48148148 18.51851852] ; [ 7.51851852 21.48148148],0
d5,1,0.005718,7.637143,[11 14] ; [24  6],[15.90909091  9.09090909] ; [19.09090909 10.90909091],0
b5,1,0.010445,6.557319,[ 8 17] ; [20 10],[12.72727273 12.27272727] ; [15.27272727 14.72727273],0
d4,1,0.012286,6.269092,[13 12] ; [25  5],[17.27272727  7.72727273] ; [20.72727273  9.27272727],0
p10,1,0.014919,5.925974,[ 5 19] ; [16 14],[ 9.33333333 14.66666667] ; [11.66666667 18.33333333],0
p9,1,0.016919,5.704789,[ 7 17] ; [18 11],[11.32075472 12.67924528] ; [13.67924528 15.32075472],0
r1,1,0.02703,4.888889,[ 6 19] ; [16 14],[10. 15.] ; [12. 18.],0
n5,1,0.02703,4.888889,[19  6] ; [14 16],[15. 10.] ; [18. 12.],0
p2,1,0.03004,4.706974,[ 5 20] ; [14 15],[ 8.7962963 16.2037037] ; [10.2037037 18.7962963],0
p8,1,0.049486,3.858774,[ 2 22] ; [ 9 21],[ 4.88888889 19.11111111] ; [ 6.11111111 23.88888889],0
p1,1,0.069445,3.296099,[ 6 19] ; [ 2 28],[ 3.63636364 21.36363636] ; [ 4.36363636 25.63636364],0
a7,1,0.07626,3.142857,[ 9 16] ; [18 12],[12.27272727 12.72727273] ; [14.72727273 15.27272727],0
a8,1,0.127164,2.326788,[ 2 22] ; [ 7 22],[ 4.0754717 19.9245283] ; [ 4.9245283 24.0754717],0
p4,1,0.175389,1.836271,[ 5 20] ; [11 19],[ 7.27272727 17.72727273] ; [ 8.72727273 21.27272727],0
s7,1,0.177647,1.817202,[ 3 21] ; [ 8 21],[ 4.98113208 19.01886792] ; [ 6.01886792 22.98113208],0
p7,1,0.207958,1.585586,[ 6 19] ; [12 18],[ 8.18181818 16.81818182] ; [ 9.81818182 20.18181818],0
s1,1,0.217803,1.518791,[ 3 22] ; [ 1 29],[ 1.81818182 23.18181818] ; [ 2.18181818 27.81818182],0
d1,1,0.268925,1.222222,[ 8 17] ; [14 16],[10. 15.] ; [12. 18.],0
b4,1,0.282505,1.155,[14 11] ; [21  9],[15.90909091  9.09090909] ; [19.09090909 10.90909091],0
r2,1,0.298581,1.080519,[12 12] ; [18 10],[13.84615385 10.15384615] ; [16.15384615 11.84615385],0
u2,1,0.314648,1.011065,[ 1 10] ; [3 9],[1.91304348 9.08695652] ; [2.08695652 9.91304348],0
n2,1,0.320423,0.987221,[5 8] ; [7 5],[6.24 6.76] ; [5.76 6.24],0
s5,1,0.392906,0.729931,[ 3 22] ; [ 6 23],[ 4.16666667 20.83333333] ; [ 4.83333333 24.16666667],0
s3,1,0.444985,0.583393,[ 5 19] ; [ 9 21],[ 6.22222222 17.77777778] ; [ 7.77777778 22.22222222],0
b1,1,0.458318,0.55,[15 10] ; [15 15],[13.63636364 11.36363636] ; [16.36363636 13.63636364],0
d3,1,0.458318,0.55,[10 15] ; [15 15],[11.36363636 13.63636364] ; [13.63636364 16.36363636],0
a6,1,0.521503,0.41092,[13 12] ; [13 17],[11.81818182 13.18181818] ; [14.18181818 15.81818182],0
d2,1,0.583882,0.3,[11 13] ; [16 14],[12. 12.] ; [15. 15.],0
a4,1,0.708023,0.14026,[10 14] ; [11 19],[ 9.33333333 14.66666667] ; [11.66666667 18.33333333],0
n4,1,0.717052,0.131335,[17  8] ; [19 11],[16.36363636  8.63636364] ; [19.63636364 10.36363636],0
a5,1,0.729276,0.119778,[13 12] ; [17 13],[13.63636364 11.36363636] ; [16.36363636 13.63636364],0
a2,1,0.812733,0.056122,[ 3 22] ; [ 3 27],[ 2.72727273 22.27272727] ; [ 3.27272727 26.72727273],0
v3,1,0.819936,0.051814,[ 4 21] ; [ 4 25],[ 3.7037037 21.2962963] ; [ 4.2962963 24.7037037],0
p5,1,0.833702,0.044082,[ 2 22] ; [ 3 27],[ 2.22222222 21.77777778] ; [ 2.77777778 27.22222222],0
n1,1,0.847501,0.036982,[6 7] ; [6 6],[6.24 6.76] ; [5.76 6.24],0
s4,1,0.882553,0.021825,[ 3 22] ; [ 4 26],[ 3.18181818 21.81818182] ; [ 3.81818182 26.18181818],0
a3,1,0.901427,0.015341,[14 10] ; [18 12],[14.22222222  9.77777778] ; [17.77777778 12.22222222],0
p12,1,0.914752,0.011459,[ 1 24] ; [ 1 28],[ 0.92592593 24.07407407] ; [ 1.07407407 27.92592593],0
v1,1,0.990568,0.00014,[ 6 19] ; [ 7 22],[ 6.01851852 18.98148148] ; [ 6.98148148 22.01851852],0
p3,1,1.0,0.0,[ 5 20] ; [ 6 24],[ 5. 20.] ; [ 6. 24.],0
b2,1,1.0,0.0,[ 8 12] ; [ 8 12],[ 8. 12.] ; [ 8. 12.],0
b3,1,1.0,0.0,[ 8 12] ; [ 8 12],[ 8. 12.] ; [ 8. 12.],0
