Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001203,10.486259,[32  6] ; [17 18],[25.50684932 12.49315068] ; [23.49315068 11.50684932],0
s5,1,0.004111,8.23396,[16 22] ; [ 4 30],[10.55555556 27.44444444] ; [ 9.44444444 24.55555556],0
d5,1,0.007441,7.16332,[12 26] ; [22 13],[17.69863014 20.30136986] ; [16.30136986 18.69863014],0
v3,1,0.026347,4.933092,[24 14] ; [13 22],[19.26027397 18.73972603] ; [17.73972603 17.26027397],0
p1,1,0.033446,4.522812,[ 7 31] ; [ 1 34],[ 4.16438356 33.83561644] ; [ 3.83561644 31.16438356],0
n1,1,0.066075,3.377922,[5 3] ; [2 8],[3.11111111 4.88888889] ; [3.88888889 6.11111111],0
n4,1,0.07317,3.210436,[31  7] ; [22 13],[27.5890411 10.4109589] ; [25.4109589  9.5890411],0
a4,1,0.08177,3.02937,[ 9 29] ; [ 3 32],[ 6.24657534 31.75342466] ; [ 5.75342466 29.24657534],0
s3,1,0.101008,2.689554,[15 23] ; [20 14],[18.47222222 19.52777778] ; [16.52777778 17.47222222],0
r1,1,0.114254,2.49437,[32  6] ; [24 11],[29.15068493  8.84931507] ; [26.84931507  8.15068493],0
p3,1,0.131132,2.279058,[23 15] ; [15 20],[19.78082192 18.21917808] ; [18.21917808 16.78082192],0
p4,1,0.138276,2.197037,[26 12] ; [18 17],[22.90410959 15.09589041] ; [21.09589041 13.90410959],0
b3,1,0.144735,2.126885,[ 9 14] ; [ 4 17],[ 6.79545455 16.20454545] ; [ 6.20454545 14.79545455],0
b2,1,0.144735,2.126885,[ 9 14] ; [ 4 17],[ 6.79545455 16.20454545] ; [ 6.20454545 14.79545455],0
v4,1,0.145461,2.119214,[36  1] ; [31  4],[34.43055556  2.56944444] ; [32.56944444  2.43055556],0
p5,1,0.168606,1.895298,[ 6 32] ; [ 2 33],[ 4.16438356 33.83561644] ; [ 3.83561644 31.16438356],0
p11,1,0.187228,1.739299,[32  6] ; [25 10],[29.67123288  8.32876712] ; [27.32876712  7.67123288],0
s2,1,0.267124,1.231458,[13 25] ; [16 18],[15.30555556 22.69444444] ; [13.69444444 20.30555556],0
n6,1,0.308224,1.038272,[29  9] ; [30  5],[30.71232877  7.28767123] ; [28.28767123  6.71232877],0
a5,1,0.315637,1.00694,[25 13] ; [19 16],[22.90410959 15.09589041] ; [21.09589041 13.90410959],0
s7,1,0.35411,0.858675,[18 18] ; [12 19],[16.11940299 19.88059701] ; [13.88059701 17.11940299],0
p6,1,0.361956,0.831094,[17 21] ; [12 23],[15.09589041 22.90410959] ; [13.90410959 21.09589041],0
a3,1,0.391096,0.73553,[19 19] ; [21 14],[20.82191781 17.17808219] ; [19.17808219 15.82191781],0
a2,1,0.454563,0.559249,[ 4 34] ; [ 2 33],[ 3.12328767 34.87671233] ; [ 2.87671233 32.12328767],0
d1,1,0.507432,0.439359,[ 1 37] ; [ 2 33],[ 1.56164384 36.43835616] ; [ 1.43835616 33.56164384],0
b1,1,0.510016,0.434035,[17 21] ; [13 22],[15.61643836 22.38356164] ; [14.38356164 20.61643836],0
r2,1,0.597365,0.278988,[35  2] ; [32  3],[34.43055556  2.56944444] ; [32.56944444  2.43055556],0
u1,1,0.604919,0.267641,[ 2 36] ; [ 1 34],[ 1.56164384 36.43835616] ; [ 1.43835616 33.56164384],0
r4,1,0.634455,0.226068,[33  5] ; [29  6],[32.2739726  5.7260274] ; [29.7260274  5.2739726],0
p10,1,0.639336,0.219612,[31  7] ; [27  8],[30.19178082  7.80821918] ; [27.80821918  7.19178082],0
s8,1,0.665112,0.187374,[16 22] ; [13 22],[15.09589041 22.90410959] ; [13.90410959 21.09589041],0
s6,1,0.668032,0.183913,[21 16] ; [21 13],[21.88732394 15.11267606] ; [20.11267606 13.88732394],0
v1,1,0.689874,0.159222,[23 15] ; [19 15],[22.16666667 15.83333333] ; [19.83333333 14.16666667],0
b5,1,0.698829,0.149692,[20 18] ; [20 15],[20.82191781 17.17808219] ; [19.17808219 15.82191781],0
u2,1,0.797004,0.066165,[ 9 10] ; [6 8],[ 8.63636364 10.36363636] ; [6.36363636 7.63636364],0
p9,1,0.876138,0.024294,[32  6] ; [29  6],[31.75342466  6.24657534] ; [29.24657534  5.75342466],0
u3,1,0.881162,0.022349,[ 9 10] ; [7 7],[9.21212121 9.78787879] ; [6.78787879 7.21212121],0
b4,1,0.887441,0.020034,[20 18] ; [19 16],[20.30136986 17.69863014] ; [18.69863014 16.30136986],0
s4,1,0.90188,0.0152,[ 4 34] ; [ 4 31],[ 4.16438356 33.83561644] ; [ 3.83561644 31.16438356],0
a8,1,0.911171,0.012446,[ 3 33] ; [ 3 30],[ 3.13043478 32.86956522] ; [ 2.86956522 30.13043478],0
d2,1,0.911458,0.012365,[ 8 30] ; [ 7 28],[ 7.80821918 30.19178082] ; [ 7.19178082 27.80821918],0
p2,1,0.911458,0.012365,[30  8] ; [28  7],[30.19178082  7.80821918] ; [27.80821918  7.19178082],0
r3,1,0.93257,0.007159,[36  2] ; [33  2],[35.91780822  2.08219178] ; [33.08219178  1.91780822],0
a6,1,0.978786,0.000707,[24 14] ; [22 13],[23.94520548 14.05479452] ; [22.05479452 12.94520548],0
n5,1,0.987681,0.000238,[29  9] ; [26  8],[29.02777778  8.97222222] ; [25.97222222  8.02777778],0
a7,1,0.988976,0.000191,[26 12] ; [24 11],[26.02739726 11.97260274] ; [23.97260274 11.02739726],0
d3,1,0.994604,4.6e-05,[13 25] ; [12 23],[13.01369863 24.98630137] ; [11.98630137 23.01369863],0
