Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.007374,7.17964,[8 3] ; [ 4 14],[4.55172414 6.44827586] ; [ 7.44827586 10.55172414],0
a7,1,0.013124,6.152347,[4 7] ; [14  3],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
p7,1,0.024798,5.037927,[8 3] ; [ 5 12],[5.10714286 5.89285714] ; [7.89285714 9.10714286],0
a4,1,0.032404,4.57702,[6 5] ; [ 3 15],[3.4137931 7.5862069] ; [ 5.5862069 12.4137931],0
d3,1,0.044361,4.042781,[6 5] ; [15  2],[8.25 2.75] ; [12.75  4.25],0
n4,1,0.047388,3.931571,[9 2] ; [ 8 10],[6.44827586 4.55172414] ; [10.55172414  7.44827586],0
b1,1,0.057114,3.619256,[7 4] ; [ 5 13],[4.55172414 6.44827586] ; [ 7.44827586 10.55172414],0
b5,1,0.057114,3.619256,[4 7] ; [13  5],[6.44827586 4.55172414] ; [10.55172414  7.44827586],0
p4,1,0.07558,3.157469,[6 5] ; [ 4 14],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
s3,1,0.07558,3.157469,[6 5] ; [ 4 14],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
v2,1,0.149448,2.077875,[6 5] ; [ 5 13],[4.17241379 6.82758621] ; [ 6.82758621 11.17241379],0
u2,1,0.164264,1.934524,[1 3] ; [6 3],[2.15384615 1.84615385] ; [4.84615385 4.15384615],0
n5,1,0.227907,1.453877,[8 3] ; [9 9],[6.44827586 4.55172414] ; [10.55172414  7.44827586],0
s8,1,0.228052,1.452972,[ 1 10] ; [ 5 13],[2.27586207 8.72413793] ; [ 3.72413793 14.27586207],0
v4,1,0.295366,1.095001,[8 3] ; [15  2],[9.03571429 1.96428571] ; [13.96428571  3.03571429],0
s2,1,0.331171,0.944312,[5 6] ; [ 5 13],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
r2,1,0.331567,0.942769,[8 3] ; [14  2],[8.96296296 2.03703704] ; [13.03703704  2.96296296],0
d4,1,0.375728,0.784632,[9 2] ; [12  6],[7.96551724 3.03448276] ; [13.03448276  4.96551724],0
d2,1,0.408384,0.683502,[4 7] ; [ 4 14],[3.03448276 7.96551724] ; [ 4.96551724 13.03448276],0
n2,1,0.465209,0.533333,[2 1] ; [2 3],[1.5 1.5] ; [2.5 2.5],0
n1,1,0.465209,0.533333,[2 1] ; [2 3],[1.5 1.5] ; [2.5 2.5],0
p11,1,0.473701,0.51333,[7 4] ; [9 9],[6.06896552 4.93103448] ; [9.93103448 8.06896552],0
a5,1,0.473701,0.51333,[7 4] ; [9 9],[6.06896552 4.93103448] ; [9.93103448 8.06896552],0
a3,1,0.473701,0.51333,[7 4] ; [9 9],[6.06896552 4.93103448] ; [9.93103448 8.06896552],0
v3,1,0.493886,0.46805,[3 8] ; [ 3 15],[2.27586207 8.72413793] ; [ 3.72413793 14.27586207],0
p6,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
b4,1,0.523094,0.407788,[3 8] ; [ 7 11],[3.79310345 7.20689655] ; [ 6.20689655 11.79310345],0
b2,1,0.580543,0.305357,[1 6] ; [3 9],[1.47368421 5.52631579] ; [2.52631579 9.47368421],0
b3,1,0.580543,0.305357,[1 6] ; [3 9],[1.47368421 5.52631579] ; [2.52631579 9.47368421],0
r1,1,0.59737,0.27898,[6 5] ; [ 8 10],[5.31034483 5.68965517] ; [8.68965517 9.31034483],0
s5,1,0.606089,0.265909,[2 8] ; [ 2 14],[1.53846154 8.46153846] ; [ 2.46153846 13.53846154],0
p8,1,0.627726,0.235157,[4 7] ; [ 5 13],[3.4137931 7.5862069] ; [ 5.5862069 12.4137931],0
p10,1,0.627726,0.235157,[7 4] ; [13  5],[7.5862069 3.4137931] ; [12.4137931  5.5862069],0
s7,1,0.724263,0.124444,[4 6] ; [ 6 12],[3.57142857 6.42857143] ; [ 6.42857143 11.57142857],0
d1,1,0.732122,0.117172,[3 8] ; [ 6 12],[3.4137931 7.5862069] ; [ 5.5862069 12.4137931],0
p9,1,0.732122,0.117172,[8 3] ; [12  6],[7.5862069 3.4137931] ; [12.4137931  5.5862069],0
p2,1,0.757782,0.095107,[8 3] ; [14  4],[8.34482759 2.65517241] ; [13.65517241  4.34482759],0
a6,1,0.812126,0.056494,[6 5] ; [9 9],[5.68965517 5.31034483] ; [9.31034483 8.68965517],0
u3,1,0.852876,0.034392,[2 2] ; [5 4],[2.15384615 1.84615385] ; [4.84615385 4.15384615],0
u1,1,0.86239,0.030044,[ 1 10] ; [ 2 16],[1.13793103 9.86206897] ; [ 1.86206897 16.13793103],0
n6,1,0.867695,0.027751,[7 4] ; [12  6],[7.20689655 3.79310345] ; [11.79310345  6.20689655],0
r4,1,0.89183,0.018493,[7 4] ; [11  7],[6.82758621 4.17241379] ; [11.17241379  6.82758621],0
d5,1,0.954001,0.003327,[7 4] ; [11  6],[7.07142857 3.92857143] ; [10.92857143  6.07142857],0
r3,1,0.976445,0.000872,[8 3] ; [13  5],[7.96551724 3.03448276] ; [13.03448276  4.96551724],0
