Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,2e-06,22.661907,[34  9] ; [14 34],[22.68131868 20.31868132] ; [25.31868132 22.68131868],1
p9,1,2.5e-05,17.786561,[32 13] ; [12 33],[22. 23.] ; [22. 23.],1
p10,1,6.1e-05,16.0762,[31 12] ; [14 33],[21.5 21.5] ; [23.5 23.5],1
r3,1,0.00031,13.009599,[30 12] ; [16 32],[21.46666667 20.53333333] ; [24.53333333 23.46666667],1
p8,1,0.001426,10.171413,[20 24] ; [ 7 40],[13.05494505 30.94505495] ; [13.94505495 33.05494505],0
b1,1,0.004616,8.024134,[14 31] ; [29 19],[20.80645161 24.19354839] ; [22.19354839 25.80645161],0
s6,1,0.005272,7.783821,[19 25] ; [ 8 40],[12.91304348 31.08695652] ; [14.08695652 33.91304348],0
n6,1,0.011215,6.430886,[31 12] ; [22 26],[25.04395604 17.95604396] ; [27.95604396 20.04395604],0
s8,1,0.012381,6.255495,[11 33] ; [ 3 45],[ 6.69565217 37.30434783] ; [ 7.30434783 40.69565217],0
s7,1,0.013698,6.07661,[17 26] ; [ 7 37],[11.86206897 31.13793103] ; [12.13793103 31.86206897],0
p7,1,0.016683,5.729398,[20 22] ; [11 36],[14.62921348 27.37078652] ; [16.37078652 30.62921348],0
p4,1,0.01919,5.484113,[21 24] ; [11 36],[15.65217391 29.34782609] ; [16.34782609 30.65217391],0
b4,1,0.02297,5.170807,[32 13] ; [23 25],[26.61290323 18.38709677] ; [28.38709677 19.61290323],0
s5,1,0.025501,4.989566,[10 33] ; [ 3 43],[ 6.28089888 36.71910112] ; [ 6.71910112 39.28089888],0
n3,1,0.028456,4.80025,[11  6] ; [ 8 18],[7.51162791 9.48837209] ; [11.48837209 14.51162791],0
p3,1,0.033476,4.521247,[15 30] ; [ 7 41],[10.64516129 34.35483871] ; [11.35483871 36.64516129],0
a1,1,0.033622,4.513805,[ 1 44] ; [ 7 41],[ 3.87096774 41.12903226] ; [ 4.12903226 43.87096774],0
s2,1,0.034336,4.477908,[17 27] ; [ 9 39],[12.43478261 31.56521739] ; [13.56521739 34.43478261],0
u3,1,0.0346,4.464831,[ 9 13] ; [ 3 20],[ 5.86666667 16.13333333] ; [ 6.13333333 16.86666667],0
u2,1,0.051422,3.794466,[12 10] ; [ 6 17],[ 8.8 13.2] ; [ 9.2 13.8],0
s3,1,0.10183,2.676647,[19 24] ; [13 34],[15.28888889 27.71111111] ; [16.71111111 30.28888889],0
b2,1,0.116861,2.458889,[ 7 21] ; [13 16],[ 9.8245614 18.1754386] ; [10.1754386 18.8245614],0
b3,1,0.116861,2.458889,[ 7 21] ; [13 16],[ 9.8245614 18.1754386] ; [10.1754386 18.8245614],0
p1,1,0.137052,2.210754,[ 7 37] ; [ 3 45],[ 4.7826087 39.2173913] ; [ 5.2173913 42.7826087],0
p5,1,0.145196,2.12201,[ 4 40] ; [ 1 46],[ 2.41758242 41.58241758] ; [ 2.58241758 44.41758242],0
v4,1,0.160687,1.967746,[28 14] ; [25 23],[24.73333333 17.26666667] ; [28.26666667 19.73333333],0
s1,1,0.191635,1.705,[ 1 44] ; [ 4 44],[ 2.41935484 42.58064516] ; [ 2.58064516 45.41935484],0
v3,1,0.196078,1.671352,[10 34] ; [ 6 42],[ 7.65217391 36.34782609] ; [ 8.34782609 39.65217391],0
n2,1,0.220015,1.504274,[11  7] ; [11 15],[9. 9.] ; [13. 13.],0
p6,1,0.338002,0.917995,[10 34] ; [ 7 40],[ 8.21978022 35.78021978] ; [ 8.78021978 38.21978022],0
r1,1,0.345292,0.890685,[11 34] ; [16 32],[13.06451613 31.93548387] ; [13.93548387 34.06451613],0
s4,1,0.361503,0.832664,[12 33] ; [ 9 39],[10.16129032 34.83870968] ; [10.83870968 37.16129032],0
n1,1,0.402114,0.701994,[ 7 11] ; [ 7 19],[ 5.72727273 12.27272727] ; [ 8.27272727 17.72727273],0
v2,1,0.40261,0.700517,[14 30] ; [11 35],[12.22222222 31.77777778] ; [12.77777778 33.22222222],0
a4,1,0.415149,0.664006,[16 29] ; [13 34],[14.18478261 30.81521739] ; [14.81521739 32.18478261],0
d4,1,0.454674,0.558973,[29 15] ; [28 20],[27.26086957 16.73913043] ; [29.73913043 18.26086957],0
r2,1,0.499578,0.455834,[26 17] ; [24 21],[24.43181818 18.56818182] ; [25.56818182 19.43181818],0
u1,1,0.593222,0.285341,[ 3 42] ; [ 2 46],[ 2.41935484 42.58064516] ; [ 2.58064516 45.41935484],0
a6,1,0.601585,0.272612,[21 24] ; [25 23],[22.25806452 22.74193548] ; [23.74193548 24.25806452],0
a3,1,0.679833,0.170314,[22 23] ; [25 22],[22.98913043 22.01086957] ; [24.01086957 22.98913043],0
n4,1,0.795858,0.066932,[26 19] ; [29 19],[26.61290323 18.38709677] ; [28.38709677 19.61290323],0
a2,1,0.80333,0.062021,[ 4 41] ; [ 5 43],[ 4.35483871 40.64516129] ; [ 4.64516129 43.35483871],0
d1,1,0.813219,0.055826,[17 28] ; [17 31],[16.4516129 28.5483871] ; [17.5483871 30.4516129],0
d3,1,0.827556,0.047453,[21 24] ; [23 24],[21.52173913 23.47826087] ; [22.47826087 24.52173913],0
