Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-06,25.239468,[17 32] ; [110  38],[31.58883249 17.41116751] ; [95.41116751 52.58883249],1
s6,1,4e-06,21.409247,[37 10] ; [146   3],[43.88265306  3.11734694] ; [139.11734694   9.88265306],1
a3,1,0.000135,14.576472,[29 19] ; [128  21],[38.25380711  9.74619289] ; [118.74619289  30.25380711],1
n4,1,0.000205,13.783014,[29 20] ; [125  23],[38.30456853 10.69543147] ; [115.69543147  32.30456853],1
s2,1,0.000942,10.939173,[40  9] ; [144   6],[45.30653266  3.69346734] ; [138.69346734  11.30653266],1
n5,1,0.001152,10.56542,[30 18] ; [125  23],[37.95918367 10.04081633] ; [117.04081633  30.95918367],0
p4,1,0.003583,8.484003,[23 25] ; [105  43],[31.34693878 16.65306122] ; [96.65306122 51.34693878],0
v2,1,0.010828,6.493321,[19 27] ; [92 55],[26.45595855 19.54404145] ; [84.54404145 62.45595855],0
a8,1,0.012255,6.273634,[ 1 46] ; [ 22 114],[ 5.90710383 41.09289617] ; [ 17.09289617 118.90710383],0
u2,1,0.018884,5.512222,[ 6 14] ; [14  7],[ 9.75609756 10.24390244] ; [10.24390244 10.75609756],0
v3,1,0.022238,5.227073,[15 32] ; [75 72],[21.80412371 25.19587629] ; [68.19587629 78.80412371],0
p5,1,0.026059,4.952084,[ 4 43] ; [ 35 115],[ 9.30456853 37.69543147] ; [ 29.69543147 120.30456853],0
p6,1,0.038372,4.288476,[16 31] ; [76 72],[22.17435897 24.82564103] ; [69.82564103 78.17435897],0
d3,1,0.041035,4.174557,[29 20] ; [111  38],[34.64646465 14.35353535] ; [105.35353535  43.64646465],0
a4,1,0.05339,3.731676,[19 30] ; [82 68],[24.86934673 24.13065327] ; [76.13065327 73.86934673],0
p2,1,0.060761,3.516502,[37 10] ; [134  16],[40.79695431  6.20304569] ; [130.20304569  19.79695431],0
n1,1,0.07804,3.10525,[3 6] ; [23 12],[5.31818182 3.68181818] ; [20.68181818 14.31818182],0
p7,1,0.087865,2.913066,[30 16] ; [112  32],[34.37894737 11.62105263] ; [107.62105263  36.37894737],0
p3,1,0.09132,2.850953,[22 26] ; [89 60],[27.04568528 20.95431472] ; [83.95431472 65.04568528],0
a6,1,0.092957,2.822402,[36 13] ; [89 59],[31.09137056 17.90862944] ; [93.90862944 54.09137056],0
u3,1,0.1262,2.338636,[11  9] ; [17  5],[13.33333333  6.66666667] ; [14.66666667  7.33333333],0
d2,1,0.138791,2.191316,[22 27] ; [85 64],[26.47979798 22.52020202] ; [80.52020202 68.47979798],0
b1,1,0.156294,2.009725,[15 34] ; [63 87],[19.20603015 29.79396985] ; [58.79396985 91.20603015],0
p9,1,0.167021,1.909484,[40  7] ; [137  12],[42.44387755  4.55612245] ; [134.55612245  14.44387755],0
u1,1,0.177818,1.815767,[ 7 42] ; [ 35 115],[10.34170854 38.65829146] ; [ 31.65829146 118.34170854],0
p1,1,0.191039,1.70959,[ 3 44] ; [ 20 129],[ 5.51530612 41.48469388] ; [ 17.48469388 131.51530612],0
d4,1,0.235053,1.410018,[46  3] ; [130  18],[43.77664975  5.22335025] ; [132.22335025  15.77664975],0
r3,1,0.258289,1.277906,[46  3] ; [145   4],[47.26767677  1.73232323] ; [143.73232323   5.26767677],0
r1,1,0.264788,1.243549,[38 10] ; [128  21],[40.44670051  7.55329949] ; [125.55329949  23.44670051],0
p8,1,0.300226,1.073189,[26 22] ; [92 55],[29.04615385 18.95384615] ; [88.95384615 58.04615385],0
p12,1,0.323868,0.973264,[ 4 43] ; [ 21 129],[ 5.96446701 41.03553299] ; [ 19.03553299 130.96446701],0
s4,1,0.325619,0.966241,[11 36] ; [ 46 103],[13.66836735 33.33163265] ; [ 43.33163265 105.66836735],0
s1,1,0.328236,0.955846,[ 1 48] ; [  8 140],[ 2.23857868 46.76142132] ; [  6.76142132 141.23857868],0
b5,1,0.334776,0.930334,[30 19] ; [80 70],[27.08542714 21.91457286] ; [82.91457286 67.08542714],0
d1,1,0.33672,0.922879,[30 19] ; [103  47],[32.74874372 16.25125628] ; [100.25125628  49.74874372],0
a2,1,0.349501,0.875269,[11 38] ; [ 44 106],[13.54271357 35.45728643] ; [ 41.45728643 108.54271357],0
n3,1,0.409762,0.679492,[6 4] ; [25  9],[7.04545455 2.95454545] ; [23.95454545 10.04545455],0
n6,1,0.414022,0.667222,[41  7] ; [131  15],[42.55670103  5.44329897] ; [129.44329897  16.55670103],0
d5,1,0.480468,0.497801,[40  9] ; [127  21],[41.53807107  7.46192893] ; [125.46192893  22.53807107],0
a5,1,0.562538,0.335329,[38 11] ; [122  28],[39.39698492  9.60301508] ; [120.60301508  29.39698492],0
n2,1,0.566723,0.328197,[8 1] ; [33  2],[8.38636364 0.61363636] ; [32.61363636  2.38636364],0
a1,1,0.594692,0.283076,[ 4 45] ; [  9 141],[ 3.20100503 45.79899497] ; [  9.79899497 140.20100503],0
r4,1,0.594692,0.283076,[45  4] ; [141   9],[45.79899497  3.20100503] ; [140.20100503   9.79899497],0
b2,1,0.715395,0.132948,[11 13] ; [43 60],[10.20472441 13.79527559] ; [43.79527559 59.20472441],0
b3,1,0.715395,0.132948,[11 13] ; [43 60],[10.20472441 13.79527559] ; [43.79527559 59.20472441],0
a7,1,0.724375,0.124339,[34 15] ; [100  50],[32.99497487 16.00502513] ; [101.00502513  48.99497487],0
b4,1,0.725272,0.123497,[29 20] ; [93 57],[30.04020101 18.95979899] ; [91.95979899 58.04020101],0
r2,1,0.732655,0.116688,[48  1] ; [146   2],[48.25380711  0.74619289] ; [145.74619289   2.25380711],0
v4,1,0.791819,0.06967,[46  2] ; [144   5],[46.29441624  1.70558376] ; [143.70558376   5.29441624],0
p11,1,0.881269,0.022309,[40  9] ; [121  29],[39.64321608  9.35678392] ; [121.35678392  28.64321608],0
p10,1,0.907848,0.013399,[41  6] ; [129  20],[40.76530612  6.23469388] ; [129.23469388  19.76530612],0
v1,1,0.992916,7.9e-05,[30 17] ; [95 54],[29.9744898 17.0255102] ; [95.0255102 53.9744898],0
