Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002746,8.96925,[35  1] ; [3 2],[33.36585366  2.63414634] ; [4.63414634 0.36585366],0
n5,1,0.086791,2.93291,[32  4] ; [3 2],[30.73170732  5.26829268] ; [4.26829268 0.73170732],0
v2,1,0.119769,2.420337,[20 15] ; [1 4],[18.375 16.625] ; [2.625 2.375],0
v1,1,0.119769,2.420337,[20 15] ; [1 4],[18.375 16.625] ; [2.625 2.375],0
p2,1,0.145946,2.114122,[31  5] ; [3 2],[29.85365854  6.14634146] ; [4.14634146 0.85365854],0
d2,1,0.145946,2.114122,[ 5 31] ; [2 3],[ 6.14634146 29.85365854] ; [0.85365854 4.14634146],0
n4,1,0.145946,2.114122,[31  5] ; [3 2],[29.85365854  6.14634146] ; [4.14634146 0.85365854],0
a7,1,0.146812,2.105067,[26 10] ; [2 3],[24.58536585 11.41463415] ; [3.41463415 1.58536585],0
a8,1,0.156915,2.003711,[ 5 30] ; [2 3],[ 6.125 28.875] ; [0.875 4.125],0
p6,1,0.19325,1.692666,[25 11] ; [2 3],[23.70731707 12.29268293] ; [3.29268293 1.70731707],0
b5,1,0.20747,1.588995,[18 18] ; [4 1],[19.31707317 16.68292683] ; [2.68292683 2.31707317],0
s7,1,0.230744,1.436271,[21 10] ; [2 3],[19.80555556 11.19444444] ; [3.19444444 1.80555556],0
p4,1,0.231998,1.428571,[29  6] ; [3 2],[28.  7.] ; [4. 1.],0
a1,1,0.245159,1.350682,[ 2 34] ; [1 4],[ 2.63414634 33.36585366] ; [0.36585366 4.63414634],0
r4,1,0.245159,1.350682,[34  2] ; [4 1],[33.36585366  2.63414634] ; [4.63414634 0.36585366],0
b3,1,0.285683,1.139855,[ 8 15] ; [2 1],[ 8.84615385 14.15384615] ; [1.15384615 1.84615385],0
b2,1,0.285683,1.139855,[ 8 15] ; [2 1],[ 8.84615385 14.15384615] ; [1.15384615 1.84615385],0
r1,1,0.385717,0.752401,[28  8] ; [3 2],[27.2195122  8.7804878] ; [3.7804878 1.2195122],0
p12,1,0.407626,0.685714,[ 8 27] ; [2 3],[ 8.75 26.25] ; [1.25 3.75],0
a5,1,0.41126,0.675157,[22 14] ; [4 1],[22.82926829 13.17073171] ; [3.17073171 1.82926829],0
b4,1,0.41126,0.675157,[22 14] ; [4 1],[22.82926829 13.17073171] ; [3.17073171 1.82926829],0
p9,1,0.425556,0.634921,[32  3] ; [4 1],[31.5  3.5] ; [4.5 0.5],0
d3,1,0.476538,0.506775,[13 23] ; [1 4],[12.29268293 23.70731707] ; [1.70731707 3.29268293],0
a3,1,0.513356,0.42722,[20 16] ; [2 3],[19.31707317 16.68292683] ; [2.68292683 2.31707317],0
v3,1,0.549598,0.358038,[19 16] ; [2 3],[18.375 16.625] ; [2.625 2.375],0
p3,1,0.573541,0.316794,[26 10] ; [3 2],[25.46341463 10.53658537] ; [3.53658537 1.46341463],0
p10,1,0.587746,0.293878,[31  4] ; [4 1],[30.625  4.375] ; [4.375 0.625],0
d5,1,0.592219,0.286892,[17 19] ; [3 2],[17.56097561 18.43902439] ; [2.43902439 2.56097561],0
a6,1,0.592219,0.286892,[19 17] ; [2 3],[18.43902439 17.56097561] ; [2.56097561 2.43902439],0
u3,1,0.595732,0.281481,[8 8] ; [2 1],[8.42105263 7.57894737] ; [1.57894737 1.42105263],0
s8,1,0.632585,0.228571,[18 17] ; [2 3],[17.5 17.5] ; [2.5 2.5],0
u2,1,0.737369,0.112453,[9 7] ; [2 1],[9.26315789 6.73684211] ; [1.73684211 1.26315789],0
p8,1,0.782528,0.07619,[26  9] ; [4 1],[26.25  8.75] ; [3.75 1.25],0
s3,1,0.810136,0.05772,[16 19] ; [2 3],[15.75 19.25] ; [2.25 2.75],0
p7,1,0.910434,0.012654,[28  8] ; [4 1],[28.09756098  7.90243902] ; [3.90243902 1.09756098],0
s2,1,0.94349,0.005025,[15 21] ; [2 3],[14.92682927 21.07317073] ; [2.07317073 2.92682927],0
d4,1,0.94349,0.005025,[21 15] ; [3 2],[21.07317073 14.92682927] ; [2.92682927 2.07317073],0
b1,1,0.94349,0.005025,[15 21] ; [2 3],[14.92682927 21.07317073] ; [2.07317073 2.92682927],0
p11,1,0.976567,0.000863,[29  7] ; [4 1],[28.97560976  7.02439024] ; [4.02439024 0.97560976],0
s5,1,1.0,0.0,[21 14] ; [3 2],[21. 14.] ; [3. 2.],0
