Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001152,10.565132,[104  56] ; [45 56],[91.34099617 68.65900383] ; [57.65900383 43.34099617],0
s5,1,0.001548,10.021099,[78 80] ; [28 68],[65.93700787 92.06299213] ; [40.06299213 55.93700787],0
p12,1,0.00173,9.816098,[ 30 133] ; [ 5 96],[ 21.60984848 141.39015152] ; [13.39015152 87.60984848],0
p1,1,0.00199,9.559024,[ 27 136] ; [ 4 97],[ 19.14015152 143.85984848] ; [11.85984848 89.14015152],0
p5,1,0.00227,9.317695,[ 39 125] ; [ 9 92],[ 29.70566038 134.29433962] ; [18.29433962 82.70566038],0
s8,1,0.005795,7.613065,[94 65] ; [42 59],[83.16923077 75.83076923] ; [52.83076923 48.16923077],0
s2,1,0.009521,6.722428,[95 66] ; [43 58],[84.80152672 76.19847328] ; [53.19847328 47.80152672],0
n4,1,0.012169,6.286096,[141  22] ; [75 26],[133.36363636  29.63636364] ; [82.63636364 18.36363636],0
v1,1,0.016349,5.764957,[123  41] ; [61 39],[114.3030303  49.6969697] ; [69.6969697 30.3030303],0
a1,1,0.029536,4.736101,[ 14 150] ; [ 2 99],[  9.90188679 154.09811321] ; [ 6.09811321 94.90188679],0
n5,1,0.031137,4.645413,[139  23] ; [76 25],[132.43346008  29.56653992] ; [82.56653992 18.43346008],0
s7,1,0.034936,4.448302,[92 60] ; [46 52],[83.904 68.096] ; [54.096 43.904],0
p10,1,0.041869,4.140473,[148  14] ; [83 17],[142.83206107  19.16793893] ; [88.16793893 11.83206107],0
r4,1,0.069142,3.303264,[157   7] ; [91 10],[153.47924528  10.52075472] ; [94.52075472  6.47924528],0
a6,1,0.075663,3.155687,[105  57] ; [76 25],[111.4904943  50.5095057] ; [69.5095057 31.4904943],0
n6,1,0.077063,3.12577,[147  14] ; [85 16],[142.5648855  18.4351145] ; [89.4351145 11.5648855],0
d1,1,0.082363,3.01765,[113  51] ; [59 42],[106.44528302  57.55471698] ; [65.55471698 35.44528302],0
b5,1,0.120357,2.412675,[83 81] ; [61 40],[89.11698113 74.88301887] ; [54.88301887 46.11698113],0
p2,1,0.120892,2.40573,[151  13] ; [87 14],[147.29056604  16.70943396] ; [90.70943396 10.29056604],0
u4,1,0.129847,2.294337,[  7 157] ; [  1 100],[  4.9509434 159.0490566] ; [ 3.0490566 97.9509434],0
p9,1,0.181953,1.781596,[148  14] ; [87 14],[144.75285171  17.24714829] ; [90.24714829 10.75285171],0
u1,1,0.202369,1.625192,[ 27 137] ; [23 78],[ 30.94339623 133.05660377] ; [19.05660377 81.94339623],0
r2,1,0.229622,1.4432,[155   6] ; [92  7],[152.95   8.05] ; [94.05  4.95],0
p4,1,0.24235,1.36687,[128  33] ; [74 27],[124.12977099  36.87022901] ; [77.87022901 23.12977099],0
s4,1,0.279197,1.170993,[ 17 145] ; [15 85],[ 19.78625954 142.21374046] ; [12.21374046 87.78625954],0
r1,1,0.299408,1.07683,[143  20] ; [84 17],[140.15530303  22.84469697] ; [86.84469697 14.15530303],0
b1,1,0.461413,0.542465,[ 56 108] ; [39 62],[ 58.79245283 105.20754717] ; [36.20754717 64.79245283],0
v4,1,0.484144,0.489515,[158   4] ; [96  4],[157.05343511   4.94656489] ; [96.94656489  3.05343511],0
p7,1,0.50298,0.448643,[135  25] ; [82 19],[133.02681992  26.97318008] ; [83.97318008 17.02681992],0
b2,1,0.517332,0.419209,[45 61] ; [22 37],[43.04242424 62.95757576] ; [23.95757576 35.04242424],0
b3,1,0.517332,0.419209,[45 61] ; [22 37],[43.04242424 62.95757576] ; [23.95757576 35.04242424],0
a4,1,0.520219,0.413458,[76 87] ; [43 58],[73.47348485 89.52651515] ; [45.52651515 55.47348485],0
u3,1,0.564731,0.331579,[20 18] ; [15 10],[21.11111111 16.88888889] ; [13.88888889 11.11111111],0
s6,1,0.574295,0.315549,[108  47] ; [67 34],[105.95703125  49.04296875] ; [69.04296875 31.95703125],0
a5,1,0.585147,0.297987,[132  32] ; [84 17],[133.6754717  30.3245283] ; [82.3245283 18.6754717],0
d2,1,0.606942,0.264652,[86 77] ; [50 51],[83.96969697 79.03030303] ; [52.03030303 48.96969697],0
n1,1,0.650014,0.205882,[ 9 15] ; [ 8 10],[ 9.71428571 14.28571429] ; [ 7.28571429 10.71428571],0
d3,1,0.67918,0.17105,[120  43] ; [72 29],[118.54545455  44.45454545] ; [73.45454545 27.54545455],0
b4,1,0.679534,0.170651,[100  64] ; [59 42],[98.4 65.6] ; [60.6 40.4],0
p3,1,0.688118,0.16113,[112  51] ; [67 34],[110.51893939  52.48106061] ; [68.48106061 32.51893939],0
r3,1,0.697591,0.15099,[158   5] ; [97  4],[157.44318182   5.55681818] ; [97.55681818  3.44318182],0
a3,1,0.702116,0.14628,[126  37] ; [76 25],[124.71969697  38.28030303] ; [77.28030303 23.71969697],0
d5,1,0.745359,0.105472,[133  30] ; [84 17],[133.98106061  29.01893939] ; [83.01893939 17.98106061],0
p11,1,0.748378,0.102899,[144  20] ; [90 11],[144.81509434  19.18490566] ; [89.18490566 11.81509434],0
a8,1,0.777974,0.079501,[ 23 124] ; [15 73],[ 23.77021277 123.22978723] ; [14.22978723 73.77021277],0
u2,1,0.799316,0.064634,[21 17] ; [13 12],[20.50793651 17.49206349] ; [13.49206349 11.50793651],0
n3,1,0.834319,0.04375,[18  6] ; [14  4],[18.28571429  5.71428571] ; [13.71428571  4.28571429],0
d4,1,0.846145,0.037651,[139  24] ; [87 14],[139.53787879  23.46212121] ; [86.46212121 14.53787879],0
p6,1,0.850364,0.03559,[80 81] ; [48 51],[79.26153846 81.73846154] ; [48.73846154 50.26153846],0
a7,1,0.914854,0.011431,[122  41] ; [75 26],[121.63257576  41.36742424] ; [75.36742424 25.63257576],0
s1,1,0.935493,0.006551,[  3 160] ; [ 2 99],[  3.08712121 159.91287879] ; [ 1.91287879 99.08712121],0
a2,1,0.963907,0.002048,[ 41 123] ; [25 76],[ 40.84528302 123.15471698] ; [25.15471698 75.84528302],0
