Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,38.31491,[ 5 49] ; [39 20],[21.02654867 32.97345133] ; [22.97345133 36.02654867],1
d5,1,6e-06,20.48335,[23 31] ; [50 10],[34.57894737 19.42105263] ; [38.42105263 21.57894737],1
a3,1,2.3e-05,17.96281,[22 32] ; [47 12],[32.97345133 21.02654867] ; [36.02654867 22.97345133],1
d1,1,9.2e-05,15.295332,[12 42] ; [35 25],[22.26315789 31.73684211] ; [24.73684211 35.26315789],1
d2,1,0.002192,9.381222,[17 36] ; [36 23],[25.08035714 27.91964286] ; [27.91964286 31.08035714],0
a6,1,0.00579,7.614394,[24 30] ; [42 18],[31.26315789 22.73684211] ; [34.73684211 25.26315789],0
d3,1,0.00811,7.009019,[19 35] ; [36 24],[26.05263158 27.94736842] ; [28.94736842 31.05263158],0
r2,1,0.008167,6.996502,[39 15] ; [53  5],[44.35714286  9.64285714] ; [47.64285714 10.35714286],0
n4,1,0.011717,6.353223,[29 25] ; [45 14],[35.36283186 18.63716814] ; [38.63716814 20.36283186],0
u1,1,0.013218,6.139679,[ 1 53] ; [ 9 51],[ 4.73684211 49.26315789] ; [ 5.26315789 54.73684211],0
v1,1,0.02683,4.90172,[12 42] ; [25 35],[17.52631579 36.47368421] ; [19.47368421 40.52631579],0
r4,1,0.029158,4.758261,[27 27] ; [42 18],[32.68421053 21.31578947] ; [36.31578947 23.68421053],0
d4,1,0.031012,4.652308,[32 20] ; [48 12],[37.14285714 14.85714286] ; [42.85714286 17.14285714],0
r1,1,0.031695,4.614903,[32 22] ; [46 13],[37.27433628 16.72566372] ; [40.72566372 18.27433628],0
p6,1,0.032906,4.550675,[11 42] ; [ 4 54],[ 7.16216216 45.83783784] ; [ 7.83783784 50.16216216],0
v4,1,0.042758,4.104963,[35 18] ; [48 10],[39.63063063 13.36936937] ; [43.36936937 14.63063063],0
p3,1,0.141663,2.159801,[ 7 47] ; [14 45],[10.03539823 43.96460177] ; [10.96460177 48.03539823],0
n1,1,0.156364,2.009043,[ 7 18] ; [11 12],[ 9.375 15.625] ; [ 8.625 14.375],0
r3,1,0.156862,2.004224,[36 17] ; [47 12],[39.27678571 13.72321429] ; [43.72321429 15.27678571],0
s7,1,0.165535,1.922922,[ 9 41] ; [16 38],[12.01923077 37.98076923] ; [12.98076923 41.01923077],0
a1,1,0.188829,1.72673,[ 2 52] ; [ 6 54],[ 3.78947368 50.21052632] ; [ 4.21052632 55.78947368],0
b4,1,0.192367,1.699399,[37 17] ; [34 26],[33.63157895 20.36842105] ; [37.36842105 22.63157895],0
p7,1,0.22508,1.471684,[22 31] ; [18 41],[18.92857143 34.07142857] ; [21.07142857 37.92857143],0
s5,1,0.24704,1.339967,[ 6 48] ; [11 47],[ 8.19642857 45.80357143] ; [ 8.80357143 49.19642857],0
s3,1,0.276418,1.184616,[16 37] ; [24 36],[18.76106195 34.23893805] ; [21.23893805 38.76106195],0
p1,1,0.341406,0.905144,[ 4 50] ; [ 2 57],[ 2.86725664 51.13274336] ; [ 3.13274336 55.86725664],0
u2,1,0.35506,0.855291,[19 12] ; [6 7],[17.61363636 13.38636364] ; [7.38636364 5.61363636],0
s8,1,0.409757,0.679507,[ 7 47] ; [11 48],[ 8.60176991 45.39823009] ; [ 9.39823009 49.60176991],0
s4,1,0.45405,0.560522,[ 8 46] ; [ 6 53],[ 6.69026549 47.30973451] ; [ 7.30973451 51.69026549],0
p8,1,0.467353,0.528227,[ 8 46] ; [12 48],[ 9.47368421 44.52631579] ; [10.52631579 49.47368421],0
