Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.0,26.704589,[23 33] ; [64 12],[36.90909091 19.09090909] ; [50.09090909 25.90909091],1
n4,1,1e-06,24.933393,[26 30] ; [66 10],[39.03030303 16.96969697] ; [52.96969697 23.03030303],1
a8,1,0.003863,8.347288,[ 1 52] ; [12 52],[ 5.88888889 47.11111111] ; [ 7.11111111 56.88888889],0
s6,1,0.010169,6.605026,[19 36] ; [43 32],[26.23076923 28.76923077] ; [35.76923077 39.23076923],0
s8,1,0.010847,6.49018,[ 7 48] ; [24 51],[13.11538462 41.88461538] ; [17.88461538 57.11538462],0
p10,1,0.029256,4.752469,[10 46] ; [26 48],[15.50769231 40.49230769] ; [20.49230769 53.50769231],0
s2,1,0.065357,3.395932,[15 41] ; [31 42],[19.96899225 36.03100775] ; [26.03100775 46.96899225],0
a6,1,0.095511,2.778947,[28 28] ; [49 27],[32.66666667 23.33333333] ; [44.33333333 31.66666667],0
s7,1,0.115832,2.47279,[12 38] ; [27 45],[15.98360656 34.01639344] ; [23.01639344 48.98360656],0
a1,1,0.121636,2.396133,[ 1 55] ; [ 6 70],[ 2.96969697 53.03030303] ; [ 4.03030303 71.96969697],0
n3,1,0.122454,2.385643,[15  5] ; [12 11],[12.55813953  7.44186047] ; [14.44186047  8.55813953],0
p11,1,0.131938,2.269556,[25 31] ; [44 32],[29.27272727 26.72727273] ; [39.72727273 36.27272727],0
d2,1,0.164647,1.931021,[23 33] ; [40 35],[26.93129771 29.06870229] ; [36.06870229 38.93129771],0
p7,1,0.180468,1.793766,[21 35] ; [36 37],[24.74418605 31.25581395] ; [32.25581395 40.74418605],0
b2,1,0.189091,1.724689,[ 6 25] ; [17 35],[ 8.59036145 22.40963855] ; [14.40963855 37.59036145],0
b3,1,0.189091,1.724689,[ 6 25] ; [17 35],[ 8.59036145 22.40963855] ; [14.40963855 37.59036145],0
s3,1,0.215206,1.536054,[23 33] ; [39 36],[26.50381679 29.49618321] ; [35.49618321 39.50381679],0
r4,1,0.216689,1.526161,[45 11] ; [67  9],[47.51515152  8.48484848] ; [64.48484848 11.51515152],0
v4,1,0.228034,1.453083,[46  9] ; [68  7],[48.23076923  6.76923077] ; [65.76923077  9.23076923],0
