Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,3e-06,21.848027,[68  6] ; [2 5],[63.95061728 10.04938272] ; [6.04938272 0.95061728],1
r4,1,1.1e-05,19.357911,[63 11] ; [1 6],[58.4691358 15.5308642] ; [5.5308642 1.4691358],1
r1,1,0.001725,9.820821,[60 14] ; [2 5],[56.64197531 17.35802469] ; [5.35802469 1.64197531],0
s4,1,0.003293,8.637636,[15 57] ; [5 2],[18.2278481 53.7721519] ; [1.7721519 5.2278481],0
v4,1,0.010246,6.591574,[67  7] ; [4 3],[64.86419753  9.13580247] ; [6.13580247 0.86419753],0
p4,1,0.028361,4.805997,[42 31] ; [1 6],[39.2375 33.7625] ; [3.7625 3.2375],0
d5,1,0.03724,4.339414,[58 16] ; [3 4],[55.72839506 18.27160494] ; [5.27160494 1.72839506],0
s3,1,0.04268,4.108028,[49 24] ; [2 5],[46.5375 26.4625] ; [4.4625 2.5375],0
p2,1,0.083842,2.988812,[46 28] ; [2 5],[43.85185185 30.14814815] ; [4.14814815 2.85185185],0
p8,1,0.13613,2.221174,[32 42] ; [1 6],[30.14814815 43.85185185] ; [2.85185185 4.14814815],0
d4,1,0.137129,2.209885,[60 14] ; [4 3],[58.4691358 15.5308642] ; [5.5308642 1.4691358],0
a6,1,0.152465,2.047418,[42 32] ; [2 5],[40.19753086 33.80246914] ; [3.80246914 3.19753086],0
a7,1,0.162088,1.954633,[51 23] ; [3 4],[49.33333333 24.66666667] ; [4.66666667 2.33333333],0
p3,1,0.192189,1.700761,[29 45] ; [1 6],[27.40740741 46.59259259] ; [2.59259259 4.40740741],0
p7,1,0.195696,1.674205,[39 33] ; [2 5],[37.36708861 34.63291139] ; [3.63291139 3.36708861],0
b5,1,0.214115,1.543383,[46 28] ; [6 1],[47.50617284 26.49382716] ; [4.49382716 2.50617284],0
d3,1,0.24912,1.328231,[48 26] ; [3 4],[46.59259259 27.40740741] ; [4.40740741 2.59259259],0
d1,1,0.249228,1.327625,[38 36] ; [2 5],[36.54320988 37.45679012] ; [3.45679012 3.54320988],0
v2,1,0.344205,0.894708,[34 38] ; [2 5],[32.81012658 39.18987342] ; [3.18987342 3.81012658],0
a5,1,0.436239,0.606155,[43 31] ; [3 4],[42.02469136 31.97530864] ; [3.97530864 3.02469136],0
s2,1,0.454612,0.559128,[42 31] ; [3 4],[41.0625 31.9375] ; [3.9375 3.0625],0
p1,1,0.467224,0.528533,[ 5 69] ; [1 6],[ 5.48148148 68.51851852] ; [0.51851852 6.48148148],0
a1,1,0.467224,0.528533,[ 5 69] ; [1 6],[ 5.48148148 68.51851852] ; [0.51851852 6.48148148],0
s1,1,0.475503,0.509159,[ 5 68] ; [1 6],[ 5.475 67.525] ; [0.525 6.475],0
a4,1,0.487946,0.481053,[22 51] ; [3 4],[22.8125 50.1875] ; [2.1875 4.8125],0
v1,1,0.492987,0.47,[31 43] ; [2 5],[30.14814815 43.85185185] ; [2.85185185 4.14814815],0
n4,1,0.576003,0.312741,[50 24] ; [4 3],[49.33333333 24.66666667] ; [4.66666667 2.33333333],0
v3,1,0.609484,0.260926,[28 45] ; [2 5],[27.375 45.625] ; [2.625 4.375],0
p11,1,0.667455,0.184594,[38 36] ; [3 4],[37.45679012 36.54320988] ; [3.54320988 3.45679012],0
d2,1,0.667455,0.184594,[36 38] ; [4 3],[36.54320988 37.45679012] ; [3.45679012 3.54320988],0
b4,1,0.67631,0.17431,[47 27] ; [5 2],[47.50617284 26.49382716] ; [4.49382716 2.50617284],0
n5,1,0.683772,0.165911,[48 26] ; [4 3],[47.50617284 26.49382716] ; [4.49382716 2.50617284],0
u2,1,0.702428,0.145959,[16 13] ; [2 1],[16.3125 12.6875] ; [1.6875 1.3125],0
n2,1,0.759209,0.093954,[15  5] ; [2 1],[14.7826087  5.2173913] ; [2.2173913 0.7826087],0
a2,1,0.762936,0.090979,[14 60] ; [1 6],[13.7037037 60.2962963] ; [1.2962963 5.7037037],0
b1,1,0.793979,0.068198,[46 28] ; [4 3],[45.67901235 28.32098765] ; [4.32098765 2.67901235],0
b2,1,0.823,0.050036,[12 37] ; [1 4],[11.7962963 37.2037037] ; [1.2037037 3.7962963],0
b3,1,0.823,0.050036,[12 37] ; [1 4],[11.7962963 37.2037037] ; [1.2037037 3.7962963],0
n3,1,0.825381,0.048677,[12  8] ; [2 1],[12.17391304  7.82608696] ; [1.82608696 1.17391304],0
n6,1,0.867289,0.027923,[55 19] ; [5 2],[54.81481481 19.18518519] ; [5.18518519 1.81481481],0
u3,1,0.904656,0.014348,[21  9] ; [2 1],[20.90909091  9.09090909] ; [2.09090909 0.90909091],0
a3,1,0.905094,0.014216,[44 30] ; [4 3],[43.85185185 30.14814815] ; [4.14814815 2.85185185],0
n1,1,0.906537,0.013784,[ 7 12] ; [1 2],[ 6.90909091 12.09090909] ; [1.09090909 1.90909091],0
s5,1,0.991281,0.000119,[21 52] ; [2 5],[20.9875 52.0125] ; [2.0125 4.9875],0
s7,1,1.0,0.0,[30 40] ; [3 4],[30. 40.] ; [3. 4.],0
