Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,41.805914,[184  51] ; [40 56],[159.03323263  75.96676737] ; [64.96676737 31.03323263],1
a6,1,0.0,30.071919,[187  49] ; [47 49],[166.3373494  69.6626506] ; [67.6626506 28.3373494],1
r3,1,1e-05,19.435119,[229   5] ; [82 14],[220.52727273  13.47272727] ; [90.47272727  5.52727273],1
r4,1,3.9e-05,16.921554,[212  24] ; [69 27],[199.74698795  36.25301205] ; [81.25301205 14.74698795],1
u1,1,0.000688,11.522161,[ 55 181] ; [ 7 89],[ 44.07228916 191.92771084] ; [17.92771084 78.07228916],1
a2,1,0.001012,10.805715,[ 70 166] ; [12 84],[ 58.28915663 177.71084337] ; [23.71084337 72.28915663],0
r1,1,0.003524,8.51414,[186  47] ; [62 34],[175.63525836  57.36474164] ; [72.36474164 23.63525836],0
d1,1,0.003572,8.489707,[135 101] ; [38 58],[122.97590361 113.02409639] ; [50.02409639 45.97590361],0
u3,1,0.003918,8.321484,[46 24] ; [ 9 18],[39.69072165 30.30927835] ; [15.30927835 11.69072165],0
r2,1,0.004098,8.239804,[220  12] ; [82 14],[213.6097561  18.3902439] ; [88.3902439  7.6097561],0
d4,1,0.005944,7.567132,[196  40] ; [66 29],[186.80362538  49.19637462] ; [75.19637462 19.80362538],0
p10,1,0.006709,7.349205,[188  46] ; [63 32],[178.52279635  55.47720365] ; [72.47720365 22.52279635],0
d5,1,0.006845,7.313288,[198  38] ; [68 28],[189.08433735  46.91566265] ; [76.91566265 19.08433735],0
v4,1,0.007176,7.228312,[225   9] ; [83 11],[219.73170732  14.26829268] ; [88.26829268  5.73170732],0
p4,1,0.009508,6.724778,[128 108] ; [37 59],[117.28915663 118.71084337] ; [47.71084337 48.28915663],0
a1,1,0.011322,6.413986,[  3 233] ; [ 6 90],[  6.39759036 229.60240964] ; [ 2.60240964 93.39759036],0
v2,1,0.026279,4.93759,[127  97] ; [40 53],[118.00630915 105.99369085] ; [48.99369085 44.00630915],0
b5,1,0.030119,4.702484,[160  76] ; [53 43],[151.40963855  84.59036145] ; [61.59036145 34.40963855],0
u2,1,0.033404,4.524947,[41 26] ; [10 17],[36.35106383 30.64893617] ; [14.64893617 12.35106383],0
n5,1,0.033614,4.514206,[151  82] ; [73 22],[159.12195122  73.87804878] ; [64.87804878 30.12195122],0
b1,1,0.046282,3.971317,[ 76 160] ; [42 54],[ 83.87951807 152.12048193] ; [34.12048193 61.87951807],0
p9,1,0.064875,3.408145,[198  36] ; [73 23],[192.16363636  41.83636364] ; [78.83636364 17.16363636],0
s8,1,0.091425,2.849097,[ 92 144] ; [28 68],[ 85.30120482 150.69879518] ; [34.69879518 61.30120482],0
s4,1,0.160336,1.971055,[ 39 196] ; [10 85],[ 34.89393939 200.10606061] ; [14.10606061 80.89393939],0
p6,1,0.165877,1.919814,[ 66 168] ; [20 76],[ 60.98181818 173.01818182] ; [25.01818182 70.98181818],0
s2,1,0.180561,1.792998,[122 111] ; [42 53],[116.5 116.5] ; [47.5 47.5],0
s6,1,0.192395,1.699181,[154  81] ; [55 40],[148.83333333  86.16666667] ; [60.16666667 34.83333333],0
p5,1,0.256102,1.289708,[ 10 225] ; [ 7 89],[ 12.0694864 222.9305136] ; [ 4.9305136 91.0694864],0
p3,1,0.268714,1.223299,[ 94 142] ; [32 64],[ 89.56626506 146.43373494] ; [36.43373494 59.56626506],0
n2,1,0.291239,1.113886,[41 21] ; [26  8],[43.27083333 18.72916667] ; [23.72916667 10.27083333],0
p7,1,0.40035,0.707274,[109 123] ; [50 46],[112.46341463 119.53658537] ; [46.53658537 49.46341463],0
n4,1,0.472707,0.515641,[169  66] ; [72 23],[171.62121212  63.37878788] ; [69.37878788 25.62121212],0
n3,1,0.483709,0.49049,[49 14] ; [25 10],[47.57142857 15.42857143] ; [26.42857143  8.57142857],0
a5,1,0.492165,0.471789,[164  72] ; [63 33],[161.36144578  74.63855422] ; [65.63855422 30.36144578],0
v3,1,0.500168,0.45458,[ 75 153] ; [27 66],[ 72.44859813 155.55140187] ; [29.55140187 63.44859813],0
b2,1,0.523946,0.406118,[46 83] ; [27 40],[48.04591837 80.95408163] ; [24.95408163 42.04591837],0
b3,1,0.523946,0.406118,[46 83] ; [27 40],[48.04591837 80.95408163] ; [24.95408163 42.04591837],0
s5,1,0.616659,0.250592,[ 65 164] ; [29 64],[ 66.85093168 162.14906832] ; [27.14906832 65.85093168],0
a3,1,0.623316,0.241234,[165  71] ; [69 26],[166.83987915  69.16012085] ; [67.16012085 27.83987915],0
s3,1,0.673102,0.177996,[131 100] ; [52 44],[129.27522936 101.72477064] ; [53.72477064 42.27522936],0
p12,1,0.705235,0.143083,[ 10 225] ; [ 5 91],[ 10.64954683 224.35045317] ; [ 4.35045317 91.64954683],0
n6,1,0.727624,0.121304,[189  46] ; [74 20],[187.85714286  47.14285714] ; [75.14285714 18.85714286],0
s7,1,0.728757,0.120256,[ 97 129] ; [41 50],[ 98.38485804 127.61514196] ; [39.61514196 51.38485804],0
n1,1,0.773536,0.082801,[20 42] ; [10 24],[19.375 42.625] ; [10.625 23.375],0
p1,1,0.838286,0.041651,[ 11 224] ; [ 4 92],[ 10.64954683 224.35045317] ; [ 4.35045317 91.64954683],0
p11,1,0.852152,0.034735,[172  64] ; [69 27],[171.31325301  64.68674699] ; [69.68674699 26.31325301],0
a8,1,0.934274,0.006801,[ 28 185] ; [11 75],[ 27.7826087 185.2173913] ; [11.2173913 74.7826087],0
s1,1,0.951591,0.003686,[  7 224] ; [ 3 92],[  7.08588957 223.91411043] ; [ 2.91411043 92.08588957],0
b4,1,0.96672,0.001741,[142  94] ; [58 38],[142.1686747  93.8313253] ; [57.8313253 38.1686747],0
v1,1,0.970433,0.001374,[111 117] ; [45 47],[111.15 116.85] ; [44.85 47.15],0
d2,1,0.983595,0.000423,[108 127] ; [44 52],[107.91540785 127.08459215] ; [44.08459215 51.91540785],0
a4,1,0.989998,0.000157,[107 129] ; [43 52],[106.94864048 129.05135952] ; [43.05135952 51.94864048],0
