Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.000765,11.324082,[22  6] ; [ 6 14],[16.33333333 11.66666667] ; [11.66666667  8.33333333],1
u3,1,0.007526,7.142857,[1 6] ; [6 1],[3.5 3.5] ; [3.5 3.5],0
n1,1,0.03182,4.608192,[8 5] ; [2 9],[5.41666667 7.58333333] ; [4.58333333 6.41666667],0
n6,1,0.069049,3.305495,[18  9] ; [ 8 12],[14.93617021 12.06382979] ; [11.06382979  8.93617021],0
s8,1,0.080746,3.049828,[11 18] ; [ 3 17],[ 8.28571429 20.71428571] ; [ 5.71428571 14.28571429],0
d2,1,0.100271,2.701225,[14 15] ; [ 5 15],[11.24489796 17.75510204] ; [ 7.75510204 12.24489796],0
b5,1,0.128159,2.314658,[18 11] ; [ 8 12],[15.3877551 13.6122449] ; [10.6122449  9.3877551],0
r3,1,0.13057,2.285714,[20  8] ; [10 10],[17.5 10.5] ; [12.5  7.5],0
r1,1,0.155266,2.01974,[11 17] ; [ 4 16],[ 8.75 19.25] ; [ 6.25 13.75],0
u2,1,0.169583,1.886621,[2 4] ; [5 2],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
p4,1,0.184218,1.763265,[10 18] ; [11  9],[12.25 15.75] ; [ 8.75 11.25],0
s5,1,0.186284,1.746767,[ 4 24] ; [ 6 14],[ 5.83333333 22.16666667] ; [ 4.16666667 15.83333333],0
r2,1,0.190578,1.713143,[18  9] ; [ 9 10],[15.84782609 11.15217391] ; [11.15217391  7.84782609],0
s3,1,0.261107,1.262877,[13 14] ; [ 6 13],[11.15217391 15.84782609] ; [ 7.84782609 11.15217391],0
a5,1,0.277387,1.179845,[19 10] ; [10 10],[17.16326531 11.83673469] ; [11.83673469  8.16326531],0
p11,1,0.277387,1.179845,[19 10] ; [10 10],[17.16326531 11.83673469] ; [11.83673469  8.16326531],0
v4,1,0.311816,1.022969,[16 11] ; [14  5],[17.60869565  9.39130435] ; [12.39130435  6.60869565],0
a1,1,0.317597,0.998817,[ 4 25] ; [ 1 19],[ 2.95918367 26.04081633] ; [ 2.04081633 17.95918367],0
a2,1,0.319719,0.990097,[ 6 23] ; [ 2 18],[ 4.73469388 24.26530612] ; [ 3.26530612 16.73469388],0
s7,1,0.335782,0.926471,[11 14] ; [ 6 14],[ 9.44444444 15.55555556] ; [ 7.55555556 12.44444444],0
p1,1,0.347106,0.884008,[ 1 28] ; [ 2 18],[ 1.7755102 27.2244898] ; [ 1.2244898 18.7755102],0
a4,1,0.356024,0.851868,[14 15] ; [ 7 13],[12.42857143 16.57142857] ; [ 8.57142857 11.42857143],0
a3,1,0.408106,0.68431,[22  7] ; [13  7],[20.71428571  8.28571429] ; [14.28571429  5.71428571],0
n3,1,0.459033,0.548252,[9 4] ; [6 5],[8.125 4.875] ; [6.875 4.125],0
