Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,111.428462,[124  39] ; [ 24 124],[77.56913183 85.43086817] ; [70.43086817 77.56913183],1
d5,1,0.0,90.41812,[162   4] ; [77 72],[125.94920635  40.05079365] ; [113.05079365  35.94920635],1
d4,1,0.0,85.91483,[162   3] ; [81 68],[127.6910828  37.3089172] ; [115.3089172  33.6910828],1
d3,1,0.0,84.374021,[139  27] ; [ 49 100],[99.07301587 66.92698413] ; [88.92698413 60.07301587],1
a4,1,0.0,45.130679,[100  65] ; [ 34 114],[70.63897764 94.36102236] ; [63.36102236 84.63897764],1
a2,1,0.0,34.307954,[ 52 114] ; [  8 141],[ 31.61904762 134.38095238] ; [ 28.38095238 120.61904762],1
u1,1,0.0,34.031758,[ 39 127] ; [  2 147],[ 21.60634921 144.39365079] ; [ 19.39365079 129.60634921],1
a5,1,4e-06,21.421121,[130  36] ; [80 69],[110.66666667  55.33333333] ; [99.33333333 49.66666667],1
a7,1,6.2e-05,16.044723,[128  37] ; [84 65],[111.40127389  53.59872611] ; [100.59872611  48.40127389],1
s2,1,6.5e-05,15.953321,[78 86] ; [ 38 110],[ 60.97435897 103.02564103] ; [55.02564103 92.97435897],1
a3,1,0.000172,14.11344,[123  43] ; [79 68],[107.13099042  58.86900958] ; [94.86900958 52.13099042],1
v2,1,0.00026,13.336045,[90 67] ; [51 90],[74.2852349 82.7147651] ; [66.7147651 74.2852349],1
s3,1,0.00052,12.044293,[86 78] ; [48 98],[70.89032258 93.10967742] ; [63.10967742 82.89032258],1
s7,1,0.001553,10.014175,[68 88] ; [ 37 105],[ 54.96644295 101.03355705] ; [50.03355705 91.96644295],0
p4,1,0.004272,8.16452,[79 87] ; [ 47 101],[66.61146497 99.38853503] ; [59.38853503 88.61146497],0
s8,1,0.005468,7.717649,[ 64 101] ; [ 36 113],[ 52.5477707 112.4522293] ; [ 47.4522293 101.5477707],0
r3,1,0.006105,7.519004,[152  13] ; [121  27],[143.91373802  21.08626198] ; [129.08626198  18.91373802],0
