Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,27.062737,[60  1] ; [1 2],[58.140625  2.859375] ; [2.859375 0.140625],1
r2,1,0.000488,12.16004,[57  4] ; [1 2],[55.28125  5.71875] ; [2.71875 0.28125],1
p8,1,0.031375,4.632353,[50 10] ; [1 2],[48.57142857 11.42857143] ; [2.42857143 0.57142857],0
p7,1,0.033482,4.520979,[49 10] ; [1 2],[47.58064516 11.41935484] ; [2.41935484 0.58064516],0
r3,1,0.047144,3.940255,[58  3] ; [2 1],[57.1875  3.8125] ; [2.8125 0.1875],0
n4,1,0.091578,2.84642,[57  4] ; [2 1],[56.234375  4.765625] ; [2.765625 0.234375],0
a7,1,0.128302,2.312927,[45 16] ; [1 2],[43.84375 17.15625] ; [2.15625 0.84375],0
s7,1,0.137299,2.207975,[41 15] ; [1 2],[39.86440678 16.13559322] ; [2.13559322 0.86440678],0
n5,1,0.202999,1.620664,[55  6] ; [2 1],[54.328125  6.671875] ; [2.671875 0.328125],0
v3,1,0.22774,1.454924,[41 20] ; [1 2],[40.03125 20.96875] ; [1.96875 1.03125],0
v2,1,0.255866,1.290985,[40 21] ; [1 2],[39.078125 21.921875] ; [1.921875 1.078125],0
s6,1,0.279226,1.170852,[52  7] ; [2 1],[51.38709677  7.61290323] ; [2.61290323 0.38709677],0
p6,1,0.296386,1.090385,[38 22] ; [1 2],[37.14285714 22.85714286] ; [1.85714286 1.14285714],0
s8,1,0.340322,0.90922,[36 23] ; [1 2],[35.20967742 23.79032258] ; [1.79032258 1.20967742],0
b1,1,0.346853,0.884936,[24 37] ; [2 1],[24.78125 36.21875] ; [1.21875 1.78125],0
r1,1,0.386896,0.748674,[52  9] ; [2 1],[51.46875  9.53125] ; [2.53125 0.46875],0
a5,1,0.386896,0.748674,[52  9] ; [2 1],[51.46875  9.53125] ; [2.53125 0.46875],0
d2,1,0.535351,0.384224,[29 31] ; [2 1],[29.52380952 30.47619048] ; [1.47619048 1.52380952],0
a3,1,0.622901,0.241811,[48 13] ; [2 1],[47.65625 13.34375] ; [2.34375 0.65625],0
a4,1,0.709496,0.13878,[27 34] ; [1 2],[26.6875 34.3125] ; [1.3125 1.6875],0
p1,1,0.785639,0.073972,[16 45] ; [1 2],[16.203125 44.796875] ; [0.796875 2.203125],0
b5,1,0.792243,0.069379,[25 36] ; [1 2],[24.78125 36.21875] ; [1.21875 1.78125],0
a6,1,0.817834,0.053053,[36 24] ; [2 1],[36.19047619 23.80952381] ; [1.80952381 1.19047619],0
p12,1,0.837168,0.042238,[17 44] ; [1 2],[17.15625 43.84375] ; [0.84375 2.15625],0
d1,1,0.87864,0.023315,[38 23] ; [2 1],[38.125 22.875] ; [1.875 1.125],0
v1,1,0.887418,0.020043,[43 18] ; [2 1],[42.890625 18.109375] ; [2.109375 0.890625],0
s3,1,0.906838,0.013696,[38 22] ; [2 1],[38.0952381 21.9047619] ; [1.9047619 1.0952381],0
b2,1,0.91932,0.01026,[19 22] ; [1 1],[19.06976744 21.93023256] ; [0.93023256 1.06976744],0
b3,1,0.91932,0.01026,[19 22] ; [1 1],[19.06976744 21.93023256] ; [0.93023256 1.06976744],0
d3,1,0.951741,0.003663,[41 19] ; [2 1],[40.95238095 19.04761905] ; [2.04761905 0.95238095],0
b4,1,0.968962,0.001514,[40 21] ; [2 1],[40.03125 20.96875] ; [1.96875 1.03125],0
s2,1,0.984299,0.000387,[41 20] ; [2 1],[40.984375 20.015625] ; [2.015625 0.984375],0
