Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,3.9e-05,16.901013,[379 272] ; [10 30],[366.48191027 284.51808973] ; [22.51808973 17.48191027],1
r4,1,5.9e-05,16.131349,[632  40] ; [31  9],[625.75280899  46.24719101] ; [37.24719101  2.75280899],1
b1,1,0.000317,12.968493,[231 441] ; [25 15],[241.61797753 430.38202247] ; [14.38202247 25.61797753],1
p3,1,0.004412,8.10599,[363 307] ; [12 27],[354.37235543 315.62764457] ; [20.62764457 18.37235543],0
s6,1,0.004824,7.94424,[469 191] ; [20 20],[461.05714286 198.94285714] ; [27.94285714 12.05714286],0
p11,1,0.009709,6.687564,[573  99] ; [28 12],[567.23595506 104.76404494] ; [33.76404494  6.23595506],0
p2,1,0.010996,6.465935,[581  88] ; [29 11],[575.58533145  93.41466855] ; [34.41466855  5.58533145],0
p6,1,0.017892,5.60672,[263 403] ; [ 8 31],[256.00851064 409.99148936] ; [14.99148936 24.00851064],0
a4,1,0.021964,5.248614,[309 362] ; [11 29],[301.99718706 369.00281294] ; [18.00281294 21.99718706],0
a5,1,0.024124,5.085714,[510 162] ; [24 16],[504. 168.] ; [30. 10.],0
p5,1,0.045405,4.003541,[ 89 577] ; [ 1 39],[ 84.90084986 581.09915014] ; [ 5.09915014 34.90084986],0
b2,1,0.051411,3.794848,[155 237] ; [ 5 20],[150.40767386 241.59232614] ; [ 9.59232614 15.40767386],0
b3,1,0.051411,3.794848,[155 237] ; [ 5 20],[150.40767386 241.59232614] ; [ 9.59232614 15.40767386],0
p4,1,0.057481,3.608607,[427 242] ; [19 20],[421.43220339 247.56779661] ; [24.56779661 14.43220339],0
r3,1,0.061203,3.50447,[645  26] ; [36  4],[642.68776371  28.31223629] ; [38.31223629  1.68776371],0
s1,1,0.067811,3.335233,[ 17 647] ; [ 3 37],[ 18.86363636 645.13636364] ; [ 1.13636364 38.86363636],0
n6,1,0.070351,3.274811,[585  84] ; [31  9],[581.24682652  87.75317348] ; [34.75317348  5.24682652],0
b5,1,0.118888,2.431914,[403 269] ; [19 21],[398.29213483 273.70786517] ; [23.70786517 16.29213483],0
a2,1,0.169405,1.888197,[165 507] ; [ 6 34],[161.39325843 510.60674157] ; [ 9.60674157 30.39325843],0
u1,1,0.182623,1.77615,[123 549] ; [ 4 36],[119.86516854 552.13483146] ; [ 7.13483146 32.86516854],0
n5,1,0.191115,1.709002,[527 142] ; [28 12],[523.68829337 145.31170663] ; [31.31170663  8.68829337],0
r2,1,0.218925,1.511407,[643  25] ; [36  3],[641.54455446  26.45544554] ; [37.45544554  1.54455446],0
v2,1,0.225025,1.472034,[375 265] ; [19 20],[371.36966127 268.63033873] ; [22.63033873 16.36966127],0
s5,1,0.22586,1.466744,[239 407] ; [11 29],[235.42274052 410.57725948] ; [14.57725948 25.42274052],0
d3,1,0.251993,1.31222,[475 194] ; [25 15],[471.79125529 197.20874471] ; [28.20874471 11.79125529],0
d1,1,0.275977,1.186793,[411 261] ; [21 19],[407.73033708 264.26966292] ; [24.26966292 15.73033708],0
d4,1,0.303746,1.057676,[561 109] ; [31  9],[558.64788732 111.35211268] ; [33.35211268  6.64788732],0
s8,1,0.308454,1.037285,[323 346] ; [16 24],[319.87447109 349.12552891] ; [19.12552891 20.87447109],0
n1,1,0.332448,0.939338,[48 90] ; [5 5],[49.41891892 88.58108108] ; [3.58108108 6.41891892],0
b4,1,0.346871,0.88487,[386 286] ; [26 14],[388.85393258 283.14606742] ; [23.14606742 16.85393258],0
n4,1,0.366013,0.817154,[528 144] ; [29 11],[525.70786517 146.29213483] ; [31.29213483  8.70786517],0
p1,1,0.373922,0.790588,[ 61 608] ; [ 2 38],[ 59.44569817 609.55430183] ; [ 3.55430183 36.44569817],0
s2,1,0.383208,0.760385,[364 303] ; [19 21],[361.33097595 305.66902405] ; [21.66902405 18.33097595],0
s4,1,0.396865,0.717804,[121 545] ; [ 5 34],[119.02978723 546.97021277] ; [ 6.97021277 32.02978723],0
a1,1,0.405507,0.691935,[ 31 641] ; [ 3 37],[ 32.08988764 639.91011236] ; [ 1.91011236 38.08988764],0
p8,1,0.557448,0.344141,[380 284] ; [21 19],[378.21590909 285.78409091] ; [22.78409091 17.21590909],0
v3,1,0.592658,0.286212,[270 376] ; [15 25],[268.3819242 377.6180758] ; [16.6180758 23.3819242],0
n3,1,0.637988,0.221383,[100  37] ; [8 4],[99.30201342 37.69798658] ; [8.69798658 3.30201342],0
d5,1,0.653125,0.201983,[550 119] ; [34  6],[551.05218618 117.94781382] ; [32.94781382  7.05218618],0
n2,1,0.666098,0.1862,[105  33] ; [9 2],[105.58389262  32.41610738] ; [8.41610738 2.58389262],0
a3,1,0.695815,0.152862,[488 182] ; [28 12],[486.92957746 183.07042254] ; [29.07042254 10.92957746],0
r1,1,0.738416,0.111524,[550 120] ; [32  8],[549.21126761 120.78873239] ; [32.78873239  7.21126761],0
a6,1,0.753273,0.098801,[468 202] ; [27 13],[467.11267606 202.88732394] ; [27.88732394 12.11267606],0
s3,1,0.761544,0.092084,[382 283] ; [22 18],[381.07801418 283.92198582] ; [22.92198582 17.07801418],0
s7,1,0.801257,0.063363,[335 308] ; [19 19],[334.24669604 308.75330396] ; [19.75330396 18.24669604],0
u2,1,0.873326,0.02542,[111  72] ; [7 5],[110.73846154  72.26153846] ; [7.26153846 4.73846154],0
a8,1,0.885932,0.020579,[ 78 536] ; [ 5 32],[ 78.28264209 535.71735791] ; [ 4.71735791 32.28264209],0
a7,1,0.908202,0.013296,[497 173] ; [30 10],[497.30985915 172.69014085] ; [29.69014085 10.30985915],0
u3,1,0.915161,0.011349,[109  73] ; [7 5],[108.82474227  73.17525773] ; [7.17525773 4.82474227],0
d2,1,0.974371,0.001032,[320 350] ; [19 21],[319.90140845 350.09859155] ; [19.09859155 20.90140845],0
p7,1,0.991266,0.00012,[442 213] ; [25 12],[442.03034682 212.96965318] ; [24.96965318 12.03034682],0
