Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000717,11.444835,[ 5 23] ; [20 13],[11.47540984 16.52459016] ; [13.52459016 19.47540984],1
p2,1,0.000975,10.874365,[ 6 23] ; [20 12],[12.36065574 16.63934426] ; [13.63934426 18.36065574],1
u2,1,0.003461,8.546726,[ 1 11] ; [9 5],[4.61538462 7.38461538] ; [5.38461538 8.61538462],0
p9,1,0.010274,6.586841,[ 7 21] ; [18 13],[11.86440678 16.13559322] ; [13.13559322 17.86440678],0
v2,1,0.012715,6.208346,[ 1 27] ; [ 9 24],[ 4.59016393 23.40983607] ; [ 5.40983607 27.59016393],0
p1,1,0.013372,6.119258,[ 7 22] ; [ 1 32],[ 3.74193548 25.25806452] ; [ 4.25806452 28.74193548],0
n6,1,0.023044,5.165172,[ 8 20] ; [19 14],[12.39344262 15.60655738] ; [14.60655738 18.39344262],0
d5,1,0.024842,5.03485,[12 17] ; [23 10],[16.37096774 12.62903226] ; [18.62903226 14.37096774],0
p8,1,0.036309,4.382526,[ 3 25] ; [11 22],[ 6.42622951 21.57377049] ; [ 7.57377049 25.42622951],0
r2,1,0.055359,3.671235,[13 15] ; [22  9],[16.61016949 11.38983051] ; [18.38983051 12.61016949],0
s1,1,0.058963,3.566303,[ 5 24] ; [ 1 32],[ 2.80645161 26.19354839] ; [ 3.19354839 29.80645161],0
p11,1,0.110941,2.540761,[ 6 23] ; [13 20],[ 8.88709677 20.11290323] ; [10.11290323 22.88709677],0
s7,1,0.1215,2.39788,[ 4 23] ; [10 21],[ 6.51724138 20.48275862] ; [ 7.48275862 23.51724138],0
n3,1,0.126647,2.333133,[ 4 11] ; [10  9],[6.17647059 8.82352941] ; [ 7.82352941 11.17647059],0
n2,1,0.154248,2.029727,[ 5 10] ; [11  8],[7.05882353 7.94117647] ; [ 8.94117647 10.05882353],0
a7,1,0.162231,1.953309,[ 9 20] ; [16 17],[11.69354839 17.30645161] ; [13.30645161 19.69354839],0
n4,1,0.162231,1.953309,[20  9] ; [17 16],[17.30645161 11.69354839] ; [19.69354839 13.30645161],0
b5,1,0.190798,1.711442,[11 18] ; [18 15],[13.56451613 15.43548387] ; [15.43548387 17.56451613],0
s6,1,0.193276,1.692465,[ 4 25] ; [ 9 24],[ 6.08064516 22.91935484] ; [ 6.91935484 26.08064516],0
a1,1,0.1958,1.673429,[ 6 23] ; [ 3 30],[ 4.20967742 24.79032258] ; [ 4.79032258 28.20967742],0
p4,1,0.381315,0.766458,[ 7 22] ; [11 21],[ 8.55737705 20.44262295] ; [ 9.44262295 22.55737705],0
p3,1,0.412455,0.671713,[ 8 21] ; [ 6 26],[ 6.6557377 22.3442623] ; [ 7.3442623 24.6557377],0
r1,1,0.460697,0.544201,[ 8 21] ; [12 21],[ 9.35483871 19.64516129] ; [10.64516129 22.35483871],0
d4,1,0.481564,0.49532,[15 14] ; [20 13],[16.37096774 12.62903226] ; [18.62903226 14.37096774],0
p5,1,0.490153,0.47619,[ 2 26] ; [ 4 28],[ 2.8 25.2] ; [ 3.2 28.8],0
n1,1,0.563293,0.334035,[7 8] ; [ 7 12],[6.17647059 8.82352941] ; [ 7.82352941 11.17647059],0
b3,1,0.569022,0.324321,[ 8 14] ; [ 9 11],[ 8.9047619 13.0952381] ; [ 8.0952381 11.9047619],0
b2,1,0.569022,0.324321,[ 8 14] ; [ 9 11],[ 8.9047619 13.0952381] ; [ 8.0952381 11.9047619],0
p7,1,0.570275,0.322222,[ 8 21] ; [10 19],[ 9. 20.] ; [ 9. 20.],0
a2,1,0.573216,0.31733,[ 3 26] ; [ 5 28],[ 3.74193548 25.25806452] ; [ 4.25806452 28.74193548],0
d3,1,0.599058,0.276419,[13 16] ; [17 16],[14.03225806 14.96774194] ; [15.96774194 17.03225806],0
a6,1,0.622086,0.242947,[15 14] ; [15 18],[14.03225806 14.96774194] ; [15.96774194 17.03225806],0
s2,1,0.639213,0.219773,[ 4 25] ; [ 6 27],[ 4.67741935 24.32258065] ; [ 5.32258065 27.67741935],0
b1,1,0.6858,0.163669,[17 12] ; [21 12],[17.77419355 11.22580645] ; [20.22580645 12.77419355],0
s4,1,0.692943,0.155918,[ 5 24] ; [ 7 26],[ 5.61290323 23.38709677] ; [ 6.38709677 26.61290323],0
s3,1,0.754969,0.097403,[ 8 20] ; [ 8 24],[ 7.46666667 20.53333333] ; [ 8.53333333 23.46666667],0
s5,1,0.791981,0.069558,[ 3 26] ; [ 4 28],[ 3.32786885 25.67213115] ; [ 3.67213115 28.32786885],0
a3,1,0.803845,0.06169,[17 11] ; [19 14],[16.52459016 11.47540984] ; [19.47540984 13.52459016],0
v1,1,0.81409,0.055297,[ 8 21] ; [10 23],[ 8.41935484 20.58064516] ; [ 9.58064516 23.41935484],0
a5,1,0.824197,0.049351,[15 14] ; [18 15],[15.43548387 13.56451613] ; [17.56451613 15.43548387],0
b4,1,0.824197,0.049351,[15 14] ; [18 15],[15.43548387 13.56451613] ; [17.56451613 15.43548387],0
d2,1,0.838724,0.041423,[12 16] ; [15 18],[12.39344262 15.60655738] ; [14.60655738 18.39344262],0
d1,1,0.846797,0.037329,[ 9 20] ; [11 22],[ 9.35483871 19.64516129] ; [10.64516129 22.35483871],0
p12,1,0.92595,0.008638,[ 1 28] ; [ 1 32],[ 0.93548387 28.06451613] ; [ 1.06451613 31.93548387],0
n5,1,0.950297,0.003886,[20  9] ; [23 10],[20.11290323  8.88709677] ; [22.88709677 10.11290323],0
v3,1,0.959784,0.002543,[ 6 23] ; [ 7 26],[ 6.08064516 22.91935484] ; [ 6.91935484 26.08064516],0
a4,1,0.99312,7.4e-05,[11 17] ; [13 20],[11.01639344 16.98360656] ; [12.98360656 20.01639344],0
