Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,25.834662,[185  46] ; [18 24],[171.76923077  59.23076923] ; [31.23076923 10.76923077],1
p8,1,8.3e-05,15.478705,[154  81] ; [14 28],[142.52707581  92.47292419] ; [25.47292419 16.52707581],1
p4,1,0.000188,13.942984,[172  66] ; [17 23],[161.8057554  76.1942446] ; [27.1942446 12.8057554],1
p9,1,0.00021,13.741767,[220  15] ; [31 10],[213.71376812  21.28623188] ; [37.28623188  3.71376812],1
p10,1,0.000833,11.167089,[217  21] ; [30 11],[210.70250896  27.29749104] ; [36.29749104  4.70250896],1
p11,1,0.003176,8.703551,[196  43] ; [26 16],[188.81850534  50.18149466] ; [33.18149466  8.81850534],0
n5,1,0.007341,7.187661,[196  42] ; [27 15],[189.55  48.45] ; [33.45  8.55],0
s1,1,0.009103,6.802475,[  7 227] ; [ 5 37],[ 10.17391304 223.82608696] ; [ 1.82608696 40.17391304],0
p3,1,0.011933,6.320837,[149  90] ; [17 24],[141.69285714  97.30714286] ; [24.30714286 16.69285714],0
s4,1,0.015101,5.904637,[ 55 180] ; [17 24],[ 61.30434783 173.69565217] ; [10.69565217 30.30434783],0
n4,1,0.02443,5.063867,[194  43] ; [28 14],[188.58064516  48.41935484] ; [33.41935484  8.58064516],0
r1,1,0.028756,4.782186,[210  27] ; [32 10],[205.56989247  31.43010753] ; [36.43010753  5.56989247],0
d5,1,0.043704,4.067971,[204  34] ; [30 11],[199.61290323  38.38709677] ; [34.38709677  6.61290323],0
b1,1,0.043929,4.059279,[ 86 153] ; [22 20],[ 91.85765125 147.14234875] ; [16.14234875 25.85765125],0
d1,1,0.068407,3.320835,[160  79] ; [22 20],[154.79715302  84.20284698] ; [27.20284698 14.79715302],0
p12,1,0.071856,3.240116,[ 27 211] ; [ 9 33],[ 30.6 207.4] ; [ 5.4 36.6],0
a3,1,0.118528,2.436662,[190  48] ; [29 13],[186.15  51.85] ; [32.85  9.15],0
d3,1,0.122799,2.38125,[174  65] ; [25 16],[169.86071429  69.13928571] ; [29.13928571 11.86071429],0
a7,1,0.132277,2.265572,[170  69] ; [25 17],[165.85409253  73.14590747] ; [29.14590747 12.85409253],0
d4,1,0.144754,2.12668,[211  27] ; [33  8],[208.14336918  29.85663082] ; [35.85663082  5.14336918],0
u1,1,0.154857,2.023741,[ 58 181] ; [ 6 36],[ 54.4341637 184.5658363] ; [ 9.5658363 32.4341637],0
a2,1,0.156431,2.008391,[ 71 168] ; [ 8 34],[ 67.19217082 171.80782918] ; [11.80782918 30.19217082],0
u2,1,0.176407,1.827635,[27 22] ; [4 8],[24.90163934 24.09836066] ; [6.09836066 5.90163934],0
s3,1,0.195181,1.678067,[167  68] ; [25 16],[163.47826087  71.52173913] ; [28.52173913 12.47826087],0
p1,1,0.197472,1.660974,[ 28 209] ; [ 8 34],[ 30.58064516 206.41935484] ; [ 5.41935484 36.58064516],0
s7,1,0.215994,1.530792,[154  74] ; [23 17],[150.58208955  77.41791045] ; [26.41791045 13.58208955],0
p6,1,0.288403,1.127062,[116 119] ; [17 25],[112.83393502 122.16606498] ; [20.16606498 21.83393502],0
s6,1,0.300132,1.073606,[205  30] ; [39  3],[207.00361011  27.99638989] ; [36.99638989  5.00361011],0
n3,1,0.303484,1.058824,[41 10] ; [8 4],[39.66666667 11.33333333] ; [9.33333333 2.66666667],0
v1,1,0.345966,0.888198,[148  89] ; [23 19],[145.25806452  91.74193548] ; [25.74193548 16.25806452],0
n6,1,0.379104,0.773606,[218  19] ; [36  5],[216.53956835  20.46043165] ; [37.46043165  3.53956835],0
a1,1,0.43948,0.59764,[ 15 224] ; [ 4 38],[ 16.16014235 222.83985765] ; [ 2.83985765 39.16014235],0
a6,1,0.447742,0.576362,[154  84] ; [24 17],[151.84229391  86.15770609] ; [26.15770609 14.84229391],0
r3,1,0.537379,0.380419,[231   7] ; [40  2],[230.35   7.65] ; [40.65  1.35],0
s2,1,0.638844,0.220257,[172  65] ; [29 13],[170.74193548  66.25806452] ; [30.25806452 11.74193548],0
p5,1,0.650184,0.205668,[ 53 186] ; [ 8 34],[ 51.88256228 187.11743772] ; [ 9.11743772 32.88256228],0
n1,1,0.65225,0.203075,[27 24] ; [5 6],[26.32258065 24.67741935] ; [5.67741935 5.32258065],0
a5,1,0.693428,0.155399,[193  46] ; [35  7],[193.92170819  45.07829181] ; [34.07829181  7.92170819],0
v2,1,0.718644,0.129796,[138  98] ; [24 15],[139.02545455  96.97454545] ; [22.97454545 16.02545455],0
v4,1,0.749137,0.102258,[235   4] ; [41  1],[234.74733096   4.25266904] ; [41.25266904  0.74733096],0
u4,1,0.749137,0.102258,[  4 235] ; [ 1 41],[  4.25266904 234.74733096] ; [ 0.74733096 41.25266904],0
a4,1,0.75685,0.095865,[119 120] ; [22 20],[119.9252669 119.0747331] ; [21.0747331 20.9252669],0
u3,1,0.800729,0.063708,[32 17] ; [8 5],[31.61290323 17.38709677] ; [8.38709677 4.61290323],0
b3,1,0.805607,0.060564,[64 77] ; [12 16],[63.40828402 77.59171598] ; [12.59171598 15.40828402],0
b2,1,0.805607,0.060564,[64 77] ; [12 16],[63.40828402 77.59171598] ; [12.59171598 15.40828402],0
a8,1,0.866511,0.028255,[ 30 187] ; [ 5 34],[ 29.66796875 187.33203125] ; [ 5.33203125 33.66796875],0
b5,1,0.885109,0.020879,[128 111] ; [23 19],[128.43060498 110.56939502] ; [22.56939502 19.43060498],0
v3,1,0.906881,0.013683,[107 130] ; [18 21],[107.33695652 129.66304348] ; [17.66304348 21.33695652],0
b4,1,0.920186,0.01004,[146  93] ; [26 16],[146.29181495  92.70818505] ; [25.70818505 16.29181495],0
d2,1,0.932256,0.007226,[126 112] ; [22 19],[126.25089606 111.74910394] ; [21.74910394 19.25089606],0
n2,1,0.933359,0.006992,[43  8] ; [10  2],[42.9047619  8.0952381] ; [10.0952381  1.9047619],0
s8,1,0.948711,0.004138,[140  97] ; [24 17],[139.81294964  97.18705036] ; [24.18705036 16.81294964],0
r2,1,0.96039,0.002467,[233   6] ; [41  1],[233.04626335   5.95373665] ; [40.95373665  1.04626335],0
