Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,68.448273,[119  28] ; [ 55 106],[83.04545455 63.95454545] ; [90.95454545 70.04545455],1
p6,1,0.0,35.728925,[76 75] ; [ 30 133],[ 50.97452229 100.02547771] ; [ 55.02547771 107.97452229],1
p2,1,0.0,31.636875,[140  10] ; [110  52],[120.19230769  29.80769231] ; [129.80769231  32.19230769],1
p4,1,2e-06,23.119425,[106  45] ; [71 93],[84.84761905 66.15238095] ; [92.15238095 71.84761905],1
p10,1,4.3e-05,16.7136,[126  23] ; [104  58],[110.19292605  38.80707395] ; [119.80707395  42.19292605],1
p3,1,4.4e-05,16.679665,[87 63] ; [ 57 106],[69.00958466 80.99041534] ; [74.99041534 88.00958466],1
p11,1,8.7e-05,15.395351,[124  27] ; [102  62],[108.33650794  42.66349206] ; [117.66349206  46.33650794],1
p9,1,0.000249,13.416933,[128  21] ; [110  51],[114.39354839  34.60645161] ; [123.60645161  37.39354839],1
p5,1,0.00048,12.191697,[ 26 124] ; [  8 153],[ 16.39871383 133.60128617] ; [ 17.60128617 143.39871383],1
r3,1,0.001365,10.252515,[144   6] ; [140  24],[135.66878981  14.33121019] ; [148.33121019  15.66878981],0
s6,1,0.001784,9.75935,[106  41] ; [89 73],[92.76699029 54.23300971] ; [102.23300971  59.76699029],0
s8,1,0.002007,9.542775,[73 78] ; [ 51 112],[59.63057325 91.36942675] ; [64.36942675 98.63057325],0
r4,1,0.003845,8.355532,[138  13] ; [131  33],[128.94920635  22.05079365] ; [140.05079365  23.94920635],0
v1,1,0.004584,8.036588,[70 79] ; [ 50 110],[57.86407767 91.13592233] ; [62.13592233 97.86407767],0
v4,1,0.009016,6.819654,[145   5] ; [145  18],[138.97763578  11.02236422] ; [151.02236422  11.97763578],0
r1,1,0.010227,6.594993,[122  28] ; [112  51],[112.14057508  37.85942492] ; [121.85942492  41.14057508],0
n6,1,0.024847,5.034511,[130  20] ; [126  38],[122.29299363  27.70700637] ; [133.70700637  30.29299363],0
d1,1,0.031092,4.647874,[106  45] ; [96 68],[96.83174603 54.16825397] ; [105.16825397  58.83174603],0
s7,1,0.032789,4.556759,[72 71] ; [59 96],[62.86241611 80.13758389] ; [68.13758389 86.86241611],0
r2,1,0.032802,4.556104,[144   5] ; [146  15],[139.38709677   9.61290323] ; [150.61290323  10.38709677],0
s4,1,0.038982,4.261638,[ 38 110] ; [ 26 135],[ 30.65372168 117.34627832] ; [ 33.34627832 127.65372168],0
d4,1,0.043463,4.077311,[134  17] ; [132  32],[127.51111111  23.48888889] ; [138.48888889  25.51111111],0
d3,1,0.0723,3.23002,[114  37] ; [108  55],[106.75796178  44.24203822] ; [115.24203822  47.75796178],0
b3,1,0.086263,2.942762,[27 69] ; [39 59],[32.65979381 63.34020619] ; [33.34020619 64.65979381],0
b2,1,0.086263,2.942762,[27 69] ; [39 59],[32.65979381 63.34020619] ; [33.34020619 64.65979381],0
a7,1,0.103706,2.6476,[113  38] ; [109  55],[106.41904762  44.58095238] ; [115.58095238  48.41904762],0
n4,1,0.113477,2.505113,[120  31] ; [117  46],[113.97133758  37.02866242] ; [123.02866242  39.97133758],0
a3,1,0.132656,2.261142,[99 51] ; [121  43],[105.0955414  44.9044586] ; [114.9044586  49.0955414],0
a6,1,0.138887,2.19025,[93 58] ; [114  50],[99.22857143 51.77142857] ; [107.77142857  56.22857143],0
a2,1,0.166295,1.916031,[ 28 123] ; [ 41 123],[ 33.07619048 117.92380952] ; [ 35.92380952 128.07619048],0
s2,1,0.176382,1.827849,[74 76] ; [68 95],[68.05111821 81.94888179] ; [73.94888179 89.05111821],0
b4,1,0.183764,1.766919,[79 72] ; [98 66],[84.84761905 66.15238095] ; [92.15238095 71.84761905],0
s5,1,0.184058,1.764553,[52 95] ; [ 45 114],[ 46.59803922 100.40196078] ; [ 50.40196078 108.59803922],0
a8,1,0.237385,1.396056,[ 20 120] ; [ 15 138],[ 16.72354949 123.27645051] ; [ 18.27645051 134.72354949],0
n5,1,0.241619,1.371124,[114  36] ; [115  49],[109.39490446  40.60509554] ; [119.60509554  44.39490446],0
b5,1,0.286524,1.135881,[85 66] ; [102  62],[89.64126984 61.35873016] ; [97.35873016 66.64126984],0
p1,1,0.289422,1.122306,[ 15 134] ; [ 11 152],[ 12.41666667 136.58333333] ; [ 13.58333333 149.41666667],0
u1,1,0.291164,1.114231,[ 21 130] ; [ 30 134],[ 24.44761905 126.55238095] ; [ 26.55238095 137.44761905],0
a4,1,0.292597,1.107632,[67 84] ; [82 81],[71.65286624 79.34713376] ; [77.34713376 85.65286624],0
p12,1,0.337288,0.920713,[  9 141] ; [  6 157],[  7.1884984 142.8115016] ; [  7.8115016 155.1884984],0
s3,1,0.434495,0.610777,[83 67] ; [83 80],[79.55271565 70.44728435] ; [86.44728435 76.55271565],0
