Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,224.767986,[  9 147] ; [476 191],[91.93195626 64.06804374] ; [393.06804374 273.93195626],1
d4,1,0.0,133.209417,[78 77] ; [598  69],[127.46958637  27.53041363] ; [548.53041363 118.46958637],1
d3,1,0.0,49.777593,[71 84] ; [499 168],[107.48175182  47.51824818] ; [462.51824818 204.48175182],1
d2,1,0.0,49.75022,[ 36 120] ; [362 303],[75.62484775 80.37515225] ; [322.37515225 342.62484775],1
a4,1,0.0,42.759381,[ 33 120] ; [338 328],[69.30769231 83.69230769] ; [301.69230769 364.30769231],1
a3,1,0.0,36.345143,[80 74] ; [507 158],[110.37606838  43.62393162] ; [476.62393162 188.37606838],1
a5,1,0.0,34.995859,[86 69] ; [524 143],[115.0243309  39.9756691] ; [494.9756691 172.0243309],1
u1,1,0.0,27.333605,[  6 150] ; [146 521],[ 28.81166464 127.18833536] ; [123.18833536 543.81166464],1
a2,1,1e-06,24.275062,[ 14 142] ; [185 482],[ 37.72053463 118.27946537] ; [161.27946537 505.72053463],1
p2,1,1.4e-05,18.862385,[110  44] ; [569  93],[128.14460784  25.85539216] ; [550.85539216 111.14460784],1
p4,1,0.000401,12.526963,[72 79] ; [419 243],[91.19434194 59.80565806] ; [399.80565806 262.19434194],1
p10,1,0.001552,10.01544,[110  41] ; [551 106],[123.52846535  27.47153465] ; [537.47153465 119.52846535],0
s8,1,0.002232,9.348283,[ 53 101] ; [318 344],[70.01715686 83.98284314] ; [300.98284314 361.01715686],0
v2,1,0.004095,8.241221,[69 80] ; [378 260],[84.62897078 64.37102922] ; [362.37102922 275.62897078],0
n4,1,0.006429,7.426014,[107  48] ; [526 138],[119.7985348  35.2014652] ; [513.2014652 150.7985348],0
r3,1,0.010934,6.476,[149   7] ; [655   9],[152.95609756   3.04390244] ; [651.04390244  12.95609756],0
p3,1,0.011479,6.389645,[64 90] ; [351 313],[78.12958435 75.87041565] ; [336.87041565 327.12958435],0
s6,1,0.012633,6.21985,[91 60] ; [461 191],[103.8007472  47.1992528] ; [448.1992528 203.8007472],0
a7,1,0.013319,6.12618,[102  53] ; [503 163],[114.22046285  40.77953715] ; [490.77953715 175.22046285],0
v1,1,0.016628,5.735189,[71 83] ; [368 280],[84.2967581 69.7032419] ; [354.7032419 293.2967581],0
r1,1,0.018434,5.554464,[124  32] ; [576  87],[133.33333333  22.66666667] ; [566.66666667  96.33333333],0
p1,1,0.019721,5.436464,[ 21 133] ; [ 51 610],[ 13.60490798 140.39509202] ; [ 58.39509202 602.60490798],0
p9,1,0.034922,4.448968,[121  31] ; [564  89],[129.34161491  22.65838509] ; [555.65838509  97.34161491],0
p7,1,0.035023,4.444042,[86 64] ; [430 217],[97.11417817 52.88582183] ; [418.88582183 228.11417817],0
s2,1,0.047924,3.912635,[68 84] ; [355 307],[78.98771499 73.01228501] ; [344.01228501 317.98771499],0
s7,1,0.064694,3.412753,[62 85] ; [321 313],[72.08834827 74.91165173] ; [310.91165173 323.08834827],0
n5,1,0.079054,3.084239,[107  47] ; [505 157],[115.5  38.5] ; [496.5 165.5],0
