Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,224.767986,[  9 147] ; [476 191],[91.93195626 64.06804374] ; [393.06804374 273.93195626],1
r2,1,0.117822,2.446032,[150   6] ; [652  12],[152.57560976   3.42439024] ; [649.42439024  14.57560976],0
s5,1,0.130818,2.282774,[ 44 104] ; [232 407],[51.90343075 96.09656925] ; [224.09656925 414.90343075],0
u3,1,0.270681,1.213291,[42 33] ; [101  58],[45.83333333 29.16666667] ; [97.16666667 61.83333333],0
a6,1,0.275134,1.190972,[101  54] ; [464 202],[106.66869671  48.33130329] ; [458.33130329 207.66869671],0
n6,1,0.300624,1.071426,[129  27] ; [569  93],[133.11491443  22.88508557] ; [564.88508557  97.11491443],0
b1,1,0.304708,1.053474,[63 93] ; [240 427],[57.43377886 98.56622114] ; [245.56622114 421.43377886],0
n2,1,0.324125,0.97223,[28  6] ; [107  37],[25.78651685  8.21348315] ; [109.21348315  34.78651685],0
p5,1,0.327233,0.959818,[ 21 132] ; [ 72 587],[ 17.52339901 135.47660099] ; [ 75.47660099 583.52339901],0
s1,1,0.328207,0.955959,[  7 144] ; [ 20 636],[  5.05204461 145.94795539] ; [ 21.94795539 634.05204461],0
p6,1,0.336578,0.923424,[ 51 101] ; [246 406],[56.14925373 95.85074627] ; [240.85074627 411.14925373],0
u4,1,0.342933,0.899437,[  2 154] ; [ 17 650],[  3.60145808 152.39854192] ; [ 15.39854192 651.60145808],0
p8,1,0.356734,0.849358,[76 76] ; [353 299],[81.10447761 70.89552239] ; [347.89552239 304.10447761],0
p12,1,0.39977,0.709019,[ 15 138] ; [ 51 608],[ 12.43596059 140.56403941] ; [ 53.56403941 605.43596059],0
v3,1,0.462644,0.539491,[58 94] ; [263 372],[61.9974587 90.0025413] ; [259.0025413 375.9974587],0
b5,1,0.491711,0.47278,[91 65] ; [409 258],[94.77521264 61.22478736] ; [405.22478736 261.77521264],0
p11,1,0.584783,0.298566,[127  29] ; [530 137],[124.5346294  31.4653706] ; [532.4653706 134.5346294],0
s4,1,0.656454,0.19786,[ 24 130] ; [112 544],[ 25.85679012 128.14320988] ; [110.14320988 545.85679012],0
a1,1,0.663607,0.189172,[  6 150] ; [ 31 636],[  7.01336574 148.98663426] ; [ 29.98663426 637.01336574],0
s3,1,0.693257,0.155582,[87 63] ; [370 288],[84.83910891 65.16089109] ; [372.16089109 285.83910891],0
u2,1,0.747903,0.103301,[42 33] ; [92 66],[43.13304721 31.86695279] ; [90.86695279 67.13304721],0
b4,1,0.859086,0.03152,[90 66] ; [390 277],[90.98420413 65.01579587] ; [389.01579587 277.98420413],0
n3,1,0.934092,0.006839,[24  8] ; [109  35],[24.18181818  7.81818182] ; [108.81818182  35.18181818],0
n1,1,0.944009,0.004932,[13 20] ; [55 87],[12.82285714 20.17714286] ; [55.17714286 86.82285714],0
a8,1,0.960057,0.002508,[ 20 125] ; [ 84 518],[ 20.18741633 124.81258367] ; [ 83.81258367 518.18741633],0
b2,1,0.97948,0.000662,[35 58] ; [153 252],[35.10843373 57.89156627] ; [152.89156627 252.10843373],0
b3,1,0.97948,0.000662,[35 58] ; [153 252],[35.10843373 57.89156627] ; [152.89156627 252.10843373],0
