Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000271,13.261256,[19 59] ; [16  9],[26.50485437 51.49514563] ; [ 8.49514563 16.50485437],1
n6,1,0.165821,1.920323,[44 34] ; [18  7],[46.95145631 31.04854369] ; [15.04854369  9.95145631],0
r3,1,0.172005,1.865378,[54 23] ; [21  4],[56.61764706 20.38235294] ; [18.38235294  6.61764706],0
r4,1,0.179922,1.798269,[45 34] ; [18  7],[47.85576923 31.14423077] ; [15.14423077  9.85576923],0
p11,1,0.212833,1.552052,[33 46] ; [14 11],[35.70192308 43.29807692] ; [11.29807692 13.70192308],0
d1,1,0.214561,1.540379,[30 49] ; [13 12],[32.66346154 46.33653846] ; [10.33653846 14.66346154],0
s1,1,0.242262,1.367384,[ 4 73] ; [ 3 22],[ 5.28431373 71.71568627] ; [ 1.71568627 23.28431373],0
d3,1,0.257183,1.283858,[34 45] ; [14 11],[36.46153846 42.53846154] ; [11.53846154 13.46153846],0
p7,1,0.289608,1.121442,[31 47] ; [ 7 18],[28.77669903 49.22330097] ; [ 9.22330097 15.77669903],0
n2,1,0.297264,1.086429,[18 17] ; [7 3],[19.44444444 15.55555556] ; [5.55555556 4.44444444],0
d4,1,0.297481,1.085454,[54 24] ; [20  5],[56.03883495 21.96116505] ; [17.96116505  7.03883495],0
d5,1,0.30904,1.034772,[48 31] ; [18  7],[50.13461538 28.86538462] ; [15.86538462  9.13461538],0
b1,1,0.353715,0.860084,[39 40] ; [15 10],[41.01923077 37.98076923] ; [12.98076923 12.01923077],0
v2,1,0.378175,0.776626,[26 50] ; [11 14],[27.84158416 48.15841584] ; [ 9.15841584 15.84158416],0
p3,1,0.410701,0.676771,[13 65] ; [ 6 19],[14.38834951 63.61165049] ; [ 4.61165049 20.38834951],0
u2,1,0.45102,0.568087,[17 17] ; [4 2],[17.85 16.15] ; [3.15 2.85],0
a8,1,0.476117,0.507745,[ 6 68] ; [ 3 20],[ 6.86597938 67.13402062] ; [ 2.13402062 20.86597938],0
s4,1,0.495614,0.464315,[ 9 70] ; [ 4 20],[ 9.97087379 69.02912621] ; [ 3.02912621 20.97087379],0
a6,1,0.533416,0.38788,[45 34] ; [16  9],[46.33653846 32.66346154] ; [14.66346154 10.33653846],0
b5,1,0.625062,0.238817,[43 36] ; [15 10],[44.05769231 34.94230769] ; [13.94230769 11.05769231],0
p8,1,0.638154,0.221165,[16 63] ; [ 4 21],[15.19230769 63.80769231] ; [ 4.80769231 20.19230769],0
d2,1,0.648235,0.208133,[36 41] ; [13 12],[36.99019608 40.00980392] ; [12.00980392 12.99019608],0
p1,1,0.663335,0.189498,[ 5 74] ; [ 1 24],[ 4.55769231 74.44230769] ; [ 1.44230769 23.55769231],0
p2,1,0.705024,0.143298,[35 44] ; [10 15],[34.18269231 44.81730769] ; [10.81730769 14.18269231],0
n5,1,0.75219,0.0997,[44 34] ; [15 10],[44.67961165 33.32038835] ; [14.32038835 10.67961165],0
n3,1,0.76686,0.087903,[17 17] ; [5 4],[17.39534884 16.60465116] ; [4.60465116 4.39534884],0
b4,1,0.76704,0.087764,[50 29] ; [15 10],[49.375 29.625] ; [15.625  9.375],0
a7,1,0.824434,0.049215,[42 35] ; [13 12],[41.51960784 35.48039216] ; [13.48039216 11.51960784],0
p6,1,0.880791,0.02249,[10 66] ; [ 3 22],[ 9.78217822 66.21782178] ; [ 3.21782178 21.78217822],0
a1,1,0.947184,0.004388,[ 6 73] ; [ 2 23],[ 6.07692308 72.92307692] ; [ 1.92307692 23.07692308],0
b2,1,0.947478,0.004339,[14 27] ; [ 7 13],[14.1147541 26.8852459] ; [ 6.8852459 13.1147541],0
b3,1,0.947478,0.004339,[14 27] ; [ 7 13],[14.1147541 26.8852459] ; [ 6.8852459 13.1147541],0
v4,1,0.949095,0.004076,[59 19] ; [18  6],[58.88235294 19.11764706] ; [18.11764706  5.88235294],0
