Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.359293,[44 81] ; [22  5],[54.27631579 70.72368421] ; [11.72368421 15.27631579],1
p8,1,0.011002,6.464964,[29 98] ; [13 15],[34.41290323 92.58709677] ; [ 7.58709677 20.41290323],0
s7,1,0.024497,5.059113,[25 98] ; [11 16],[29.52 93.48] ; [ 6.48 20.52],0
a4,1,0.045944,3.983635,[ 24 103] ; [ 1 27],[ 20.48387097 106.51612903] ; [ 4.51612903 23.48387097],0
b4,1,0.06963,3.291713,[83 45] ; [13 15],[78.76923077 49.23076923] ; [17.23076923 10.76923077],0
b5,1,0.078413,3.097482,[73 55] ; [21  7],[77.12820513 50.87179487] ; [16.87179487 11.12820513],0
d2,1,0.083265,2.999992,[33 94] ; [ 3 25],[29.49677419 97.50322581] ; [ 6.50322581 21.49677419],0
p12,1,0.092565,2.829198,[  2 125] ; [ 2 26],[  3.27741935 123.72258065] ; [ 0.72258065 27.27741935],0
d1,1,0.096046,2.770005,[38 90] ; [ 4 24],[34.46153846 93.53846154] ; [ 7.53846154 20.46153846],0
r4,1,0.102201,2.670852,[85 43] ; [23  5],[88.61538462 39.38461538] ; [19.38461538  8.61538462],0
s2,1,0.108843,2.570945,[43 84] ; [14 14],[46.70322581 80.29677419] ; [10.29677419 17.70322581],0
v4,1,0.128238,2.313702,[102  24] ; [26  2],[104.72727273  21.27272727] ; [23.27272727  4.72727273],0
p1,1,0.156436,2.008346,[  8 118] ; [ 4 24],[  9.81818182 116.18181818] ; [ 2.18181818 25.81818182],0
v3,1,0.169796,1.884742,[33 91] ; [ 4 24],[30.18421053 93.81578947] ; [ 6.81578947 21.18421053],0
a6,1,0.17248,1.861259,[55 73] ; [16 12],[58.25641026 69.74358974] ; [12.74358974 15.25641026],0
p2,1,0.175635,1.834176,[78 49] ; [21  7],[81.11612903 45.88387097] ; [17.88387097 10.11612903],0
b3,1,0.338621,0.915643,[19 50] ; [6 9],[20.53571429 48.46428571] ; [ 4.46428571 10.53571429],0
b2,1,0.338621,0.915643,[19 50] ; [6 9],[20.53571429 48.46428571] ; [ 4.46428571 10.53571429],0
r3,1,0.343073,0.898914,[104  23] ; [25  3],[105.69677419  21.30322581] ; [23.30322581  4.69677419],0
s5,1,0.377324,0.779403,[ 22 102] ; [ 7 21],[ 23.65789474 100.34210526] ; [ 5.34210526 22.65789474],0
a8,1,0.381029,0.767378,[ 11 109] ; [ 4 23],[ 12.24489796 107.75510204] ; [ 2.75510204 24.24489796],0
s8,1,0.390239,0.738198,[ 27 101] ; [ 8 20],[28.71794872 99.28205128] ; [ 6.28205128 21.71794872],0
d5,1,0.398668,0.71234,[73 55] ; [13 14],[71.01935484 56.98064516] ; [14.98064516 12.01935484],0
a7,1,0.423137,0.641586,[79 48] ; [19  8],[80.81818182 46.18181818] ; [17.18181818  9.81818182],0
p3,1,0.451858,0.565986,[ 16 112] ; [ 5 23],[ 17.23076923 110.76923077] ; [ 3.76923077 24.23076923],0
r1,1,0.541816,0.372185,[76 51] ; [15 13],[74.56129032 52.43870968] ; [16.43870968 11.56129032],0
d4,1,0.555154,0.348164,[78 48] ; [19  9],[79.36363636 46.63636364] ; [17.63636364 10.36363636],0
n1,1,0.557396,0.344233,[14 29] ; [5 7],[14.85454545 28.14545455] ; [4.14545455 7.85454545],0
r2,1,0.569566,0.323409,[109  19] ; [25  3],[109.94871795  18.05128205] ; [24.05128205  3.94871795],0
b1,1,0.597639,0.278571,[48 80] ; [12 16],[49.23076923 78.76923077] ; [10.76923077 17.23076923],0
s1,1,0.600573,0.274132,[  6 121] ; [ 2 26],[  6.55483871 120.44516129] ; [ 1.44516129 26.55483871],0
p9,1,0.607073,0.264459,[81 42] ; [17 11],[79.82781457 43.17218543] ; [18.17218543  9.82781457],0
u2,1,0.615324,0.252495,[36 37] ; [9 7],[36.91011236 36.08988764] ; [8.08988764 7.91011236],0
v2,1,0.624324,0.239837,[46 71] ; [12 15],[47.125 69.875] ; [10.875 16.125],0
s3,1,0.648079,0.20833,[61 64] ; [15 13],[62.09150327 62.90849673] ; [13.90849673 14.09150327],0
v1,1,0.662916,0.19,[39 85] ; [10 18],[39.97368421 84.02631579] ; [ 9.02631579 18.97368421],0
n5,1,0.665537,0.186867,[72 56] ; [17 11],[73.02564103 54.97435897] ; [15.97435897 12.02564103],0
n6,1,0.706669,0.141627,[87 41] ; [18 10],[86.15384615 41.84615385] ; [18.84615385  9.15384615],0
d3,1,0.720626,0.127894,[64 64] ; [12 14],[63.16883117 64.83116883] ; [12.83116883 13.16883117],0
p11,1,0.738926,0.111073,[82 46] ; [17 11],[81.23076923 46.76923077] ; [17.76923077 10.23076923],0
s6,1,0.756917,0.09581,[57 70] ; [13 14],[57.72727273 69.27272727] ; [12.27272727 14.72727273],0
u3,1,0.75722,0.095563,[36 39] ; [7 9],[35.43956044 39.56043956] ; [7.56043956 8.43956044],0
s4,1,0.768044,0.086986,[ 26 102] ; [ 5 23],[ 25.43589744 102.56410256] ; [ 5.56410256 22.43589744],0
p10,1,0.805304,0.060757,[74 50] ; [16 12],[73.42105263 50.57894737] ; [16.57894737 11.42105263],0
a1,1,0.903306,0.014759,[  4 124] ; [ 1 27],[  4.1025641 123.8974359] ; [ 0.8974359 27.1025641],0
n4,1,0.906191,0.013887,[67 61] ; [15 13],[67.28205128 60.71794872] ; [14.71794872 13.28205128],0
n3,1,0.920451,0.009973,[28 15] ; [8 4],[28.14545455 14.85454545] ; [7.85454545 4.14545455],0
n2,1,0.920451,0.009973,[28 15] ; [8 4],[28.14545455 14.85454545] ; [7.85454545 4.14545455],0
u1,1,0.933492,0.006964,[  5 123] ; [ 1 27],[  4.92307692 123.07692308] ; [ 1.07692308 26.92307692],0
a3,1,0.938692,0.005916,[53 73] ; [12 16],[53.18181818 72.81818182] ; [11.81818182 16.18181818],0
