Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,0.051402,3.795132,[ 2 25] ; [26 80],[ 5.68421053 21.31578947] ; [22.31578947 83.68421053],0
b4,1,0.051874,3.779841,[13 14] ; [73 34],[17.32835821  9.67164179] ; [68.67164179 38.32835821],0
b1,1,0.057019,3.622042,[15 12] ; [38 69],[10.67910448 16.32089552] ; [42.32089552 64.67910448],0
n3,1,0.060761,3.516484,[1 3] ; [12  4],[2.6 1.4] ; [10.4  5.6],0
a7,1,0.116904,2.458316,[16 11] ; [79 27],[19.28571429  7.71428571] ; [75.71428571 30.28571429],0
s7,1,0.134728,2.237163,[22  4] ; [70 30],[18.98412698  7.01587302] ; [73.01587302 26.98412698],0
v1,1,0.206698,1.594407,[18  9] ; [83 23],[20.5037594  6.4962406] ; [80.4962406 25.5037594],0
p5,1,0.262865,1.253608,[10 17] ; [28 79],[ 7.65671642 19.34328358] ; [30.34328358 76.65671642],0
r3,1,0.264303,1.246076,[25  2] ; [103   3],[25.98496241  1.01503759] ; [102.01503759   3.98496241],0
d2,1,0.296963,1.087782,[12 15] ; [59 47],[14.41353383 12.58646617] ; [56.58646617 49.41353383],0
a6,1,0.310097,1.030264,[16 11] ; [73 32],[18.20454545  8.79545455] ; [70.79545455 34.20454545],0
s4,1,0.343774,0.896307,[ 5 21] ; [13 94],[ 3.51879699 22.48120301] ; [14.48120301 92.51879699],0
b5,1,0.352069,0.865985,[14 13] ; [66 41],[16.11940299 10.88059701] ; [63.88059701 43.11940299],0
s5,1,0.38467,0.755725,[10 16] ; [48 52],[11.96825397 14.03174603] ; [46.03174603 53.96825397],0
a5,1,0.402348,0.701297,[20  7] ; [87 20],[21.55970149  5.44029851] ; [85.44029851 21.55970149],0
a4,1,0.412191,0.672473,[15 12] ; [50 57],[13.09701493 13.90298507] ; [51.90298507 55.09701493],0
n5,1,0.416292,0.660759,[25  2] ; [93 14],[23.7761194  3.2238806] ; [94.2238806 12.7761194],0
a8,1,0.431162,0.619692,[ 2 20] ; [15 81],[ 3.16949153 18.83050847] ; [13.83050847 82.16949153],0
n6,1,0.471599,0.518226,[26  1] ; [97  8],[25.15909091  1.84090909] ; [97.84090909  7.15909091],0
a2,1,0.483294,0.49142,[ 6 21] ; [31 76],[ 7.45522388 19.54477612] ; [29.54477612 77.45522388],0
n4,1,0.483997,0.489844,[26  1] ; [99  8],[25.18656716  1.81343284] ; [99.81343284  7.18656716],0
a1,1,0.484951,0.487708,[ 2 25] ; [13 94],[ 3.02238806 23.97761194] ; [11.97761194 95.02238806],0
d4,1,0.496546,0.462312,[23  3] ; [88 18],[21.86363636  4.13636364] ; [89.13636364 16.86363636],0
p8,1,0.558471,0.342359,[22  5] ; [80 25],[20.86363636  6.13636364] ; [81.13636364 23.86363636],0
d1,1,0.626509,0.236825,[19  8] ; [70 37],[17.93283582  9.06716418] ; [71.06716418 35.93283582],0
p9,1,0.684386,0.16523,[26  1] ; [100   6],[25.57894737  1.42105263] ; [100.42105263   5.57894737],0
b3,1,0.690256,0.158808,[7 9] ; [34 35],[7.71764706 8.28235294] ; [33.28235294 35.71764706],0
b2,1,0.690256,0.158808,[7 9] ; [34 35],[7.71764706 8.28235294] ; [33.28235294 35.71764706],0
r4,1,0.691165,0.157827,[26  1] ; [101   6],[25.58955224  1.41044776] ; [101.41044776   5.58955224],0
d5,1,0.695434,0.153266,[21  5] ; [89 17],[21.66666667  4.33333333] ; [88.33333333 17.66666667],0
s2,1,0.714865,0.133466,[15 12] ; [63 43],[15.83458647 11.16541353] ; [62.16541353 43.83458647],0
p3,1,0.737161,0.112638,[19  8] ; [78 28],[19.69172932  7.30827068] ; [77.30827068 28.69172932],0
s6,1,0.77971,0.07823,[19  7] ; [78 25],[19.5503876  6.4496124] ; [77.4496124 25.5503876],0
p2,1,0.781827,0.076695,[24  3] ; [97 10],[24.38059701  2.61940299] ; [96.61940299 10.38059701],0
p1,1,0.786803,0.073151,[ 4 23] ; [18 88],[ 4.46616541 22.53383459] ; [17.53383459 88.46616541],0
a3,1,0.795206,0.067369,[20  6] ; [84 22],[20.48484848  5.51515152] ; [83.51515152 22.48484848],0
p11,1,0.801316,0.063325,[23  4] ; [89 18],[22.56716418  4.43283582] ; [89.43283582 17.56716418],0
p7,1,0.844314,0.038564,[24  3] ; [91 13],[23.70229008  3.29770992] ; [91.29770992 12.70229008],0
p10,1,0.855252,0.033278,[25  2] ; [97  9],[24.76691729  2.23308271] ; [97.23308271  8.76691729],0
u2,1,0.860116,0.031056,[4 3] ; [14  9],[4.2 2.8] ; [13.8  9.2],0
u3,1,0.860116,0.031056,[4 3] ; [14  9],[4.2 2.8] ; [13.8  9.2],0
s8,1,0.861779,0.030314,[17 10] ; [68 37],[17.38636364  9.61363636] ; [67.61363636 37.38636364],0
s3,1,0.88586,0.020605,[16 10] ; [63 42],[15.67938931 10.32061069] ; [63.32061069 41.67938931],0
n1,1,0.905565,0.014074,[2 2] ; [7 8],[1.89473684 2.10526316] ; [7.10526316 7.89473684],0
r1,1,0.926528,0.008504,[22  5] ; [88 19],[22.1641791  4.8358209] ; [87.8358209 19.1641791],0
u1,1,0.941114,0.005457,[ 7 20] ; [27 80],[ 6.85074627 20.14925373] ; [27.14925373 79.85074627],0
p4,1,0.94288,0.005134,[22  5] ; [87 19],[22.12781955  4.87218045] ; [86.87218045 19.12781955],0
d3,1,0.958902,0.002655,[20  7] ; [78 28],[19.89473684  7.10526316] ; [78.10526316 27.89473684],0
s1,1,0.986403,0.00029,[ 1 26] ; [  4 102],[ 1.01503759 25.98496241] ; [  3.98496241 102.01503759],0
